PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"all action first-up. <b>Inswinger from Trent Boult. Not given. Iyer reviews</b>. Good length and snakes back in, Watson plays around his front pad - like he has done for the most of his career - and is pinned below the knee-roll. Pitching in line: check. Hitting the stumps: check. The tracker returns three reds. There was an inside edge but bat first or pad first? There is no conclusive evidence to overturn the on-field not-out call. This was really tight but Watson survives in the end","Boult to Watson, no run",0/0,277912,Trent Boult,0,1,0,0.1,0,False,False,0,0,0,False,0,8180,Shane Watson,0,1,0,0,44828,Faf du Plessis,0,0,0,0,1,False,0,0,0,0,0,1,6,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
four,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,4,"lbw appeal followed by a four. Another inswinger, veers onto the pads, picked off to the square leg boundary","Boult to Watson, FOUR runs",4/0,277912,Trent Boult,0,2,0,0.2,4,False,False,0,0,0,False,0,8180,Shane Watson,4,2,1,0,44828,Faf du Plessis,0,0,0,0,2,False,0,0,0,0,0,1,6,0,False,,False,False,12.0,0,2,0,0,0,1,1,0,4
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"pitched up at off, presses forward and pushes to cover","Boult to Watson, no run",4/0,277912,Trent Boult,0,3,0,0.3,4,False,False,0,0,0,False,0,8180,Shane Watson,4,3,1,0,44828,Faf du Plessis,0,0,0,0,3,False,0,0,0,0,0,1,6,0,False,,False,False,8.0,0,3,0,0,0,1,1,0,4
run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,1,"fullish and angling across off, squirted down to third man","Boult to Watson, 1 run",5/0,277912,Trent Boult,0,4,0,0.4,5,False,False,0,0,0,False,0,8180,Shane Watson,5,4,1,0,44828,Faf du Plessis,0,0,0,0,4,False,0,0,0,0,0,1,6,0,False,,False,False,7.5,0,4,0,0,0,1,1,0,5
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"good length and sliding away outside off, no shot","Boult to du Plessis, no run",5/0,277912,Trent Boult,0,5,0,0.5,5,False,False,0,0,0,False,0,44828,Faf du Plessis,0,1,0,0,8180,Shane Watson,5,4,1,0,5,False,0,0,0,0,0,1,6,0,False,,False,False,6.0,0,5,0,0,0,1,1,0,5
run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,1,"very full and swinging into the pads, flicked to deep midwicket","Boult to du Plessis, 1 run",6/0,277912,Trent Boult,0,6,0,1.0,6,False,False,0,0,0,False,0,44828,Faf du Plessis,1,2,0,0,8180,Shane Watson,5,4,1,0,6,True,0,0,0,0,0,1,6,0,False,,False,False,6.0,0,6,0,0,0,1,1,0,6
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"back of length on a fourth-stump line, defended","Avesh Khan to du Plessis, no run",6/0,694211,Avesh Khan,0,1,0,0.1,0,277912,Trent Boult,0,6,0,1.0,6,44828,Faf du Plessis,1,3,0,0,8180,Shane Watson,5,4,1,0,1,False,0,0,0,0,0,2,1,0,False,,False,False,5.14,0,7,0,0,0,1,1,0,6
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"beaten by a fiery back of length delivery outside off, superb carry. He's hitting 140kph plus already","Avesh Khan to du Plessis, no run",6/0,694211,Avesh Khan,0,2,0,0.2,0,277912,Trent Boult,0,6,0,1.0,6,44828,Faf du Plessis,1,4,0,0,8180,Shane Watson,5,4,1,0,2,False,0,0,0,0,0,2,1,0,False,,False,False,4.5,0,8,0,0,0,1,1,0,6
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,hustled for pace. This cut back in from length to beat the inside edge and hit him high on the thigh pad. There was a stifled appeal but this was going over.,"Avesh Khan to du Plessis, no run",6/0,694211,Avesh Khan,0,3,0,0.3,0,277912,Trent Boult,0,6,0,1.0,6,44828,Faf du Plessis,1,5,0,0,8180,Shane Watson,5,4,1,0,3,False,0,0,0,0,0,2,1,0,False,,False,False,4.0,0,9,0,0,0,1,1,0,6
no run,335974,Chennai Super Kings,335975,Delhi Capitals,1st innings,0,"Faf marches down the track even before the bowler delivers, short and wide, flat-batted away only as far as the covers","Avesh Khan to du Plessis, no run",6/0,694211,Avesh Khan,0,4,0,0.4,0,277912,Trent Boult,0,6,0,1.0,6,44828,Faf du Plessis,1,6,0,0,8180,Shane Watson,5,4,1,0,4,False,0,0,0,0,0,2,1,0,False,,False,False,3.6,0,10,0,0,0,1,1,0,6
