PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
run,3,South Africa,7,Pakistan,1st innings,2,"fullish length ball on leg stump at 137 kph, flicks this through square leg to the man on the rope but wide enough to come back for a second.","Shaheen Shah Afridi to Malan, 2 runs",2/0,1072470,Shaheen Shah Afridi,0,1,0,0.1,2,False,False,0,0,0,False,0,605680,Janneman Malan,2,1,0,0,269280,Reeza Hendricks,0,0,0,0,1,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,1,0,0,0,1,1,0,2
no run,3,South Africa,7,Pakistan,1st innings,0,"full on fifth stump, no swing this time and driven firmly but picks out mid-off on the ring.","Shaheen Shah Afridi to Malan, no run",2/0,1072470,Shaheen Shah Afridi,0,2,0,0.2,2,False,False,0,0,0,False,0,605680,Janneman Malan,2,2,0,0,269280,Reeza Hendricks,0,0,0,0,2,False,0,0,0,0,0,1,8,0,False,,False,False,6.0,0,2,0,0,0,1,1,0,2
four,3,South Africa,7,Pakistan,1st innings,4,"full on fourth stump this time, driven straight to cover on the ring, but Haider Ali dives over the top of the ball to turn a dot ball into four. Shaheen is not happy.","Shaheen Shah Afridi to Malan, FOUR runs",6/0,1072470,Shaheen Shah Afridi,0,3,0,0.3,6,False,False,0,0,0,False,0,605680,Janneman Malan,6,3,1,0,269280,Reeza Hendricks,0,0,0,0,3,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,3,0,0,0,1,1,0,6
run,3,South Africa,7,Pakistan,1st innings,1,"back of a length on off stump, prodded with soft hands toward mid-off and they scamper a tight single.","Shaheen Shah Afridi to Malan, 1 run",7/0,1072470,Shaheen Shah Afridi,0,4,0,0.4,7,False,False,0,0,0,False,0,605680,Janneman Malan,7,4,1,0,269280,Reeza Hendricks,0,0,0,0,4,False,0,0,0,0,0,1,8,0,False,,False,False,10.5,0,4,0,0,0,1,1,0,7
no run,3,South Africa,7,Pakistan,1st innings,0,"fullish length ball slanted across fifth stump, Hendricks goes to drive for extra cover but sends an inside edge back down the pitch.","Shaheen Shah Afridi to Hendricks, no run",7/0,1072470,Shaheen Shah Afridi,0,5,0,0.5,7,False,False,0,0,0,False,0,269280,Reeza Hendricks,0,1,0,0,605680,Janneman Malan,7,4,1,0,5,False,0,0,0,0,0,1,8,0,False,,False,False,8.4,0,5,0,0,0,1,1,0,7
run,3,South Africa,7,Pakistan,1st innings,1,"nearly drags on! Good length ball at 139 kph on fourth stump, no footwork poking away from his body and an inside edge goes past leg stump wide of the keeper to allow a single.","Shaheen Shah Afridi to Hendricks, 1 run",8/0,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,False,False,0,0,0,False,0,269280,Reeza Hendricks,1,2,0,0,605680,Janneman Malan,7,4,1,0,6,True,0,0,0,0,0,1,8,0,False,,False,False,8.0,0,6,0,0,0,1,1,0,8
no run,3,South Africa,7,Pakistan,1st innings,0,"good length ball on middle, prods forward in defense.","Mohammad Nawaz to Hendricks, no run",8/0,348148,Mohammad Nawaz,0,1,0,0.1,0,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,269280,Reeza Hendricks,1,3,0,0,605680,Janneman Malan,7,4,1,0,1,False,0,0,0,0,0,2,2,1,False,,False,False,6.85,0,7,0,0,0,1,1,0,8
run,3,South Africa,7,Pakistan,1st innings,1,"back of a length on middle at 95 kph, goes back to flick through midwicket.","Mohammad Nawaz to Hendricks, 1 run",9/0,348148,Mohammad Nawaz,0,2,0,0.2,1,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,269280,Reeza Hendricks,2,4,0,0,605680,Janneman Malan,7,4,1,0,2,False,0,0,0,0,0,2,2,1,False,,False,False,6.75,0,8,0,0,0,1,1,0,9
no run,3,South Africa,7,Pakistan,1st innings,0,"fullish length ball on off, slowed up a touch at 89 kph, prods forward to defend to cover.","Mohammad Nawaz to Malan, no run",9/0,348148,Mohammad Nawaz,0,3,0,0.3,1,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,605680,Janneman Malan,7,5,1,0,269280,Reeza Hendricks,2,4,0,0,3,False,0,0,0,0,0,2,2,1,False,,False,False,6.0,0,9,0,0,0,1,1,0,9
run,3,South Africa,7,Pakistan,1st innings,1,"uses his feet to come down meeting a good length ball on fifth stump at 94 kph, flicks this through midwicket.","Mohammad Nawaz to Malan, 1 run",10/0,348148,Mohammad Nawaz,0,4,0,0.4,2,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,605680,Janneman Malan,8,6,1,0,269280,Reeza Hendricks,2,4,0,0,4,False,0,0,0,0,0,2,2,1,False,,False,False,6.0,0,10,0,0,0,1,1,0,10
out,3,South Africa,7,Pakistan,1st innings,0,"<strong>ripping turn!</strong> Slowed up his pace a touch at 90 kph slanting this outside leg stump, Hendricks tries to flick this through midwicket but is through the shot early as it straightens sharply. It may have missed leg stump but caromed off the back thigh back onto the stumps.","Mohammad Nawaz to Hendricks, OUT",10/1,348148,Mohammad Nawaz,0,5,1,0.5,2,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,269280,Reeza Hendricks,2,5,0,0,605680,Janneman Malan,8,6,1,0,5,False,0,0,0,0,0,2,2,1,True,bowled,False,RR Hendricks  b Mohammad Nawaz 2 (9m 5b 0x4 0x6) SR: 40.00,5.45,0,11,0,1,0,1,1,0,10
no run,3,South Africa,7,Pakistan,1st innings,0,"good length ball on middle and off, defended on the front foot.","Mohammad Nawaz to Smuts, no run",10/1,348148,Mohammad Nawaz,0,6,1,1.0,2,1072470,Shaheen Shah Afridi,0,6,0,1.0,8,280490,JJ Smuts,0,1,0,0,605680,Janneman Malan,8,6,1,0,6,True,0,0,0,0,0,2,2,1,False,,False,False,5.0,0,12,0,1,0,1,1,0,10
run,3,South Africa,7,Pakistan,1st innings,1,"slower ball lands back of a length on middle at 122 kph, plays with soft hands behind point for one.","Shaheen Shah Afridi to Malan, 1 run",11/1,1072470,Shaheen Shah Afridi,0,7,0,1.1,9,348148,Mohammad Nawaz,0,6,1,1.0,2,605680,Janneman Malan,9,7,1,0,280490,JJ Smuts,0,1,0,0,1,False,0,0,0,0,0,3,3,0,False,,False,False,5.07,0,13,0,1,0,1,1,0,11
no run,3,South Africa,7,Pakistan,1st innings,0,"back of a length on off, left alone.","Shaheen Shah Afridi to Smuts, no run",11/1,1072470,Shaheen Shah Afridi,0,8,0,1.2,9,348148,Mohammad Nawaz,0,6,1,1.0,2,280490,JJ Smuts,0,2,0,0,605680,Janneman Malan,9,7,1,0,2,False,0,0,0,0,0,3,3,0,False,,False,False,4.71,0,14,0,1,0,1,1,0,11
no run,3,South Africa,7,Pakistan,1st innings,0,"good length ball on the stumps, defended into short midwicket and fielded by Afridi.","Shaheen Shah Afridi to Smuts, no run",11/1,1072470,Shaheen Shah Afridi,0,9,0,1.3,9,348148,Mohammad Nawaz,0,6,1,1.0,2,280490,JJ Smuts,0,3,0,0,605680,Janneman Malan,9,7,1,0,3,False,0,0,0,0,0,3,3,0,False,,False,False,4.4,0,15,0,1,0,1,1,0,11
run,3,South Africa,7,Pakistan,1st innings,1,"full on the legs, flicks this flat to deep square leg.","Shaheen Shah Afridi to Smuts, 1 run",12/1,1072470,Shaheen Shah Afridi,0,10,0,1.4,10,348148,Mohammad Nawaz,0,6,1,1.0,2,280490,JJ Smuts,1,4,0,0,605680,Janneman Malan,9,7,1,0,4,False,0,0,0,0,0,3,3,0,False,,False,False,4.5,0,16,0,1,0,1,1,0,12
no run,3,South Africa,7,Pakistan,1st innings,0,"slower length ball on middle at 125 kph, swats this on the up but mistimes it to midwicket. Diving stop on the ring.","Shaheen Shah Afridi to Malan, no run",12/1,1072470,Shaheen Shah Afridi,0,11,0,1.5,10,348148,Mohammad Nawaz,0,6,1,1.0,2,605680,Janneman Malan,9,8,1,0,280490,JJ Smuts,1,4,0,0,5,False,0,0,0,0,0,3,3,0,False,,False,False,4.23,0,17,0,1,0,1,1,0,12
run,3,South Africa,7,Pakistan,1st innings,1,"full and wide, driven into the covers off the toe and they take a sharp single.","Shaheen Shah Afridi to Malan, 1 run",13/1,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,348148,Mohammad Nawaz,0,6,1,1.0,2,605680,Janneman Malan,10,9,1,0,280490,JJ Smuts,1,4,0,0,6,True,0,0,0,0,0,3,3,0,False,,False,False,4.33,0,18,0,1,0,1,1,0,13
four,3,South Africa,7,Pakistan,1st innings,4,"back of a length on off stump at 92 kph, goes back to punch this through wide long-on, splits the two boundary riders on the leg side in the Powerplay to get maximum value.","Mohammad Nawaz to Malan, FOUR runs",17/1,348148,Mohammad Nawaz,0,7,1,1.1,6,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,605680,Janneman Malan,14,10,2,0,280490,JJ Smuts,1,4,0,0,1,False,0,0,0,0,0,4,11,1,False,,False,False,5.36,0,19,0,1,0,1,1,0,17
no run,3,South Africa,7,Pakistan,1st innings,0,"<strong>beaten!</strong> Lovely flight slowing this up a touch flighting it on fourth stump, draws him forward with a prod and beats the outside edge with sharp turn.","Mohammad Nawaz to Malan, no run",17/1,348148,Mohammad Nawaz,0,8,1,1.2,6,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,605680,Janneman Malan,14,11,2,0,280490,JJ Smuts,1,4,0,0,2,False,0,0,0,0,0,4,11,1,False,,False,False,5.1,0,20,0,1,0,1,1,0,17
six,3,South Africa,7,Pakistan,1st innings,6,"wonderful footwork from Malan. Flighted again fuller this time on off at 89 kph, backs away from leg stump to create room to go inside out over extra cover, times this to send it all the way over the rope.","Mohammad Nawaz to Malan, SIX runs",23/1,348148,Mohammad Nawaz,0,9,1,1.3,12,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,605680,Janneman Malan,20,12,2,1,280490,JJ Smuts,1,4,0,0,3,False,0,0,0,0,0,4,11,1,False,,False,False,6.57,0,21,0,1,0,1,1,0,23
run,3,South Africa,7,Pakistan,1st innings,1,"flatter and quicker delivery at 92 kph on the stumps, flicks this for a single.","Mohammad Nawaz to Malan, 1 run",24/1,348148,Mohammad Nawaz,0,10,1,1.4,13,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,605680,Janneman Malan,21,13,2,1,280490,JJ Smuts,1,4,0,0,4,False,0,0,0,0,0,4,11,1,False,,False,False,6.54,0,22,0,1,0,1,1,0,24
no run,3,South Africa,7,Pakistan,1st innings,0,"full on middle at 96 kph, punched back to Nawaz.","Mohammad Nawaz to Smuts, no run",24/1,348148,Mohammad Nawaz,0,11,1,1.5,13,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,280490,JJ Smuts,1,5,0,0,605680,Janneman Malan,21,13,2,1,5,False,0,0,0,0,0,4,11,1,False,,False,False,6.26,0,23,0,1,0,1,1,0,24
out,3,South Africa,7,Pakistan,1st innings,0,"<strong>more early turn produces a wicket!</strong> Once again a South African batsman is punished for trying to hit against the turn. Nawaz flights this up on a fullish length on middle at 94 kph, but not nearly full enough to go for a slog, it spins sharply to produce a leading skied edge over extra cover. Babar backpedals from the ring to take a simple catch five yards outside the circle.","Mohammad Nawaz to Smuts, OUT",24/2,348148,Mohammad Nawaz,0,12,2,2.0,13,1072470,Shaheen Shah Afridi,0,12,0,2.0,11,280490,JJ Smuts,1,6,0,0,605680,Janneman Malan,21,13,2,1,6,True,0,0,0,0,0,4,11,1,True,caught,False,JT Smuts c Babar Azam b Mohammad Nawaz 1 (10m 6b 0x4 0x6) SR: 16.66,6.0,0,24,0,2,0,1,1,0,24
