PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"good length ball angled across sixth stump, left alone.","Bartlett to Short, no run",0/0,1050545,Xavier Bartlett,0,1,0,0.1,0,False,False,0,0,0,False,0,308798,D'Arcy Short,0,1,0,0,603410,Ben McDermott,0,0,0,0,1,False,0,0,0,0,0,1,1,1,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
out,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"what a start for the Heat! Length ball angled tighter to fourth stump, just teases Short into a poke away from his body with no footwork and a clear edge comes through the stump mic taken comfortably behind.","Bartlett to Short, OUT",0/1,1050545,Xavier Bartlett,0,2,1,0.2,0,False,False,0,0,0,False,0,308798,D'Arcy Short,0,2,0,0,603410,Ben McDermott,0,0,0,0,2,False,0,0,0,0,0,1,1,1,True,caught,True,DJM Short c &dagger;Peirson b Bartlett 0 (2b 0x4 0x6) SR: 0.00,0.0,0,2,0,1,0,1,1,0,0
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"overpitched on fourth stump, driven to extra cover, misfield allows the run.","Bartlett to Malan, 1 run",1/1,1050545,Xavier Bartlett,0,3,1,0.3,1,False,False,0,0,0,False,0,236489,Dawid Malan,1,1,0,0,603410,Ben McDermott,0,0,0,0,3,False,0,0,0,0,0,1,1,1,False,,False,False,2.0,0,3,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"full on fourth stump, defended back to Bartlett.","Bartlett to McDermott, no run",1/1,1050545,Xavier Bartlett,0,4,1,0.4,1,False,False,0,0,0,False,0,603410,Ben McDermott,0,1,0,0,236489,Dawid Malan,1,1,0,0,4,False,0,0,0,0,0,1,1,1,False,,False,False,1.5,0,4,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"full on off, defended to mid-on.","Bartlett to McDermott, no run",1/1,1050545,Xavier Bartlett,0,5,1,0.5,1,False,False,0,0,0,False,0,603410,Ben McDermott,0,2,0,0,236489,Dawid Malan,1,1,0,0,5,False,0,0,0,0,0,1,1,1,False,,False,False,1.2,0,5,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"fullish length on fourth stump, defended into the covers.","Bartlett to McDermott, no run",1/1,1050545,Xavier Bartlett,0,6,1,1.0,1,False,False,0,0,0,False,0,603410,Ben McDermott,0,3,0,0,236489,Dawid Malan,1,1,0,0,6,True,0,0,0,0,0,1,1,1,False,,False,False,1.0,0,6,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"good length ball on off stump, defended into the covers.","Wildermuth to Malan, no run",1/1,570854,Jack Wildermuth,0,1,0,0.1,0,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,1,2,0,0,603410,Ben McDermott,0,3,0,0,1,False,0,0,0,0,0,2,5,0,False,,False,False,0.85,0,7,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"full on fourth stump, punched to cover.","Wildermuth to Malan, no run",1/1,570854,Jack Wildermuth,0,2,0,0.2,0,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,1,3,0,0,603410,Ben McDermott,0,3,0,0,2,False,0,0,0,0,0,2,5,0,False,,False,False,0.75,0,8,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,another fuller delivery guided to point.,"Wildermuth to Malan, no run",1/1,570854,Jack Wildermuth,0,3,0,0.3,0,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,1,4,0,0,603410,Ben McDermott,0,3,0,0,3,False,0,0,0,0,0,2,5,0,False,,False,False,0.66,0,9,0,1,0,1,1,0,1
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"overpitched on fourth stump, drives firmly but straight to mid-off.","Wildermuth to Malan, no run",1/1,570854,Jack Wildermuth,0,4,0,0.4,0,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,1,5,0,0,603410,Ben McDermott,0,3,0,0,4,False,0,0,0,0,0,2,5,0,False,,False,False,0.6,0,10,0,1,0,1,1,0,1
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,2,"overpitched again on fifth stump, fraction wider to encourage a lofted drive, mistimes this over extra cover but safely over the ring and is relayed in for a pair.","Wildermuth to Malan, 2 runs",3/1,570854,Jack Wildermuth,0,5,0,0.5,2,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,3,6,0,0,603410,Ben McDermott,0,3,0,0,5,False,0,0,0,0,0,2,5,0,False,,False,False,1.63,0,11,0,1,0,1,1,0,3
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,3,"full and wide on fifth stump, whips this through midwicket this time, deep square leg circles around to slide and relay this back in.","Wildermuth to Malan, 3 runs",6/1,570854,Jack Wildermuth,0,6,0,1.0,5,1050545,Xavier Bartlett,0,6,1,1.0,1,236489,Dawid Malan,6,7,0,0,603410,Ben McDermott,0,3,0,0,6,True,0,0,0,0,0,2,5,0,False,,False,False,3.0,0,12,0,1,0,1,1,0,6
