PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,"good length and wobble away from the corridor, Carey has a poke and is beaten on the outside edge","Milne to Carey, no run",0/0,450860,Adam Milne,0,1,0,0.1,0,False,False,0,0,0,False,0,326434,Alex Carey,0,1,0,0,781285,Jake Weatherald,0,0,0,0,1,False,0,0,0,0,0,1,2,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,1,good length and wobbling again in the corridor. Carey looks to push into the covers but that comes back in with the angle. A single at deep square off the thick inside edge,"Milne to Carey, 1 run",1/0,450860,Adam Milne,0,2,0,0.2,1,False,False,0,0,0,False,0,326434,Alex Carey,1,2,0,0,781285,Jake Weatherald,0,0,0,0,2,False,0,0,0,0,0,1,2,0,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,short and moving away from the left-hander off the pitch. He shapes to pull but that's too far away,"Milne to Weatherald, no run",1/0,450860,Adam Milne,0,3,0,0.3,1,False,False,0,0,0,False,0,781285,Jake Weatherald,0,1,0,0,326434,Alex Carey,1,2,0,0,3,False,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,good length and holding its line after pitching on middle. Looks to try and push that through midwicket with the angle but doesn't close the face on it. The leading edge is well short of the bowler,"Milne to Weatherald, no run",1/0,450860,Adam Milne,0,4,0,0.4,1,False,False,0,0,0,False,0,781285,Jake Weatherald,0,2,0,0,326434,Alex Carey,1,2,0,0,4,False,0,0,0,0,0,1,2,0,False,,False,False,1.5,0,4,0,0,0,1,1,0,1
leg bye,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,1,short of a length and thudding the thigh pad as he looks to glance this fine,"Milne to Weatherald, 1 leg bye",2/0,450860,Adam Milne,0,5,0,0.5,1,False,False,0,0,0,False,0,781285,Jake Weatherald,0,3,0,0,326434,Alex Carey,1,2,0,0,5,False,0,0,0,0,1,1,2,0,False,,False,False,2.4,0,5,0,0,1,1,1,0,2
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,<b>appeal for catch behind</b> is turned down. Slammed in at a good length and jagging back sharply to cut through him and past his inside edge. Catches his thigh on the way to the keeper,"Milne to Carey, no run",2/0,450860,Adam Milne,0,6,0,1.0,1,False,False,0,0,0,False,0,326434,Alex Carey,1,3,0,0,781285,Jake Weatherald,0,3,0,0,6,True,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,6,0,0,0,1,1,0,2
four,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,4,"<b>outside edge rolls between keeper and slip.</b> Full ball slanted into the corridor, dead-batted defence and thick edge past Billings' outstretched left hand","Doggett to Weatherald, FOUR runs",6/0,931603,Brendan Doggett,0,1,0,0.1,4,450860,Adam Milne,0,6,0,1.0,1,781285,Jake Weatherald,4,4,1,0,326434,Alex Carey,1,3,0,0,1,False,0,0,0,0,0,2,6,0,False,,False,False,5.14,0,7,0,0,0,1,1,0,6
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,"144.6kph, good length and wide outside off. Beaten on the attempted drive","Doggett to Weatherald, no run",6/0,931603,Brendan Doggett,0,2,0,0.2,4,450860,Adam Milne,0,6,0,1.0,1,781285,Jake Weatherald,4,5,1,0,326434,Alex Carey,1,3,0,0,2,False,0,0,0,0,0,2,6,0,False,,False,False,4.5,0,8,0,0,0,1,1,0,6
no run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,0,good length and sliding in from the corridor. Plants the half stride out and has a hack across the line. Beaten on the inside edge,"Doggett to Weatherald, no run",6/0,931603,Brendan Doggett,0,3,0,0.3,4,450860,Adam Milne,0,6,0,1.0,1,781285,Jake Weatherald,4,6,1,0,326434,Alex Carey,1,3,0,0,3,False,0,0,0,0,0,2,6,0,False,,False,False,4.0,0,9,0,0,0,1,1,0,6
run,509667,Adelaide Strikers,509674,Sydney Thunder,1st innings,1,short and into the ribs. Miscues the pull and the under-edge won't beat Milne's dive to the right at short fine,"Doggett to Weatherald, 1 run",7/0,931603,Brendan Doggett,0,4,0,0.4,5,450860,Adam Milne,0,6,0,1.0,1,781285,Jake Weatherald,5,7,1,0,326434,Alex Carey,1,3,0,0,4,False,0,0,0,0,0,2,6,0,False,,False,False,4.2,0,10,0,0,0,1,1,0,7
