PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"good length on middle, angling a bit away. He pokes at it, and the ball whizzes past the outside edge. <B>Nice channel</b>","Mohammad Amir to Kamran Akmal, no run",0/0,290948,Mohammad Amir,0,1,0,0.1,0,False,False,0,0,0,False,0,41028,Kamran Akmal,0,1,0,0,470633,Tom Kohler-Cadmore,0,0,0,0,1,False,0,0,0,0,0,1,8,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"full, on middle. Bit of inswing, and <B>driven through extra cover</b> for the day's first runs!","Mohammad Amir to Kamran Akmal, FOUR runs",4/0,290948,Mohammad Amir,0,2,0,0.2,4,False,False,0,0,0,False,0,41028,Kamran Akmal,4,2,1,0,470633,Tom Kohler-Cadmore,0,0,0,0,2,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,2,0,0,0,1,1,0,4
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"full on middle. Pushes forward at this, away from his body. Edged to point","Mohammad Amir to Kamran Akmal, no run",4/0,290948,Mohammad Amir,0,3,0,0.3,4,False,False,0,0,0,False,0,41028,Kamran Akmal,4,3,1,0,470633,Tom Kohler-Cadmore,0,0,0,0,3,False,0,0,0,0,0,1,8,0,False,,False,False,8.0,0,3,0,0,0,1,1,0,4
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"<B>past the slip cordon!</b> Only one slip fielder in there, and this goes to the vacant second/third slip region. Full outside off, and he tries to drive.","Mohammad Amir to Kamran Akmal, FOUR runs",8/0,290948,Mohammad Amir,0,4,0,0.4,8,False,False,0,0,0,False,0,41028,Kamran Akmal,8,4,2,0,470633,Tom Kohler-Cadmore,0,0,0,0,4,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,4,0,0,0,1,1,0,8
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,length ball on off. Nudged towards point with the bat's open face,"Mohammad Amir to Kamran Akmal, no run",8/0,290948,Mohammad Amir,0,5,0,0.5,8,False,False,0,0,0,False,0,41028,Kamran Akmal,8,5,2,0,470633,Tom Kohler-Cadmore,0,0,0,0,5,False,0,0,0,0,0,1,8,0,False,,False,False,9.6,0,5,0,0,0,1,1,0,8
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"full outside off. Sticks the bat out, and taps it to cover point","Mohammad Amir to Kamran Akmal, no run",8/0,290948,Mohammad Amir,0,6,0,1.0,8,False,False,0,0,0,False,0,41028,Kamran Akmal,8,6,2,0,470633,Tom Kohler-Cadmore,0,0,0,0,6,True,0,0,0,0,0,1,8,0,False,,False,False,8.0,0,6,0,0,0,1,1,0,8
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"full on middle and leg, from the right-arm quick. Driven to mid on","Mohammad Ilyas to Kohler-Cadmore, no run",8/0,1159371,Mohammad Ilyas,0,1,0,0.1,0,290948,Mohammad Amir,0,6,0,1.0,8,470633,Tom Kohler-Cadmore,0,1,0,0,41028,Kamran Akmal,8,6,2,0,1,False,0,0,0,0,0,2,10,0,False,,False,False,6.85,0,7,0,0,0,1,1,0,8
run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,1,"fullish, on off. Thumped towards cover","Mohammad Ilyas to Kohler-Cadmore, 1 run",9/0,1159371,Mohammad Ilyas,0,2,0,0.2,1,290948,Mohammad Amir,0,6,0,1.0,8,470633,Tom Kohler-Cadmore,1,2,0,0,41028,Kamran Akmal,8,6,2,0,2,False,0,0,0,0,0,2,10,0,False,,False,False,6.75,0,8,0,0,0,1,1,0,9
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"<B>that's some shot!</b> In the slot, outside off stump, and <B>driven</B> through the off side!","Mohammad Ilyas to Kamran Akmal, FOUR runs",13/0,1159371,Mohammad Ilyas,0,3,0,0.3,5,290948,Mohammad Amir,0,6,0,1.0,8,41028,Kamran Akmal,12,7,3,0,470633,Tom Kohler-Cadmore,1,2,0,0,3,False,0,0,0,0,0,2,10,0,False,,False,False,8.66,0,9,0,0,0,1,1,0,13
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"good length, top of off. Nudged towards point","Mohammad Ilyas to Kamran Akmal, no run",13/0,1159371,Mohammad Ilyas,0,4,0,0.4,5,290948,Mohammad Amir,0,6,0,1.0,8,41028,Kamran Akmal,12,8,3,0,470633,Tom Kohler-Cadmore,1,2,0,0,4,False,0,0,0,0,0,2,10,0,False,,False,False,7.8,0,10,0,0,0,1,1,0,13
