PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
wide,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,1,"Winter has the new ball, and he goes full on leg stump, going down the leg side. Wayward from the left-arm seamer","Winter to Khawaja, 1 wide",1/0,501498,Nick Winter,0,0,0,0.0,1,False,False,0,0,0,False,0,215155,Usman Khawaja,0,0,0,0,249866,Alex Hales,0,0,0,0,1,False,0,0,1,0,0,1,9,0,False,,False,False,False,0,0,0,0,0,1,1,1,1
run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,1,"back of a length, outside off. Guided to deep point","Winter to Khawaja, 1 run",2/0,501498,Nick Winter,0,1,0,0.1,2,False,False,0,0,0,False,0,215155,Usman Khawaja,1,1,0,0,249866,Alex Hales,0,0,0,0,2,False,0,0,0,0,0,1,9,0,False,,False,False,12.0,0,1,0,0,0,1,1,0,2
no run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,0,"fullish, on middle. Defended off the front foot","Winter to Hales, no run",2/0,501498,Nick Winter,0,2,0,0.2,2,False,False,0,0,0,False,0,249866,Alex Hales,0,1,0,0,215155,Usman Khawaja,1,1,0,0,3,False,0,0,0,0,0,1,9,0,False,,False,False,6.0,0,2,0,0,0,1,1,0,2
no run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,0,"good length, on the leg stump. Clipped to midwicket","Winter to Hales, no run",2/0,501498,Nick Winter,0,3,0,0.3,2,False,False,0,0,0,False,0,249866,Alex Hales,0,2,0,0,215155,Usman Khawaja,1,1,0,0,4,False,0,0,0,0,0,1,9,0,False,,False,False,4.0,0,3,0,0,0,1,1,0,2
four,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,4,"<B>edged</b> over the slip cordon! Fullish on off, Hales backs away, and tries to play a drive. Sliced behind for four","Winter to Hales, FOUR runs",6/0,501498,Nick Winter,0,4,0,0.4,6,False,False,0,0,0,False,0,249866,Alex Hales,4,3,1,0,215155,Usman Khawaja,1,1,0,0,5,False,0,0,0,0,0,1,9,0,False,,False,False,9.0,0,4,0,0,0,1,1,0,6
run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,1,"fullish on off, and driven towards cover","Winter to Hales, 1 run",7/0,501498,Nick Winter,0,5,0,0.5,7,False,False,0,0,0,False,0,249866,Alex Hales,5,4,1,0,215155,Usman Khawaja,1,1,0,0,6,False,0,0,0,0,0,1,9,0,False,,False,False,8.4,0,5,0,0,0,1,1,0,7
run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,2,"width offered, back of a length, and he makes room to slap a cut over point. Protection in the deep though","Winter to Khawaja, 2 runs",9/0,501498,Nick Winter,0,6,0,1.0,9,False,False,0,0,0,False,0,215155,Usman Khawaja,3,2,0,0,249866,Alex Hales,5,4,1,0,7,True,0,0,0,0,0,1,9,0,False,,False,False,9.0,0,6,0,0,0,1,1,0,9
no run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,0,around the wicket. Lands on middle and angles across. Tries to cut but misses,"Botha to Hales, no run",9/0,44149,Johan Botha,0,1,0,0.1,0,501498,Nick Winter,0,6,0,1.0,9,249866,Alex Hales,5,5,1,0,215155,Usman Khawaja,3,2,0,0,1,False,0,0,0,0,0,2,10,0,False,,False,False,7.71,0,7,0,0,0,1,1,0,9
run,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,1,"leg stump line this time, and clipped behind square for a single","Botha to Hales, 1 run",10/0,44149,Johan Botha,0,2,0,0.2,1,501498,Nick Winter,0,6,0,1.0,9,249866,Alex Hales,6,6,1,0,215155,Usman Khawaja,3,2,0,0,2,False,0,0,0,0,0,2,10,0,False,,False,False,7.5,0,8,0,0,0,1,1,0,10
four,509674,Sydney Thunder,509669,Hobart Hurricanes,1st innings,4,"good length, outside off, turn away and Khawaja uses the width to cut this to deep point. First four for Usman","Botha to Khawaja, FOUR runs",14/0,44149,Johan Botha,0,3,0,0.3,5,501498,Nick Winter,0,6,0,1.0,9,215155,Usman Khawaja,7,3,1,0,249866,Alex Hales,6,6,1,0,3,False,0,0,0,0,0,2,10,0,False,,False,False,9.33,0,9,0,0,0,1,1,0,14
