PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
run,953845,Quetta Gladiators,953843,Islamabad United,1st innings,1,"bouncer on the stumps straight away to Ayub at 132 kph, tucked up but was still able to roll his wrists over a pull to keep this down to deep backward square leg.","Hasan Ali to Saim Ayub, 1 run",1/0,681305,Hasan Ali,0,1,0,0.1,1,False,False,0,0,0,False,0,1161031,Saim Ayub,1,1,0,0,322810,Cameron Delport,0,0,0,0,1,False,0,0,0,0,0,1,10,1,False,,False,False,6.0,0,1,0,0,0,1,1,0,1
no run,953845,Quetta Gladiators,953843,Islamabad United,1st innings,0,"and now the yorker to follow it up swinging in toward leg stump, Delport is able to jam this out through square leg but picks out a fielder.","Hasan Ali to Delport, no run",1/0,681305,Hasan Ali,0,2,0,0.2,1,False,False,0,0,0,False,0,322810,Cameron Delport,0,1,0,0,1161031,Saim Ayub,1,1,0,0,2,False,0,0,0,0,0,1,10,1,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
run,953845,Quetta Gladiators,953843,Islamabad United,1st innings,1,"full on the stumps at 132 kph, driven wide enough of mid-off to fetch a run.","Hasan Ali to Delport, 1 run",2/0,681305,Hasan Ali,0,3,0,0.3,2,False,False,0,0,0,False,0,322810,Cameron Delport,1,2,0,0,1161031,Saim Ayub,1,1,0,0,3,False,0,0,0,0,0,1,10,1,False,,False,False,4.0,0,3,0,0,0,1,1,0,2
wide,953845,Quetta Gladiators,953843,Islamabad United,1st innings,1,"short on the legs at 137 kph, continues tailing down leg for a wide.","Hasan Ali to Saim Ayub, 1 wide",3/0,681305,Hasan Ali,0,3,0,0.3,3,False,False,0,0,0,False,0,1161031,Saim Ayub,1,1,0,0,322810,Cameron Delport,1,2,0,0,4,False,0,0,1,0,0,1,10,1,False,,False,False,6.0,0,3,0,0,0,1,1,1,3
four,953845,Quetta Gladiators,953843,Islamabad United,1st innings,4,"fullish length wide outside off, pokes at this loosely and a thick edge floats through third man well wide of slip to the rope.","Hasan Ali to Saim Ayub, FOUR runs",7/0,681305,Hasan Ali,0,4,0,0.4,7,False,False,0,0,0,False,0,1161031,Saim Ayub,5,2,1,0,322810,Cameron Delport,1,2,0,0,5,False,0,0,0,0,0,1,10,1,False,,False,False,10.5,0,4,0,0,0,1,1,0,7
out,953845,Quetta Gladiators,953843,Islamabad United,1st innings,0,"<strong>Stirling with a stunner at backward point! </strong> On the 10th anniversary of KOB's epic knock against England, another Irishman creating fresh memories today by reaching up high to his right to intercept a loose drive with a spectacular grab. Similar length to the previous ball to encourage a drive on about sixth stump, not much footwork and can't get to the pitch to keep this down, it flies off the edge and Stirling reads it well moving to his right and reaches high above his head on his tippy toes to claim it.","Hasan Ali to Saim Ayub, OUT",7/1,681305,Hasan Ali,0,5,1,0.5,7,False,False,0,0,0,False,0,1161031,Saim Ayub,5,3,1,0,322810,Cameron Delport,1,2,0,0,6,False,0,0,0,0,0,1,10,1,True,caught,False,Saim Ayub c Stirling b Hasan Ali 5 (6m 3b 1x4 0x6) SR: 166.66,8.4,0,5,0,1,0,1,1,0,7
run,953845,Quetta Gladiators,953843,Islamabad United,1st innings,3,"full on the stumps, flicks this through square leg and it's slapped back just short of the rope after a long chase.","Hasan Ali to du Plessis, 3 runs",10/1,681305,Hasan Ali,0,6,1,1.0,10,False,False,0,0,0,False,0,44828,Faf du Plessis,3,1,0,0,322810,Cameron Delport,1,2,0,0,7,True,0,0,0,0,0,1,10,1,False,,False,False,10.0,0,6,0,1,0,1,1,0,10
run,953845,Quetta Gladiators,953843,Islamabad United,1st innings,2,"edge! Back of a length on fourth stump, goes to drive and edges it wide of slip, cut off well at the third man rope.","Mohammad Wasim to du Plessis, 2 runs",12/1,1185538,Mohammad Wasim,0,1,0,0.1,2,681305,Hasan Ali,0,6,1,1.0,10,44828,Faf du Plessis,5,2,0,0,322810,Cameron Delport,1,2,0,0,1,False,0,0,0,0,0,2,11,0,False,,False,False,10.28,0,7,0,1,0,1,1,0,12
wide,953845,Quetta Gladiators,953843,Islamabad United,1st innings,1,fullish length but tails down the leg side for a wide.,"Mohammad Wasim to du Plessis, 1 wide",13/1,1185538,Mohammad Wasim,0,1,0,0.1,3,681305,Hasan Ali,0,6,1,1.0,10,44828,Faf du Plessis,5,2,0,0,322810,Cameron Delport,1,2,0,0,2,False,0,0,1,0,0,2,11,0,False,,False,False,11.14,0,7,0,1,0,1,1,1,13
four,953845,Quetta Gladiators,953843,Islamabad United,1st innings,4,"full on off, drives this wristily past the non-striker and mid-on dives in vain hoping to stop it.","Mohammad Wasim to du Plessis, FOUR runs",17/1,1185538,Mohammad Wasim,0,2,0,0.2,7,681305,Hasan Ali,0,6,1,1.0,10,44828,Faf du Plessis,9,3,1,0,322810,Cameron Delport,1,2,0,0,3,False,0,0,0,0,0,2,11,0,False,,False,False,12.75,0,8,0,1,0,1,1,0,17
