PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,1,plays it down to thirdman with an open face.,"Naseem Shah to Kamran Akmal, 1 run",1/0,1158088,Naseem Shah,0,1,0,0.1,1,False,False,0,0,0,False,0,41028,Kamran Akmal,1,1,0,0,568276,Imam-ul-Haq,0,0,0,0,1,False,0,0,0,0,0,1,2,0,False,,False,False,6.0,0,1,0,0,0,1,1,0,1
no run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,0,beats the bat and through to the keeper.,"Naseem Shah to Imam-ul-Haq, no run",1/0,1158088,Naseem Shah,0,2,0,0.2,1,False,False,0,0,0,False,0,568276,Imam-ul-Haq,0,1,0,0,41028,Kamran Akmal,1,1,0,0,2,False,0,0,0,0,0,1,2,0,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
no run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,0,"angled across, cuts and misses.","Naseem Shah to Imam-ul-Haq, no run",1/0,1158088,Naseem Shah,0,3,0,0.3,1,False,False,0,0,0,False,0,568276,Imam-ul-Haq,0,2,0,0,41028,Kamran Akmal,1,1,0,0,3,False,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,1,<strong>edged and dropped by Watson at slip</strong>,"Naseem Shah to Imam-ul-Haq, 1 run",2/0,1158088,Naseem Shah,0,4,0,0.4,2,False,False,0,0,0,False,0,568276,Imam-ul-Haq,1,3,0,0,41028,Kamran Akmal,1,1,0,0,4,False,0,0,0,0,0,1,2,0,False,,False,False,3.0,0,4,0,0,0,1,1,0,2
no run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,0,plays square on the off side to point.,"Naseem Shah to Kamran Akmal, no run",2/0,1158088,Naseem Shah,0,5,0,0.5,2,False,False,0,0,0,False,0,41028,Kamran Akmal,1,2,0,0,568276,Imam-ul-Haq,1,3,0,0,5,False,0,0,0,0,0,1,2,0,False,,False,False,2.4,0,5,0,0,0,1,1,0,2
no run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,0,drops it down on the track.,"Naseem Shah to Kamran Akmal, no run",2/0,1158088,Naseem Shah,0,6,0,1.0,2,False,False,0,0,0,False,0,41028,Kamran Akmal,1,3,0,0,568276,Imam-ul-Haq,1,3,0,0,6,True,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,6,0,0,0,1,1,0,2
run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,2,pulled in the air to deep midwicket.,"Sohail Khan to Imam-ul-Haq, 2 runs",4/0,317252,Sohail Khan,0,1,0,0.1,2,1158088,Naseem Shah,0,6,0,1.0,2,568276,Imam-ul-Haq,3,4,0,0,41028,Kamran Akmal,1,3,0,0,1,False,0,0,0,0,0,2,12,1,False,,False,False,3.42,0,7,0,0,0,1,1,0,4
four,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,4,uses his feet and gets and thick inside edge down to long leg fence.,"Sohail Khan to Imam-ul-Haq, FOUR runs",8/0,317252,Sohail Khan,0,2,0,0.2,6,1158088,Naseem Shah,0,6,0,1.0,2,568276,Imam-ul-Haq,7,5,1,0,41028,Kamran Akmal,1,3,0,0,2,False,0,0,0,0,0,2,12,1,False,,False,False,6.0,0,8,0,0,0,1,1,0,8
no run,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,0,beats the bat and through to the keeper.,"Sohail Khan to Imam-ul-Haq, no run",8/0,317252,Sohail Khan,0,3,0,0.3,6,1158088,Naseem Shah,0,6,0,1.0,2,568276,Imam-ul-Haq,7,6,1,0,41028,Kamran Akmal,1,3,0,0,3,False,0,0,0,0,0,2,12,1,False,,False,False,5.33,0,9,0,0,0,1,1,0,8
wide,953833,Peshawar Zalmi,953845,Quetta Gladiators,1st innings,1,down the leg side.,"Sohail Khan to Imam-ul-Haq, 1 wide",9/0,317252,Sohail Khan,0,3,0,0.3,7,1158088,Naseem Shah,0,6,0,1.0,2,568276,Imam-ul-Haq,7,6,1,0,41028,Kamran Akmal,1,3,0,0,4,False,0,0,1,0,0,2,12,1,False,,False,False,6.0,0,9,0,0,0,1,1,1,9
