PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,0,"length ball on off, and stays on the stumps. Rides the bounce to defend off the back foot","Worrall to Short, no run",0/0,557298,Daniel Worrall,0,1,0,0.1,0,False,False,0,0,0,False,0,308798,D'Arcy Short,0,1,0,0,897549,Will Jacks,0,0,0,0,1,False,0,0,0,0,0,1,4,1,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,1,"good length on middle. Cramped for space, and nudged to midwicket","Worrall to Short, 1 run",1/0,557298,Daniel Worrall,0,2,0,0.2,1,False,False,0,0,0,False,0,308798,D'Arcy Short,1,2,0,0,897549,Will Jacks,0,0,0,0,2,False,0,0,0,0,0,1,4,1,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
no run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,0,"good length, just outside off. Bit of movement away, and extra lift on the way to Carey","Worrall to Jacks, no run",1/0,557298,Daniel Worrall,0,3,0,0.3,1,False,False,0,0,0,False,0,897549,Will Jacks,0,1,0,0,308798,D'Arcy Short,1,2,0,0,3,False,0,0,0,0,0,1,4,1,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
out,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,0,"<B>smart catch!</b> Weatheraldn you beauty. Swinging away, on a good length, and the attempted drive is sliced to the right of point. Tough chance, but a nice dive, and taken with two hands. Jacks gets a duck","Worrall to Jacks, OUT",1/1,557298,Daniel Worrall,0,4,1,0.4,1,False,False,0,0,0,False,0,897549,Will Jacks,0,2,0,0,308798,D'Arcy Short,1,2,0,0,4,False,0,0,0,0,0,1,4,1,True,caught,False,WG Jacks c Weatherald b Worrall 0 (2b 0x4 0x6) SR: 0.00,1.5,0,4,0,1,0,1,1,0,1
run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,3,"full, just outside off, and a gentle tap past the bowler, past mid off, and Rashid gives the ball a chase","Worrall to McDermott, 3 runs",4/1,557298,Daniel Worrall,0,5,1,0.5,4,False,False,0,0,0,False,0,603410,Ben McDermott,3,1,0,0,308798,D'Arcy Short,1,2,0,0,5,False,0,0,0,0,0,1,4,1,False,,False,False,4.8,0,5,0,1,0,1,1,0,4
no run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,0,"good length on leg, and he stays on the back foot to block","Worrall to Short, no run",4/1,557298,Daniel Worrall,0,6,1,1.0,4,False,False,0,0,0,False,0,308798,D'Arcy Short,1,3,0,0,603410,Ben McDermott,3,1,0,0,6,True,0,0,0,0,0,1,4,1,False,,False,False,4.0,0,6,0,1,0,1,1,0,4
run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,1,"length ball on off, and angling into the batsman's body. Pushed off the back foot to mid on","Siddle to McDermott, 1 run",5/1,7898,Peter Siddle,0,1,0,0.1,1,557298,Daniel Worrall,0,6,1,1.0,4,603410,Ben McDermott,4,2,0,0,308798,D'Arcy Short,1,3,0,0,1,False,0,0,0,0,0,2,4,1,False,,False,False,4.28,0,7,0,1,0,1,1,0,5
run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,1,"length ball outside leg, and he taps it with soft hands to the leg side, and off they go for a quick single","Siddle to Short, 1 run",6/1,7898,Peter Siddle,0,2,0,0.2,2,557298,Daniel Worrall,0,6,1,1.0,4,308798,D'Arcy Short,2,4,0,0,603410,Ben McDermott,4,2,0,0,2,False,0,0,0,0,0,2,4,1,False,,False,False,4.5,0,8,0,1,0,1,1,0,6
wide,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,1,"full on middle, with the batsman walking down the wicket. Ball swings further in, though, going past the batsman's legs, and through to the keeper","Siddle to McDermott, 1 wide",7/1,7898,Peter Siddle,0,2,0,0.2,3,557298,Daniel Worrall,0,6,1,1.0,4,603410,Ben McDermott,4,2,0,0,308798,D'Arcy Short,2,4,0,0,3,False,0,0,1,0,0,2,4,1,False,,False,False,5.25,0,8,0,1,0,1,1,1,7
no run,509669,Hobart Hurricanes,509667,Adelaide Strikers,1st innings,0,"Zahid: 'Jono Wells is a fantastic player, Follow him from last 2 years. He will definitely consider by Australian Selectors soon. '","Siddle to McDermott, no run",7/1,7898,Peter Siddle,0,3,0,0.3,3,557298,Daniel Worrall,0,6,1,1.0,4,603410,Ben McDermott,4,3,0,0,308798,D'Arcy Short,2,4,0,0,4,False,0,0,0,0,0,2,4,1,False,,False,False,4.66,0,9,0,1,0,1,1,0,7
