PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"length, just moves across him from leg towards off, and he comes forward to defend","Mohammad Abbas to Karunaratne, no run",0/0,389666,Mohammad Abbas,0,1,0,0.1,0,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,0,1,0,0,366725,Oshada Fernando,0,0,0,0,1,False,0,0,0,0,0,1,9,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"length, moves across from leg to off, and he defends towards short mid-wicket","Mohammad Abbas to Karunaratne, no run",0/0,389666,Mohammad Abbas,0,2,0,0.2,0,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,0,2,0,0,366725,Oshada Fernando,0,0,0,0,2,False,0,0,0,0,0,1,9,0,False,,False,False,0.0,0,2,0,0,0,1,1,0,0
four,8,Sri Lanka,7,Pakistan,1st innings,4,"fuller, towards the pads, and he whips this through the mid-wicket region. Top timing","Mohammad Abbas to Karunaratne, FOUR runs",4/0,389666,Mohammad Abbas,0,3,0,0.3,4,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,4,3,1,0,366725,Oshada Fernando,0,0,0,0,3,False,0,0,0,0,0,1,9,0,False,,False,False,8.0,0,3,0,0,0,1,1,0,4
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"fuller, outside off, and he leaves","Mohammad Abbas to Karunaratne, no run",4/0,389666,Mohammad Abbas,0,4,0,0.4,4,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,4,4,1,0,366725,Oshada Fernando,0,0,0,0,4,False,0,0,0,0,0,1,9,0,False,,False,False,6.0,0,4,0,0,0,1,1,0,4
run,8,Sri Lanka,7,Pakistan,1st innings,2,"fuller, straighter, and he looks to whip this through the on-side. <strong>Splices it off the inside of the bat </strong>and it runs to the left of the man at long leg. Enough time to scurry back for the second","Mohammad Abbas to Karunaratne, 2 runs",6/0,389666,Mohammad Abbas,0,5,0,0.5,6,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,6,5,1,0,366725,Oshada Fernando,0,0,0,0,5,False,0,0,0,0,0,1,9,0,False,,False,False,7.2,0,5,0,0,0,1,1,0,6
run,8,Sri Lanka,7,Pakistan,1st innings,3,"length, straighter, and he flicks towards long leg. The man running in, Naseem, misfields and allows extra runs","Mohammad Abbas to Karunaratne, 3 runs",9/0,389666,Mohammad Abbas,0,6,0,1.0,9,False,False,0,0,0,False,0,227772,Dimuth Karunaratne,9,6,1,0,366725,Oshada Fernando,0,0,0,0,6,True,0,0,0,0,0,1,9,0,False,,False,False,9.0,0,6,0,0,0,1,1,0,9
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"length, a bit of bounce as it pitches outside off, and Karunaratne has to go on to the back foot to defend this","Shaheen Shah Afridi to Karunaratne, no run",9/0,1072470,Shaheen Afridi,0,1,0,0.1,0,389666,Mohammad Abbas,0,6,0,1.0,9,227772,Dimuth Karunaratne,9,7,1,0,366725,Oshada Fernando,0,0,0,0,1,False,0,0,0,0,0,2,5,0,False,,False,False,7.71,0,7,0,0,0,1,1,0,9
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"length, just outside off, and Karunaratne is hurried into a defensive stroke from the crease","Shaheen Shah Afridi to Karunaratne, no run",9/0,1072470,Shaheen Afridi,0,2,0,0.2,0,389666,Mohammad Abbas,0,6,0,1.0,9,227772,Dimuth Karunaratne,9,8,1,0,366725,Oshada Fernando,0,0,0,0,2,False,0,0,0,0,0,2,5,0,False,,False,False,6.75,0,8,0,0,0,1,1,0,9
four,8,Sri Lanka,7,Pakistan,1st innings,4,"fuller, but down the pads, and he can get enough bat to run it down to the unprotected fine leg region","Shaheen Shah Afridi to Karunaratne, FOUR runs",13/0,1072470,Shaheen Afridi,0,3,0,0.3,4,389666,Mohammad Abbas,0,6,0,1.0,9,227772,Dimuth Karunaratne,13,9,2,0,366725,Oshada Fernando,0,0,0,0,3,False,0,0,0,0,0,2,5,0,False,,False,False,8.66,0,9,0,0,0,1,1,0,13
no run,8,Sri Lanka,7,Pakistan,1st innings,0,"length, outside off, no hint of movement other than with the angle of the delivery, and he leaves","Shaheen Shah Afridi to Karunaratne, no run",13/0,1072470,Shaheen Afridi,0,4,0,0.4,4,389666,Mohammad Abbas,0,6,0,1.0,9,227772,Dimuth Karunaratne,13,10,2,0,366725,Oshada Fernando,0,0,0,0,4,False,0,0,0,0,0,2,5,0,False,,False,False,7.8,0,10,0,0,0,1,1,0,13
