PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
four,6,India,4,West Indies,1st innings,4,"drifts a short of length delivery down leg, Rohit hops back and whips this off his hip to the fine leg boundary.","Thomas to Sharma, FOUR runs",4/0,914567,Oshane Thomas,0,1,0,0.1,4,False,False,0,0,0,False,0,34102,Rohit Sharma,4,1,1,0,28235,Shikhar Dhawan,0,0,0,0,1,False,0,0,0,0,0,1,6,0,False,,False,False,24.0,0,1,0,0,0,1,1,0,4
no run,6,India,4,West Indies,1st innings,0,"gets a <b> leading edge </b> as he looks to turn it square, fortunately for Rohit this one lands safe. On the bounce to short midwicket","Thomas to Sharma, no run",4/0,914567,Oshane Thomas,0,2,0,0.2,4,False,False,0,0,0,False,0,34102,Rohit Sharma,4,2,1,0,28235,Shikhar Dhawan,0,0,0,0,2,False,0,0,0,0,0,1,6,0,False,,False,False,12.0,0,2,0,0,0,1,1,0,4
wide,6,India,4,West Indies,1st innings,1,"slips this length ball down leg, past the thigh pad. Wide called and rightly so. Wayward start.","Thomas to Sharma, 1 wide",5/0,914567,Oshane Thomas,0,2,0,0.2,5,False,False,0,0,0,False,0,34102,Rohit Sharma,4,2,1,0,28235,Shikhar Dhawan,0,0,0,0,3,False,0,0,1,0,0,1,6,0,False,,False,False,15.0,0,2,0,0,0,1,1,1,5
run,6,India,4,West Indies,1st innings,1,tucks this towards the man coming in from deep square,"Thomas to Sharma, 1 run",6/0,914567,Oshane Thomas,0,3,0,0.3,6,False,False,0,0,0,False,0,34102,Rohit Sharma,5,3,1,0,28235,Shikhar Dhawan,0,0,0,0,4,False,0,0,0,0,0,1,6,0,False,,False,False,12.0,0,3,0,0,0,1,1,0,6
no run,6,India,4,West Indies,1st innings,0,lifter that Dhawan negotiates well by getting on top of the bounce,"Thomas to Dhawan, no run",6/0,914567,Oshane Thomas,0,4,0,0.4,6,False,False,0,0,0,False,0,28235,Shikhar Dhawan,0,1,0,0,34102,Rohit Sharma,5,3,1,0,5,False,0,0,0,0,0,1,6,0,False,,False,False,9.0,0,4,0,0,0,1,1,0,6
no run,6,India,4,West Indies,1st innings,0,"<strong>beaten by a ripper!</strong> Banged in short, angling away, Dhawan looks to upper cut but is beaten for pace and cramped for room. <b> West Indies opt for a review. And they lose it. </b> No deviation, which means no spike. The review was Pooran's alone, even though the bowler wasn't convinced.","Thomas to Dhawan, no run",6/0,914567,Oshane Thomas,0,5,0,0.5,6,False,False,0,0,0,False,0,28235,Shikhar Dhawan,0,2,0,0,34102,Rohit Sharma,5,3,1,0,6,False,0,0,0,0,0,1,6,0,False,,False,False,7.2,0,5,0,0,0,1,1,0,6
no run,6,India,4,West Indies,1st innings,0,beaten on the drive by a length ball that nips off the seam. Lovely from Oshane,"Thomas to Dhawan, no run",6/0,914567,Oshane Thomas,0,6,0,1.0,6,False,False,0,0,0,False,0,28235,Shikhar Dhawan,0,3,0,0,34102,Rohit Sharma,5,3,1,0,7,True,0,0,0,0,0,1,6,0,False,,False,False,6.0,0,6,0,0,0,1,1,0,6
wide,6,India,4,West Indies,1st innings,1,"wayward as he slips a full delivery down leg, pitched outside leg and swung back in further to beat Rohit's tickle","Cottrell to Sharma, 1 wide",7/0,495551,Sheldon Cottrell,0,0,0,0.0,1,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,3,1,0,28235,Shikhar Dhawan,0,3,0,0,1,False,0,0,1,0,0,2,3,0,False,,False,False,7.0,0,6,0,0,0,1,1,1,7
no run,6,India,4,West Indies,1st innings,0,"gorgeous on-drive to a full ball that swings back into middle, hit straight to mid-on","Cottrell to Sharma, no run",7/0,495551,Sheldon Cottrell,0,1,0,0.1,1,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,4,1,0,28235,Shikhar Dhawan,0,3,0,0,2,False,0,0,0,0,0,2,3,0,False,,False,False,6.0,0,7,0,0,0,1,1,0,7
no run,6,India,4,West Indies,1st innings,0,"full and swinging back in, Rohit walks across looking to flick this behind square but is late on the stroke. Ball rolls off the pad to the keeper","Cottrell to Sharma, no run",7/0,495551,Sheldon Cottrell,0,2,0,0.2,1,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,5,1,0,28235,Shikhar Dhawan,0,3,0,0,3,False,0,0,0,0,0,2,3,0,False,,False,False,5.25,0,8,0,0,0,1,1,0,7
wide,6,India,4,West Indies,1st innings,1,"goes shorter this time but the line is again outside leg, wide.","Cottrell to Sharma, 1 wide",8/0,495551,Sheldon Cottrell,0,2,0,0.2,2,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,5,1,0,28235,Shikhar Dhawan,0,3,0,0,4,False,0,0,1,0,0,2,3,0,False,,False,False,6.0,0,8,0,0,0,1,1,1,8
no run,6,India,4,West Indies,1st innings,0,"much better, draws him forward by angling this across, Rohit gets well forward and covers the line to defend back","Cottrell to Sharma, no run",8/0,495551,Sheldon Cottrell,0,3,0,0.3,2,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,6,1,0,28235,Shikhar Dhawan,0,3,0,0,5,False,0,0,0,0,0,2,3,0,False,,False,False,5.33,0,9,0,0,0,1,1,0,8
no run,6,India,4,West Indies,1st innings,0,flicked straight to midwicket,"Cottrell to Sharma, no run",8/0,495551,Sheldon Cottrell,0,4,0,0.4,2,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,7,1,0,28235,Shikhar Dhawan,0,3,0,0,6,False,0,0,0,0,0,2,3,0,False,,False,False,4.8,0,10,0,0,0,1,1,0,8
wide,6,India,4,West Indies,1st innings,1,late inswing but from outside leg. He's struggling for rhythm,"Cottrell to Sharma, 1 wide",9/0,495551,Sheldon Cottrell,0,4,0,0.4,3,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,7,1,0,28235,Shikhar Dhawan,0,3,0,0,7,False,0,0,1,0,0,2,3,0,False,,False,False,5.4,0,10,0,0,0,1,1,1,9
no run,6,India,4,West Indies,1st innings,0,"driven firmly but straight to mid-off, no timing as Rohit immediately looks at the bat's bottom","Cottrell to Sharma, no run",9/0,495551,Sheldon Cottrell,0,5,0,0.5,3,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,8,1,0,28235,Shikhar Dhawan,0,3,0,0,8,False,0,0,0,0,0,2,3,0,False,,False,False,4.9,0,11,0,0,0,1,1,0,9
no run,6,India,4,West Indies,1st innings,0,cramped for room as the attempted dab past slip rolls to the keeper,"Cottrell to Sharma, no run",9/0,495551,Sheldon Cottrell,0,6,0,1.0,3,914567,Oshane Thomas,0,6,0,1.0,6,34102,Rohit Sharma,5,9,1,0,28235,Shikhar Dhawan,0,3,0,0,9,True,0,0,0,0,0,2,3,0,False,,False,False,4.5,0,12,0,0,0,1,1,0,9
run,6,India,4,West Indies,1st innings,1,"driven straight back past the bowler, mid-off and mid-on converge o stop that","Thomas to Dhawan, 1 run",10/0,914567,Oshane Thomas,0,7,0,1.1,7,495551,Sheldon Cottrell,0,6,0,1.0,3,28235,Shikhar Dhawan,1,4,0,0,34102,Rohit Sharma,5,9,1,0,1,False,0,0,0,0,0,3,12,0,False,,False,False,4.61,0,13,0,0,0,1,1,0,10
four,6,India,4,West Indies,1st innings,4,<strong>strong wrists and that nonchalant whip!</strong> Takes a step across and allows the length ball to slide in as he picks this over midwicket. Class,"Thomas to Sharma, FOUR runs",14/0,914567,Oshane Thomas,0,8,0,1.2,11,495551,Sheldon Cottrell,0,6,0,1.0,3,34102,Rohit Sharma,9,10,2,0,28235,Shikhar Dhawan,1,4,0,0,2,False,0,0,0,0,0,3,12,0,False,,False,False,6.0,0,14,0,0,0,1,1,0,14
run,6,India,4,West Indies,1st innings,1,"gentle dab into the off side as they scamper a single, even as point swoops in","Thomas to Sharma, 1 run",15/0,914567,Oshane Thomas,0,9,0,1.3,12,495551,Sheldon Cottrell,0,6,0,1.0,3,34102,Rohit Sharma,10,11,2,0,28235,Shikhar Dhawan,1,4,0,0,3,False,0,0,0,0,0,3,12,0,False,,False,False,6.0,0,15,0,0,0,1,1,0,15
run,6,India,4,West Indies,1st innings,1,cramped for room but he somehow manages to get besides the line to defend back and scamper a run. Mid-off couldn't have stopped that because he was a tad deep,"Thomas to Dhawan, 1 run",16/0,914567,Oshane Thomas,0,10,0,1.4,13,495551,Sheldon Cottrell,0,6,0,1.0,3,28235,Shikhar Dhawan,2,5,0,0,34102,Rohit Sharma,10,11,2,0,4,False,0,0,0,0,0,3,12,0,False,,False,False,6.0,0,16,0,0,0,1,1,0,16
