PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,0,"starts off with an away-swinger outside off, left alone. Encouraging bounce and carry to DK","Kumar to Vijay, no run",0/0,30732,Praveen Kumar,0,1,0,0.1,0,False,False,0,0,0,False,0,237095,Murali Vijay,0,1,0,0,325012,Marcus Stoinis,0,0,0,0,1,False,0,0,0,0,0,1,9,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
no run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,0,"Praveen brings this full ball back in, Vijay gets forward to drive. Ends up skewing an inside edge to midwicket","Kumar to Vijay, no run",0/0,30732,Praveen Kumar,0,2,0,0.2,0,False,False,0,0,0,False,0,237095,Murali Vijay,0,2,0,0,325012,Marcus Stoinis,0,0,0,0,2,False,0,0,0,0,0,1,9,0,False,,False,False,0.0,0,2,0,0,0,1,1,0,0
four,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,4,"ample width and Vijay frees his arms. Back of a length and outside off, Vijay stands tall and punches it in the gap at covers. He did well to get on top of the bounce","Kumar to Vijay, FOUR runs",4/0,30732,Praveen Kumar,0,3,0,0.3,4,False,False,0,0,0,False,0,237095,Murali Vijay,4,3,1,0,325012,Marcus Stoinis,0,0,0,0,3,False,0,0,0,0,0,1,9,0,False,,False,False,8.0,0,3,0,0,0,1,1,0,4
run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,2,"length and swings away outside off, Vijay reaches out with his hands and slices it past backward point","Kumar to Vijay, 2 runs",6/0,30732,Praveen Kumar,0,4,0,0.4,6,False,False,0,0,0,False,0,237095,Murali Vijay,6,4,1,0,325012,Marcus Stoinis,0,0,0,0,4,False,0,0,0,0,0,1,9,0,False,,False,False,9.0,0,4,0,0,0,1,1,0,6
run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,3,"hint of away swing outside off, the length is fuller, Vijay gets forward and pushes it to the left of short cover. Baz dives and takes some pace off the ball","Kumar to Vijay, 3 runs",9/0,30732,Praveen Kumar,0,5,0,0.5,9,False,False,0,0,0,False,0,237095,Murali Vijay,9,5,1,0,325012,Marcus Stoinis,0,0,0,0,5,False,0,0,0,0,0,1,9,0,False,,False,False,10.8,0,5,0,0,0,1,1,0,9
no run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,0,"straight in line, Stoinis hangs back and works it to midwicket","Kumar to Stoinis, no run",9/0,30732,Praveen Kumar,0,6,0,1.0,9,False,False,0,0,0,False,0,325012,Marcus Stoinis,0,1,0,0,237095,Murali Vijay,9,5,1,0,6,True,0,0,0,0,0,1,9,0,False,,False,False,9.0,0,6,0,0,0,1,1,0,9
run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,1,"full and angled in from over the wicket, Vijay aims the leg side and pokes an outside edge to third man","Kulkarni to Vijay, 1 run",10/0,277955,Dhawal Kulkarni,0,1,0,0.1,1,30732,Praveen Kumar,0,6,0,1.0,9,237095,Murali Vijay,10,6,1,0,325012,Marcus Stoinis,0,1,0,0,1,False,0,0,0,0,0,2,4,0,False,,False,False,8.57,0,7,0,0,0,1,1,0,10
no run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,0,length and leaves the right-hander outside off. Stoinis prods and misses. Beaten by movement and bounce,"Kulkarni to Stoinis, no run",10/0,277955,Dhawal Kulkarni,0,2,0,0.2,1,30732,Praveen Kumar,0,6,0,1.0,9,325012,Marcus Stoinis,0,2,0,0,237095,Murali Vijay,10,6,1,0,2,False,0,0,0,0,0,2,4,0,False,,False,False,7.5,0,8,0,0,0,1,1,0,10
run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,1,Stonis skips back and looks to pull a not-so short ball on off. He manages an inside edge onto the pad. The ball rolls behind square on the off side,"Kulkarni to Stoinis, 1 run",11/0,277955,Dhawal Kulkarni,0,3,0,0.3,2,30732,Praveen Kumar,0,6,0,1.0,9,325012,Marcus Stoinis,1,3,0,0,237095,Murali Vijay,10,6,1,0,3,False,0,0,0,0,0,2,4,0,False,,False,False,7.33,0,9,0,0,0,1,1,0,11
no run,335973,Kings XI Punjab,968725,Gujarat Lions,1st innings,0,"back of a length on off, dabbed defensively to cover","Kulkarni to Vijay, no run",11/0,277955,Dhawal Kulkarni,0,4,0,0.4,2,30732,Praveen Kumar,0,6,0,1.0,9,237095,Murali Vijay,10,7,1,0,325012,Marcus Stoinis,1,3,0,0,4,False,0,0,0,0,0,2,4,0,False,,False,False,6.6,0,10,0,0,0,1,1,0,11
