PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,0,"full on middle, he's squared up getting a leading edge to cover","Bartlett to Philippe, no run",0/0,1050545,Xavier Bartlett,0,1,0,0.1,0,False,False,0,0,0,False,0,1124282,Josh Philippe,0,1,0,0,1088610,Jack Edwards,0,0,0,0,1,False,0,0,0,0,0,1,13,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,1,clipped to deep forward square,"Bartlett to Philippe, 1 run",1/0,1050545,Xavier Bartlett,0,2,0,0.2,1,False,False,0,0,0,False,0,1124282,Josh Philippe,1,2,0,0,1088610,Jack Edwards,0,0,0,0,2,False,0,0,0,0,0,1,13,0,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,3,full outside off. pushed through cover,"Bartlett to Edwards, (no ball) 2 runs",4/0,1050545,Xavier Bartlett,0,2,0,0.2,4,False,False,0,0,0,False,0,1088610,Jack Edwards,2,1,0,0,1124282,Josh Philippe,1,2,0,0,3,False,0,1,0,0,0,1,13,0,False,,False,False,12.0,0,2,1,0,0,1,1,0,4
four,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,4,"full toss, <strong>hammered through cover-point</strong>","Bartlett to Edwards, FOUR runs",8/0,1050545,Xavier Bartlett,0,3,0,0.3,8,False,False,0,0,0,False,0,1088610,Jack Edwards,6,2,1,0,1124282,Josh Philippe,1,2,0,0,4,False,0,0,0,0,0,1,13,0,False,,False,False,16.0,0,3,0,0,0,1,1,0,8
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,1,worked to deep midwicket,"Bartlett to Edwards, 1 run",9/0,1050545,Xavier Bartlett,0,4,0,0.4,9,False,False,0,0,0,False,0,1088610,Jack Edwards,7,3,1,0,1124282,Josh Philippe,1,2,0,0,5,False,0,0,0,0,0,1,13,0,False,,False,False,13.5,0,4,0,0,0,1,1,0,9
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,2,miscue lofted over mid off,"Bartlett to Philippe, 2 runs",11/0,1050545,Xavier Bartlett,0,5,0,0.5,11,False,False,0,0,0,False,0,1124282,Josh Philippe,3,3,0,0,1088610,Jack Edwards,7,3,1,0,6,False,0,0,0,0,0,1,13,0,False,,False,False,13.2,0,5,0,0,0,1,1,0,11
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,2,sliced over cover,"Bartlett to Philippe, 2 runs",13/0,1050545,Xavier Bartlett,0,6,0,1.0,13,False,False,0,0,0,False,0,1124282,Josh Philippe,5,4,0,0,1088610,Jack Edwards,7,3,1,0,7,True,0,0,0,0,0,1,13,0,False,,False,False,13.0,0,6,0,0,0,1,1,0,13
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,1,worked to deep square leg,"Wildermuth to Edwards, 1 run",14/0,570854,Jack Wildermuth,0,1,0,0.1,1,1050545,Xavier Bartlett,0,6,0,1.0,13,1088610,Jack Edwards,8,4,1,0,1124282,Josh Philippe,5,4,0,0,1,False,0,0,0,0,0,2,2,0,False,,False,False,12.0,0,7,0,0,0,1,1,0,14
no run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,0,,"Wildermuth to Philippe, no run",14/0,570854,Jack Wildermuth,0,2,0,0.2,1,1050545,Xavier Bartlett,0,6,0,1.0,13,1124282,Josh Philippe,5,5,0,0,1088610,Jack Edwards,8,4,1,0,2,False,0,0,0,0,0,2,2,0,False,,False,False,10.5,0,8,0,0,0,1,1,0,14
no run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,0,"132kph, good length, he walks at him and drives to cover but Bryant makes a save","Wildermuth to Philippe, no run",14/0,570854,Jack Wildermuth,0,3,0,0.3,1,1050545,Xavier Bartlett,0,6,0,1.0,13,1124282,Josh Philippe,5,6,0,0,1088610,Jack Edwards,8,4,1,0,3,False,0,0,0,0,0,2,2,0,False,,False,False,9.33,0,9,0,0,0,1,1,0,14
no run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,0,"back of a length, nipping in, he tries to force but got a thick inside edge onto inside thigh","Wildermuth to Philippe, no run",14/0,570854,Jack Wildermuth,0,4,0,0.4,1,1050545,Xavier Bartlett,0,6,0,1.0,13,1124282,Josh Philippe,5,7,0,0,1088610,Jack Edwards,8,4,1,0,4,False,0,0,0,0,0,2,2,0,False,,False,False,8.4,0,10,0,0,0,1,1,0,14
run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,1,"shorter length on off, he's back and pulling to deep midwicket","Wildermuth to Philippe, 1 run",15/0,570854,Jack Wildermuth,0,5,0,0.5,2,1050545,Xavier Bartlett,0,6,0,1.0,13,1124282,Josh Philippe,6,8,0,0,1088610,Jack Edwards,8,4,1,0,5,False,0,0,0,0,0,2,2,0,False,,False,False,8.18,0,11,0,0,0,1,1,0,15
no run,509673,Sydney Sixers,509668,Brisbane Heat,1st innings,0,"beaten, good length, holding it's line and he plays the wrong line","Wildermuth to Edwards, no run",15/0,570854,Jack Wildermuth,0,6,0,1.0,2,1050545,Xavier Bartlett,0,6,0,1.0,13,1088610,Jack Edwards,8,5,1,0,1124282,Josh Philippe,6,8,0,0,6,True,0,0,0,0,0,2,2,0,False,,False,False,7.5,0,12,0,0,0,1,1,0,15
