PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no ball,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,1,"full just outside off, and Watson defends towards cover. Oh dear, he's overstepped. <b>Free hit coming up!</b>","Binny to Watson, 1 no ball",1/0,27223,Stuart Binny,0,0,0,0.0,1,False,False,0,0,0,False,0,8180,Shane Watson,0,1,0,0,33141,Ambati Rayudu,0,0,0,0,1,False,0,1,0,0,0,1,14,0,False,,False,False,False,0,0,1,0,0,1,1,0,1
four,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,4,"slower ball, half-tracker outside off, and all the time for Watson to thump it over Binny. Gets his front leg out of the way and flat-bats it to the long-on boundary","Binny to Watson, FOUR runs",5/0,27223,Stuart Binny,0,1,0,0.1,5,False,False,0,0,0,False,0,8180,Shane Watson,4,2,1,0,33141,Ambati Rayudu,0,0,0,0,2,False,0,0,0,0,0,1,14,0,False,,False,False,30.0,0,1,0,0,0,1,1,0,5
four,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,4,"back of a length outside off, and angling away from Watson. Enough room for him to free his arms, and it's been caressed past cover off the back foot. The diving effort from cover not good enough","Binny to Watson, FOUR runs",9/0,27223,Stuart Binny,0,2,0,0.2,9,False,False,0,0,0,False,0,8180,Shane Watson,8,3,2,0,33141,Ambati Rayudu,0,0,0,0,3,False,0,0,0,0,0,1,14,0,False,,False,False,27.0,0,2,0,0,0,1,1,0,9
no run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,0,good length just outside off. Watson shuffles onto his backfoot and defends,"Binny to Watson, no run",9/0,27223,Stuart Binny,0,3,0,0.3,9,False,False,0,0,0,False,0,8180,Shane Watson,8,4,2,0,33141,Ambati Rayudu,0,0,0,0,4,False,0,0,0,0,0,1,14,0,False,,False,False,18.0,0,3,0,0,0,1,1,0,9
no run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,0,"half-tracker outside off, but angling away once again. Watson's happy to tap it off the backfoot to point","Binny to Watson, no run",9/0,27223,Stuart Binny,0,4,0,0.4,9,False,False,0,0,0,False,0,8180,Shane Watson,8,5,2,0,33141,Ambati Rayudu,0,0,0,0,5,False,0,0,0,0,0,1,14,0,False,,False,False,13.5,0,4,0,0,0,1,1,0,9
run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,1,"<b>dropped at first slip!</b> Tripathi the guilty party. Good length on off, and just shaping away. Watson tried to drive to cover but he plays it with hard hands, and the ball takes a thick outside edge. Tripathi was quick to move to his right, but the ball just pops out","Binny to Watson, 1 run",10/0,27223,Stuart Binny,0,5,0,0.5,10,False,False,0,0,0,False,0,8180,Shane Watson,9,6,2,0,33141,Ambati Rayudu,0,0,0,0,6,False,0,0,0,0,0,1,14,0,False,,False,False,12.0,0,5,0,0,0,1,1,0,10
four,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,4,"<b>crunched over cover!</b> Overpitched outside off, and just a full followthrough of the bat from Rayudu. Played on the up, and comfortably lifted over the infield","Binny to Rayudu, FOUR runs",14/0,27223,Stuart Binny,0,6,0,1.0,14,False,False,0,0,0,False,0,33141,Ambati Rayudu,4,1,1,0,8180,Shane Watson,9,6,2,0,7,True,0,0,0,0,0,1,14,0,False,,False,False,14.0,0,6,0,0,0,1,1,0,14
run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,1,"full on off stump, and spinning into Watson. Flicked off his pads to deep midwicket to give Rayudu the strike","Gowtham to Watson, 1 run",15/0,424377,Krishnappa Gowtham,0,1,0,0.1,1,27223,Stuart Binny,0,6,0,1.0,14,8180,Shane Watson,10,7,2,0,33141,Ambati Rayudu,4,1,1,0,1,False,0,0,0,0,0,2,11,0,False,,False,False,12.85,0,7,0,0,0,1,1,0,15
run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,1,"half-tracker on off stump, but coming into Rayudu's body. Tapped off the back foot to long on for a walking single","Gowtham to Rayudu, 1 run",16/0,424377,Krishnappa Gowtham,0,2,0,0.2,2,27223,Stuart Binny,0,6,0,1.0,14,33141,Ambati Rayudu,5,2,1,0,8180,Shane Watson,10,7,2,0,2,False,0,0,0,0,0,2,11,0,False,,False,False,12.0,0,8,0,0,0,1,1,0,16
no run,335974,Chennai Super Kings,335977,Rajasthan Royals,1st innings,0,good length on of and middle. It's that half-way length that Watson chooses to respect. Defended off the front foot,"Gowtham to Watson, no run",16/0,424377,Krishnappa Gowtham,0,3,0,0.3,2,27223,Stuart Binny,0,6,0,1.0,14,8180,Shane Watson,10,8,2,0,33141,Ambati Rayudu,5,2,1,0,3,False,0,0,0,0,0,2,11,0,False,,False,False,10.66,0,9,0,0,0,1,1,0,16
