PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,moves forward and pushes to mid-off.,"Imad Wasim to Ronchi, no run",0/0,227758,Imad Wasim,0,1,0,0.1,0,False,False,0,0,0,False,0,7502,Luke Ronchi,0,1,0,0,False,False,0,0,0,0,1,False,0,0,0,0,0,1,2,0,False,,False,False,0.0,0,1,0,0,0,0,0,0,0
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,punches to the off side to extra cover.,"Imad Wasim to Ronchi, no run",0/0,227758,Imad Wasim,0,2,0,0.2,0,False,False,0,0,0,False,0,7502,Luke Ronchi,0,2,0,0,False,False,0,0,0,0,2,False,0,0,0,0,0,1,2,0,False,,False,False,0.0,0,2,0,0,0,0,0,0,0
run,953843,Islamabad United,953835,Karachi Kings,1st innings,1,chops it to the off side to extra cover.,"Imad Wasim to Ronchi, 1 run",1/0,227758,Imad Wasim,0,3,0,0.3,1,False,False,0,0,0,False,0,7502,Luke Ronchi,1,3,0,0,False,False,0,0,0,0,3,False,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,3,0,0,0,0,0,0,1
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,pushes square to point.,"Imad Wasim to Munro, no run",1/0,227758,Imad Wasim,0,4,0,0.4,1,False,False,0,0,0,False,0,232359,Colin Munro,0,1,0,0,7502,Luke Ronchi,1,3,0,0,4,False,0,0,0,0,0,1,2,0,False,,False,False,1.5,0,4,0,0,0,0,0,0,1
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,a leading edge to the off side.,"Imad Wasim to Munro, no run",1/0,227758,Imad Wasim,0,5,0,0.5,1,False,False,0,0,0,False,0,232359,Colin Munro,0,2,0,0,7502,Luke Ronchi,1,3,0,0,5,False,0,0,0,0,0,1,2,0,False,,False,False,1.2,0,5,0,0,0,0,0,0,1
run,953843,Islamabad United,953835,Karachi Kings,1st innings,1,tucks to mid-wicket for a quick single.,"Imad Wasim to Munro, 1 run",2/0,227758,Imad Wasim,0,6,0,1.0,2,False,False,0,0,0,False,0,232359,Colin Munro,1,3,0,0,7502,Luke Ronchi,1,3,0,0,6,True,0,0,0,0,0,1,2,0,False,,False,False,2.0,0,6,0,0,0,0,0,0,2
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,punches to the off side to mid-off.,"Mohammad Amir to Munro, no run",2/0,290948,Mohammad Amir,0,1,0,0.1,0,227758,Imad Wasim,0,6,0,1.0,2,232359,Colin Munro,1,4,0,0,7502,Luke Ronchi,1,3,0,0,1,False,0,0,0,0,0,2,6,1,False,,False,False,1.71,0,7,0,0,0,0,0,0,2
out,953843,Islamabad United,953835,Karachi Kings,1st innings,0,mishits in the air to mid-off and Jordan jogs across to his left to take the catch,"Mohammad Amir to Munro, OUT",2/1,290948,Mohammad Amir,0,2,1,0.2,0,227758,Imad Wasim,0,6,0,1.0,2,232359,Colin Munro,1,5,0,0,7502,Luke Ronchi,1,3,0,0,2,False,0,0,0,0,0,2,6,1,True,caught,False,C Munro c Jordan b Mohammad Amir 1 (5b 0x4 0x6) SR: 20.00,1.5,0,8,0,1,0,0,0,0,2
four,953843,Islamabad United,953835,Karachi Kings,1st innings,4,"full and wide outside the off stump, drives well behind point to the fence.","Mohammad Amir to Ronchi, FOUR runs",6/1,290948,Mohammad Amir,0,3,1,0.3,4,227758,Imad Wasim,0,6,0,1.0,2,7502,Luke Ronchi,5,4,1,0,False,False,0,0,0,0,3,False,0,0,0,0,0,2,6,1,False,,False,False,4.0,0,9,0,1,0,0,0,0,6
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,"well fielded at backward point, punched hard square of the wicket.","Mohammad Amir to Ronchi, no run",6/1,290948,Mohammad Amir,0,4,1,0.4,4,227758,Imad Wasim,0,6,0,1.0,2,7502,Luke Ronchi,5,5,1,0,False,False,0,0,0,0,4,False,0,0,0,0,0,2,6,1,False,,False,False,3.6,0,10,0,1,0,0,0,0,6
no run,953843,Islamabad United,953835,Karachi Kings,1st innings,0,"on a tight line, defended to cover.","Mohammad Amir to Ronchi, no run",6/1,290948,Mohammad Amir,0,5,1,0.5,4,227758,Imad Wasim,0,6,0,1.0,2,7502,Luke Ronchi,5,6,1,0,False,False,0,0,0,0,5,False,0,0,0,0,0,2,6,1,False,,False,False,3.27,0,11,0,1,0,0,0,0,6
