PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"skids on middle and leg, full, clipped out to deep midwicket off the front foot","Burns to Doolan, 1 run",1/0,326632,Joe Burns,0,1,0,0.1,1,False,False,0,0,0,False,0,233648,Alex Doolan,1,1,0,0,308798,D'Arcy Short,0,0,0,0,1,False,0,0,0,0,0,1,5,0,False,,False,False,6.0,0,1,0,0,0,1,1,0,1
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"speared at nearly 100ks, bunted down to long-on","Burns to Short, 1 run",2/0,326632,Joe Burns,0,2,0,0.2,2,False,False,0,0,0,False,0,308798,D'Arcy Short,1,1,0,0,233648,Alex Doolan,1,1,0,0,2,False,0,0,0,0,0,1,5,0,False,,False,False,6.0,0,2,0,0,0,1,1,0,2
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"non-turner outside off, 104ks, punched through the line to the covers","Burns to Doolan, 1 run",3/0,326632,Joe Burns,0,3,0,0.3,3,False,False,0,0,0,False,0,233648,Alex Doolan,2,2,0,0,308798,D'Arcy Short,1,1,0,0,3,False,0,0,0,0,0,1,5,0,False,,False,False,6.0,0,3,0,0,0,1,1,0,3
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,whipped off the pads to deep square leg,"Burns to Short, 1 run",4/0,326632,Joe Burns,0,4,0,0.4,4,False,False,0,0,0,False,0,308798,D'Arcy Short,2,2,0,0,233648,Alex Doolan,2,2,0,0,4,False,0,0,0,0,0,1,5,0,False,,False,False,6.0,0,4,0,0,0,1,1,0,4
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"short, wide, flayed straight to point. That should have been punished","Burns to Doolan, no run",4/0,326632,Joe Burns,0,5,0,0.5,4,False,False,0,0,0,False,0,233648,Alex Doolan,2,3,0,0,308798,D'Arcy Short,2,2,0,0,5,False,0,0,0,0,0,1,5,0,False,,False,False,4.8,0,5,0,0,0,1,1,0,4
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"full and straight, wristily driven to deep midwicket","Burns to Doolan, 1 run",5/0,326632,Joe Burns,0,6,0,1.0,5,False,False,0,0,0,False,0,233648,Alex Doolan,3,4,0,0,308798,D'Arcy Short,2,2,0,0,6,True,0,0,0,0,0,1,5,0,False,,False,False,5.0,0,6,0,0,0,1,1,0,5
no run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,0,"loops a full-toss on off, driven back past the left of Yasir","Yasir Shah to Doolan, no run",5/0,43685,Yasir Shah,0,1,0,0.1,0,326632,Joe Burns,0,6,0,1.0,5,233648,Alex Doolan,3,5,0,0,308798,D'Arcy Short,2,2,0,0,1,False,0,0,0,0,0,2,8,0,False,,False,False,4.28,0,7,0,0,0,1,1,0,5
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"wide of the crease, holds its line outside off, Doolan drives through the line but Baz tumbles to his left and stops the ball at cover","Yasir Shah to Doolan, 1 run",6/0,43685,Yasir Shah,0,2,0,0.2,1,326632,Joe Burns,0,6,0,1.0,5,233648,Alex Doolan,4,6,0,0,308798,D'Arcy Short,2,2,0,0,2,False,0,0,0,0,0,2,8,0,False,,False,False,4.5,0,8,0,0,0,1,1,0,6
run,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"flat skiddier on off stump, jabbed down to long-on","Yasir Shah to Short, 1 run",7/0,43685,Yasir Shah,0,3,0,0.3,2,326632,Joe Burns,0,6,0,1.0,5,308798,D'Arcy Short,3,3,0,0,233648,Alex Doolan,4,6,0,0,3,False,0,0,0,0,0,2,8,0,False,,False,False,4.66,0,9,0,0,0,1,1,0,7
wide,509669,Hobart Hurricanes,509668,Brisbane Heat,1st innings,1,"short and arrowed down the leg side, wide","Yasir Shah to Doolan, 1 wide",8/0,43685,Yasir Shah,0,3,0,0.3,3,326632,Joe Burns,0,6,0,1.0,5,233648,Alex Doolan,4,6,0,0,308798,D'Arcy Short,3,3,0,0,4,False,0,0,1,0,0,2,8,0,False,,False,False,5.33,0,9,0,0,0,1,1,1,8
