Ov,T,S,Sv
36.4,"Sello Malatji to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
36.5,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
36.6,"Sello Malatji to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
37.0,Over 37. 2 runs. Bowler: Sello Malatji. Eastern Cape Iinyathi: 101/4(rr 2.73),End of over,
37.1,"Thomas Hobson to Joshua van Heerden. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
37.2,"Thomas Hobson to Joshua van Heerden. Length ball, pushing, Played to short leg for 1 run.",One run,1
37.3,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to square leg for 2 runs.",Two runs,2
37.4,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to point for no runs.",Dot ball,0
37.5,"Thomas Hobson to Thomas Kaber. Length ball, cutting, missed for no runs, fielded by Masondo.",Dot ball,0
37.6,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to point for 1 run.",One run,1
38.0,Over 38. 4 runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 105/4(rr 2.76),End of over,
38.1,"Morne Venter to Thomas Kaber. Length ball, pushing, Played to point for no runs.",Dot ball,0
38.2,"Morne Venter to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
38.3,"Morne Venter to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
38.4,"Morne Venter to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
38.5,"Morne Venter to Thomas Kaber. Length ball, working, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
38.6,"Morne Venter to Thomas Kaber. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
39.0,Over 39. no runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 105/4(rr 2.69),End of over,
39.1,"Thomas Hobson to Joshua van Heerden. Length ball, pushing, Played to deep mid wicket for 2 runs.",Two runs,2
39.2,"Thomas Hobson to Joshua van Heerden. Length ball, pushing, Played to point for 1 run.",One run,1
39.3,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to third slip for no runs.",Dot ball,0
39.4,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
39.5,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
39.6,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
40.0,Over 40. 3 runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 108/4(rr 2.70),End of over,
40.1,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
40.2,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to deep backward point for 1 run.",One run,1
40.3,"Morne Venter to Thomas Kaber. Length ball, pushing, Played to deep backward point for 1 run.",One run,1
40.4,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
40.5,"Morne Venter to Joshua van Heerden. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
40.6,"FOUR! Morne Venter to Joshua van Heerden. Length ball, cutting, Hit Hard past third man for 4 runs.",Four runs,4
41.0,Over 41. 6 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 114/4(rr 2.78),End of over,
41.1,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
41.2,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
41.3,"Thomas Hobson to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
41.4,"Thomas Hobson to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
41.5,"Thomas Hobson to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
41.6,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
42.0,Over 42. no runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 114/4(rr 2.71),End of over,
42.1,"FOUR! Morne Venter to Joshua van Heerden. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
42.2,"FOUR! Morne Venter to Joshua van Heerden. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
42.3,"Morne Venter to Joshua van Heerden. Length ball, cutting, Played to point for no runs.",Dot ball,0
42.4,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
42.5,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to mid on for 2 runs.",Two runs,2
42.6,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to cover for no runs.",Dot ball,0
43.0,Over 43. 10 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 124/4(rr 2.88),End of over,
43.1,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
43.2,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
43.3,"Thomas Hobson to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
43.4,"Thomas Hobson to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
43.5,"Thomas Hobson to Thomas Kaber. Length ball, flick, hit pad to leg gully for 1 run.",Leg bye,lb
43.6,"Thomas Hobson to Joshua van Heerden. Length ball, Late Cut, Played to short third man for 1 run.",One run,1
44.0,Over 44. 2 runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 126/4(rr 2.86),End of over,
44.1,"FOUR! Morne Venter to Joshua van Heerden. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
44.2,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
44.3,"Morne Venter to Joshua van Heerden. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
44.4,"Morne Venter to Joshua van Heerden. Length ball, cutting, Played to cover for no runs.",Dot ball,0
44.5,"Morne Venter to Joshua van Heerden. Length ball, working, Played to fine leg for 1 run.",One run,1
44.6,"Morne Venter to Thomas Kaber. Yorker, pushing, Played back to bowler for no runs.",Dot ball,0
45.0,Over 45. 5 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 131/4(rr 2.91),End of over,
45.1,"Thomas Hobson to Joshua van Heerden. Length ball, driving, Played to backward point for 1 run.",One run,1
45.2,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
45.3,"Thomas Hobson to Thomas Kaber. Length ball, defending, Played to short leg for no runs.",Dot ball,0
45.4,"Thomas Hobson to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
45.5,"Thomas Hobson to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
45.6,"Thomas Hobson to Thomas Kaber. Half volley, driving, mis-timed to cover for no runs.",Dot ball,0
46.0,Over 46. 1 run. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 132/4(rr 2.87),End of over,
46.1,"Sithembile Langa to Joshua van Heerden. Length ball, cutting, Played to deep point for 1 run.",One run,1
46.2,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
46.3,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
46.4,"Sithembile Langa to Thomas Kaber. Length ball, pulling, missed for no runs, fielded by Masondo.",Dot ball,0
46.5,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
46.6,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
47.0,Over 47. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 133/4(rr 2.83),End of over,
47.1,"FOUR! Thomas Hobson to Joshua van Heerden. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
47.2,"Thomas Hobson to Joshua van Heerden. Length ball, pushing, Played to deep square leg for 2 runs.",Two runs,2
47.3,"Thomas Hobson to Joshua van Heerden. Length ball, driving, Played to silly mid on for no runs.",Dot ball,0
47.4,"Thomas Hobson to Joshua van Heerden. Length ball, cutting, Played to point for 2 runs.",Two runs,2
47.5,"Thomas Hobson to Joshua van Heerden. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
47.6,"Thomas Hobson to Joshua van Heerden. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
48.0,Over 48. 8 runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 141/4(rr 2.94),End of over,
48.1,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
48.2,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to gully for no runs.",Dot ball,0
48.3,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
48.4,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short third man for 1 run.",One run,1
48.5,"Sithembile Langa to Joshua van Heerden. Length ball, defending, missed for no runs, fielded by Masondo.",Dot ball,0
48.6,"Sithembile Langa to Joshua van Heerden. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
49.0,Over 49. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 142/4(rr 2.90),End of over,
49.1,"FOUR! Zakhele Qwabe to Thomas Kaber. Short, pulling, Hit Hard past deep square leg for 4 runs.",Four runs,4
49.2,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
49.3,"Zakhele Qwabe to Thomas Kaber. Length ball, working, Played to fine leg for 1 run.",One run,1
49.4,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
49.5,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to cover for no runs.",Dot ball,0
49.6,"FOUR! Zakhele Qwabe to Joshua van Heerden. Length ball, working, Hit Hard past fine leg for 4 runs.",Four runs,4
50.0,Over 50. 9 runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 151/4(rr 3.02),End of over,
50.1,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
50.2,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
50.3,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
50.4,"Sithembile Langa to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
50.5,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
50.6,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to third slip for no runs.",Dot ball,0
51.0,Over 51. no runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 151/4(rr 2.96),End of over,
51.1,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
51.2,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Edged to third slip for no runs.",Dot ball,0
51.3,"OUT! Caught. Zakhele Qwabe to Joshua van Heerden. Back of a length, pulling, Played to short mid wicket, caught by Peters.",Wicket,W
51.4,"Zakhele Qwabe to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
51.5,"Zakhele Qwabe to Mncedisi Malika. Length ball, pushing, Played to fine leg for 1 run.",One run,1
51.6,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
52.0,Over 52. 1 run. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 152/5(rr 2.92),End of over,
52.1,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
52.2,"Sithembile Langa to Mncedisi Malika. Length ball, defending, missed for no runs, fielded by Masondo.",Dot ball,0
52.3,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
52.4,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
52.5,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
52.6,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
53.0,Over 53. no runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 152/5(rr 2.87),End of over,
53.1,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
53.2,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
53.3,"Zakhele Qwabe to Thomas Kaber. Length ball, working, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
53.4,"Zakhele Qwabe to Thomas Kaber. Length ball, cutting, Played to point for 1 run.",One run,1
53.5,"Zakhele Qwabe to Mncedisi Malika. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
53.6,"Zakhele Qwabe to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
54.0,Over 54. 1 run. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 153/5(rr 2.83),End of over,
54.1,"Sithembile Langa to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
54.2,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
54.3,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
54.4,"Sithembile Langa to Thomas Kaber. Length ball, cutting, Played to point for 1 run.",One run,1
54.5,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
54.6,"Sithembile Langa to Mncedisi Malika. Length ball, working, Played to short fine leg for 1 run.",One run,1
55.0,Over 55. 2 runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 155/5(rr 2.82),End of over,
55.1,"Zakhele Qwabe to Mncedisi Malika. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
55.2,"Zakhele Qwabe to Mncedisi Malika. Length ball, pushing, Played to backward point for 1 run.",One run,1
55.3,"Zakhele Qwabe to Thomas Kaber. Length ball, working, hit pad for no runs, fielded by Masondo.",Dot ball,0
55.4,"Zakhele Qwabe to Thomas Kaber. Length ball, cutting, Played to deep backward point for 1 run.",One run,1
55.5,"Zakhele Qwabe to Mncedisi Malika. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
55.6,"Zakhele Qwabe to Mncedisi Malika. Half volley, driving, missed for no runs, fielded by Masondo.",Dot ball,0
56.0,Over 56. 2 runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 157/5(rr 2.80),End of over,
56.1,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
56.2,"Sithembile Langa to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
56.3,"Sithembile Langa to Thomas Kaber. Length ball, working, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
56.4,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
56.5,"Sithembile Langa to Thomas Kaber. Length ball, defending, Played to short leg for no runs.",Dot ball,0
56.6,"Sithembile Langa to Thomas Kaber. Length ball, pulling, Edged to third slip for no runs.",Dot ball,0
57.0,Over 57. no runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 157/5(rr 2.75),End of over,
57.1,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
57.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
57.3,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
57.4,"Ruan Haasbroek to Mncedisi Malika. Length ball, working, Played to short fine leg for 2 runs.",Bye,b
57.5,"Ruan Haasbroek to Mncedisi Malika. Length ball, sweeping, Played to short leg for no runs.",Dot ball,0
57.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
58.0,Over 58. 2 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 159/5(rr 2.74),End of over,
58.1,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
58.2,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
58.3,"FOUR! Sello Malatji to Thomas Kaber. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
58.4,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
58.5,"Sello Malatji to Thomas Kaber. Length ball, driving, Played to deep square leg for 1 run.",One run,1
58.6,"Sello Malatji to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
59.0,Over 59. 5 runs. Bowler: Sello Malatji. Eastern Cape Iinyathi: 164/5(rr 2.78),End of over,
59.1,"Ruan Haasbroek to Thomas Kaber. Length ball, pushing, Played to fourth slip for 1 run.",One run,1
59.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, sweeping, missed for no runs, fielded by Masondo.",Dot ball,0
59.3,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
59.4,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
59.5,"Ruan Haasbroek to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
59.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, cutting, Played to deep point for 1 run.",One run,1
60.0,Over 60. 2 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 166/5(rr 2.77),End of over,
60.1,"Sello Malatji to Mncedisi Malika. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
60.2,"Sello Malatji to Mncedisi Malika. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
60.3,"Sello Malatji to Mncedisi Malika. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
60.4,"Sello Malatji to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
60.5,"Sello Malatji to Mncedisi Malika. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
60.6,"Sello Malatji to Mncedisi Malika. Length ball, pushing, Edged to backward point for 1 run.",One run,1
61.0,Over 61. 1 run. Bowler: Sello Malatji. Eastern Cape Iinyathi: 167/5(rr 2.74),End of over,
61.1,"Ruan Haasbroek to Mncedisi Malika. Length ball, sweeping, Played to backward square leg for 1 run.",One run,1
61.2,"Ruan Haasbroek to Thomas Kaber. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
61.3,"Ruan Haasbroek to Thomas Kaber. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
61.4,"Ruan Haasbroek to Thomas Kaber. Back of a length, pulling, Edged to fine leg for 2 runs.",Two runs,2
61.5,"Ruan Haasbroek to Thomas Kaber. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
61.6,"Ruan Haasbroek to Thomas Kaber. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
62.0,Over 62. 3 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 170/5(rr 2.74),End of over,
62.1,"Sello Malatji to Mncedisi Malika. Length ball, driving, Played to point for no runs.",Dot ball,0
62.2,"Sello Malatji to Mncedisi Malika. Length ball, pushing, Played to mid wicket for 2 runs.",Two runs,2
62.3,"Sello Malatji to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
62.4,"FOUR! Sello Malatji to Mncedisi Malika. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
62.5,"Sello Malatji to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
62.6,"Sello Malatji to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
63.0,Over 63. 6 runs. Bowler: Sello Malatji. Eastern Cape Iinyathi: 176/5(rr 2.79),End of over,
63.1,"OUT! Bowled. Ruan Haasbroek to Thomas Kaber. Length ball, sweeping, missed.",Wicket,W
63.2,"Ruan Haasbroek to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
63.3,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
63.4,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to fourth slip for 1 run.",One run,1
63.5,"Ruan Haasbroek to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
63.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
64.0,Over 64. 1 run. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 177/6(rr 2.77),End of over,
64.1,"Morne Venter to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
64.2,"Morne Venter to Jade de Klerk. Length ball, pushing, Played to cover for no runs.",Dot ball,0
64.3,"Morne Venter to Jade de Klerk. Length ball, defending, Played to short leg for no runs.",Dot ball,0
64.4,"Morne Venter to Jade de Klerk. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
64.5,"Morne Venter to Jade de Klerk. Length ball, driving, Played to extra cover for 2 runs.",Two runs,2
64.6,"Morne Venter to Jade de Klerk. Length ball, pushing, Played to point for no runs.",Dot ball,0
65.0,Over 65. 2 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 179/6(rr 2.75),End of over,
65.1,"Ruan Haasbroek to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
65.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played to mid off for 1 run.",One run,1
65.3,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
65.4,"Ruan Haasbroek to Jade de Klerk. Length ball, defending, Played to silly point for no runs.",Dot ball,0
65.5,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to point for no runs.",Dot ball,0
65.6,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
66.0,Over 66. 1 run. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 180/6(rr 2.73),End of over,
66.1,"Morne Venter to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
66.2,"Morne Venter to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
66.3,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
66.4,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played to third man for 1 run.",One run,1
66.5,"Morne Venter to Jade de Klerk. Length ball, pushing, Played to cover for 1 run.",One run,1
66.6,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
67.0,Over 67. 2 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 182/6(rr 2.72),End of over,
67.1,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
67.2,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
67.3,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
67.4,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
67.5,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
67.6,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
68.0,Over 68. no runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 182/6(rr 2.68),End of over,
68.1,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
68.2,"Morne Venter to Mncedisi Malika. Length ball, driving, missed for no runs, fielded by Masondo.",Dot ball,0
68.3,"Morne Venter to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
68.4,"Morne Venter to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
68.5,"Morne Venter to Mncedisi Malika. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
68.6,"Morne Venter to Mncedisi Malika. Length ball, driving, Edged to third man for 1 run.",One run,1
69.0,Over 69. 1 run. Bowler: Morne Venter. Eastern Cape Iinyathi: 183/6(rr 2.65),End of over,
69.1,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
69.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
69.3,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
69.4,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
69.5,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
69.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, Leave, to second slip for 1 run.",Bye,b
70.0,Over 70. 1 run. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 184/6(rr 2.63),End of over,
70.1,"FOUR! Morne Venter to Mncedisi Malika. Back of a length, pulling, Hit Hard past deep square leg for 4 runs.",Four runs,4
70.2,"Morne Venter to Mncedisi Malika. Length ball, driving, Played to cover for no runs.",Dot ball,0
70.3,"Morne Venter to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
70.4,"Morne Venter to Mncedisi Malika. Length ball, defending, missed for no runs, fielded by Masondo.",Dot ball,0
70.5,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
70.6,"Morne Venter to Mncedisi Malika. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
71.0,Over 71. 4 runs. Bowler: Morne Venter. Eastern Cape Iinyathi: 188/6(rr 2.65),End of over,
71.1,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
71.2,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
71.3,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
71.4,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
71.5,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to fine leg for 2 runs.",Two runs,2
71.6,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to cover for no runs.",Dot ball,0
72.0,Over 72. 2 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 190/6(rr 2.64),End of over,
72.1,"Thomas Hobson to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
72.2,"Thomas Hobson to Mncedisi Malika. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
72.3,"FOUR! Thomas Hobson to Mncedisi Malika. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
72.4,"Thomas Hobson to Mncedisi Malika. Length ball, pushing, Played to point for no runs.",Dot ball,0
72.5,"Thomas Hobson to Mncedisi Malika. Length ball, driving, Played to mid on for 2 runs.",Two runs,2
