Ov,T,S,Sv
28.0,Over 28. 3 runs. Bowler: Sean Whitehead. Northern Cape Heat: 64/3(rr 2.29),End of over,
28.1,"Marcello Piedt to Grant Thomson. Length ball, defending, Played to silly mid on for 2 runs.",Two runs,2
28.2,"Marcello Piedt to Grant Thomson. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
28.3,"Marcello Piedt to Grant Thomson. Length ball, driving, Played to square leg for 2 runs.",Two runs,2
28.4,"Marcello Piedt to Grant Thomson. Length ball, driving, Played to extra cover for 2 runs.",Two runs,2
28.5,"Marcello Piedt to Grant Thomson. Length ball, Late Cut, Played to deep point for 2 runs.",Two runs,2
28.6,"Marcello Piedt to Grant Thomson. Length ball, driving, mis-timed to short leg for no runs.",Dot ball,0
29.0,Over 29. 8 runs. Bowler: Marcello Piedt. Northern Cape Heat: 72/3(rr 2.48),End of over,
29.1,"Sean Whitehead to Rivaldo Moonsamy. Length ball, Late Cut, Played to silly point for no runs.",Dot ball,0
29.2,"Sean Whitehead to Rivaldo Moonsamy. Length ball, pushing, Played to mid off for 1 run.",One run,1
29.3,"Sean Whitehead to Grant Thomson. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
29.4,"Sean Whitehead to Grant Thomson. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
29.5,"Sean Whitehead to Grant Thomson. Length ball, working, Played to mid wicket for 1 run.",One run,1
29.6,"Sean Whitehead to Rivaldo Moonsamy. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
30.0,Over 30. 2 runs. Bowler: Sean Whitehead. Northern Cape Heat: 74/3(rr 2.47),End of over,
30.1,"Onke Nyaku to Grant Thomson. Length ball, cutting, Played to point for no runs.",Dot ball,0
30.2,"Onke Nyaku to Grant Thomson. Length ball, defending, Played to cover for no runs.",Dot ball,0
30.3,"Onke Nyaku to Grant Thomson. Length ball, defending, Played to cover for no runs.",Dot ball,0
30.4,"Onke Nyaku to Grant Thomson. Back of a length, defending, Played to cover for no runs.",Dot ball,0
30.5,"Onke Nyaku to Grant Thomson. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
30.6,"Onke Nyaku to Grant Thomson. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
31.0,Over 31. no runs. Bowler: Onke Nyaku. Northern Cape Heat: 74/3(rr 2.39),End of over,
31.1,"Sean Whitehead to Rivaldo Moonsamy. Length ball, Late Cut, Played to silly point for no runs.",Dot ball,0
31.2,"Sean Whitehead to Rivaldo Moonsamy. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
31.3,"Sean Whitehead to Rivaldo Moonsamy. Length ball, defending, Played to silly point for no runs.",Dot ball,0
31.4,"Sean Whitehead to Rivaldo Moonsamy. Length ball, Late Cut, Played to cover for no runs.",Dot ball,0
31.5,"Sean Whitehead to Rivaldo Moonsamy. Length ball, defending, Played to point for no runs.",Dot ball,0
31.6,"OUT! L.B.W. Sean Whitehead to Rivaldo Moonsamy. Length ball, sweeping, hit pad to short leg.",Wicket,W
32.0,Over 32. no runs. Bowler: Sean Whitehead. Northern Cape Heat: 74/4(rr 2.31),End of over,
32.1,"Onke Nyaku to Grant Thomson. Length ball, pulling, mis-timed to short leg for no runs.",Dot ball,0
32.2,"Onke Nyaku to Grant Thomson. Length ball, defending, Played to cover for no runs.",Dot ball,0
32.3,"Onke Nyaku to Grant Thomson. Length ball, Leave, for no runs, fielded by van Briesies.",Dot ball,0
32.4,"Onke Nyaku to Grant Thomson. Length ball, Leave, for no runs, fielded by van Briesies.",Dot ball,0
32.5,"Onke Nyaku to Grant Thomson. Length ball, driving, Played to point for 1 run.",One run,1
32.6,"Onke Nyaku to Kelly Smuts. Length ball, defending, missed for no runs, fielded by van Briesies.",Dot ball,0
33.0,Over 33. 1 run. Bowler: Onke Nyaku. Northern Cape Heat: 75/4(rr 2.27),End of over,
33.1,"Sean Whitehead to Grant Thomson. Length ball, defending, Played to short leg for no runs.",Dot ball,0
33.2,"Sean Whitehead to Grant Thomson. Length ball, defending, Played to silly point for no runs.",Dot ball,0
33.3,"Sean Whitehead to Grant Thomson. Length ball, defending, Played to third slip for no runs.",Dot ball,0
33.4,"Sean Whitehead to Grant Thomson. Length ball, flick, Played to leg gully for 1 run.",One run,1
33.5,"Sean Whitehead to Kelly Smuts. Length ball, defending, Played to short leg for no runs.",Dot ball,0
33.6,"Sean Whitehead to Kelly Smuts. Length ball, defending, Played to point for no runs.",Dot ball,0
34.0,Over 34. 1 run. Bowler: Sean Whitehead. Northern Cape Heat: 76/4(rr 2.24),End of over,
34.1,"Onke Nyaku to Grant Thomson. Length ball, Leave, for no runs, fielded by van Briesies.",Dot ball,0
34.2,"Onke Nyaku to Grant Thomson. Length ball, driving, Played to short mid wicket for no runs.",Dot ball,0
34.3,"Onke Nyaku to Grant Thomson. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
34.4,"Onke Nyaku to Grant Thomson. Length ball, driving, Played in the air uncontrolled to mid on for 2 runs.",Two runs,2
34.5,"Onke Nyaku to Grant Thomson. Length ball, Leave, for no runs, fielded by van Briesies.",Dot ball,0
34.6,"Onke Nyaku to Grant Thomson. Length ball, Leave, for no runs, fielded by van Briesies.",Dot ball,0
35.0,Over 35. 2 runs. Bowler: Onke Nyaku. Northern Cape Heat: 78/4(rr 2.23),End of over,
35.1,"Sean Whitehead to Kelly Smuts. Length ball, driving, hit pad to short leg for no runs.",Dot ball,0
35.2,"Sean Whitehead to Kelly Smuts. Length ball, sweeping, hit pad to short leg for no runs.",Dot ball,0
35.3,"Sean Whitehead to Kelly Smuts. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
35.4,"Sean Whitehead to Kelly Smuts. Length ball, driving, Played in the air uncontrolled to mid off for 2 runs.",Two runs,2
35.5,"Sean Whitehead to Kelly Smuts. Length ball, defending, Played to short leg for no runs.",Dot ball,0
35.6,"Sean Whitehead to Kelly Smuts. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
36.0,Over 36. 2 runs. Bowler: Sean Whitehead. Northern Cape Heat: 80/4(rr 2.22),End of over,
36.1,"Onke Nyaku to Grant Thomson. Length ball, driving, Played to cover for no runs.",Dot ball,0
36.2,"Onke Nyaku to Grant Thomson. Length ball, driving, Played to cover for 1 run.",One run,1
36.3,"Onke Nyaku to Kelly Smuts. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
36.4,"Onke Nyaku to Kelly Smuts. Length ball, flick, mis-timed to leg gully for no runs.",Dot ball,0
36.5,"Onke Nyaku to Kelly Smuts. Length ball, defending, Played to short leg for no runs.",Dot ball,0
36.6,"Onke Nyaku to Kelly Smuts. Yorker, pushing, Played to silly point for no runs.",Dot ball,0
