Ov,T,S,Sv
19.6,"FOUR! Mekyle Pillay to Yassar Cook. Back of a length, cutting, Hit Hard past deep cover for 4 runs.",Four runs,4
20.0,Over 20. 8 runs. Bowler: Mekyle Pillay. Mpumalanga Rhinos: 56/2(rr 2.80),End of over,
20.1,"FOUR! Nico van Zyl to Muhammed Mayet. Back of a length, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
20.2,"Nico van Zyl to Muhammed Mayet. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
20.3,"Nico van Zyl to Muhammed Mayet. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
20.4,"Nico van Zyl to Muhammed Mayet. Length ball, flick, Played to short fine leg for 1 run.",One run,1
20.5,"Nico van Zyl to Yassar Cook. Length ball, defending, missed for no runs, fielded by Mosehle.",Dot ball,0
20.6,"APPEAL! Nico van Zyl to Yassar Cook. Length ball, defending, missed for no runs, fielded by Mosehle, appeal made for Caught.",Dot ball,0
21.0,Over 21. 5 runs. Bowler: Nico van Zyl. Mpumalanga Rhinos: 61/2(rr 2.90),End of over,
21.1,"Mekyle Pillay to Muhammed Mayet. Half volley, defending, Played to silly point for no runs.",Dot ball,0
21.2,"Mekyle Pillay to Muhammed Mayet. Half volley, driving, Played to point for no runs.",Dot ball,0
21.3,"Mekyle Pillay to Muhammed Mayet. Length ball, driving, Played to mid off for no runs.",Dot ball,0
21.4,"Mekyle Pillay to Muhammed Mayet. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
21.5,"Mekyle Pillay to Muhammed Mayet. Half volley, defending, Played to short extra cover for no runs.",Dot ball,0
21.6,"Mekyle Pillay to Muhammed Mayet. Length ball, defending, Played to point for no runs.",Dot ball,0
22.0,Over 22. no runs. Bowler: Mekyle Pillay. Mpumalanga Rhinos: 61/2(rr 2.77),End of over,
22.1,"Nico van Zyl to Yassar Cook. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
22.2,"Nico van Zyl to Yassar Cook. Length ball, defending, missed for no runs, fielded by Mosehle.",Dot ball,0
22.3,"Nico van Zyl to Yassar Cook. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
22.4,"Nico van Zyl to Yassar Cook. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
22.5,"Nico van Zyl to Yassar Cook. Length ball, cutting, Edged to gully for no runs.",Dot ball,0
22.6,"Nico van Zyl to Yassar Cook. Length ball, cutting, Played to backward point for no runs.",Dot ball,0
23.0,Over 23. no runs. Bowler: Nico van Zyl. Mpumalanga Rhinos: 61/2(rr 2.65),End of over,
23.1,"Neo Felane to Muhammed Mayet. Length ball, flick, missed past fine leg for 4 runs.",Bye,b
23.2,"Neo Felane to Muhammed Mayet. Half volley, dropped, Played to point for 1 run.",One run,1
23.3,"FOUR! Neo Felane to Yassar Cook. Half volley, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
23.4,"FOUR! Neo Felane to Yassar Cook. Length ball, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
23.5,"Neo Felane to Yassar Cook. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
23.6,"Neo Felane to Yassar Cook. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
24.0,Over 24. 13 runs. Bowler: Neo Felane. Mpumalanga Rhinos: 74/2(rr 3.08),End of over,
24.1,"Nico van Zyl to Muhammed Mayet. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
24.2,"FOUR! Nico van Zyl to Muhammed Mayet. Length ball, cutting, Hit Hard past deep cover for 4 runs.",Four runs,4
24.3,"Nico van Zyl to Muhammed Mayet. Short, Leave, for no runs, fielded by Mosehle.",Dot ball,0
24.4,"Nico van Zyl to Muhammed Mayet. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
24.5,"Nico van Zyl to Muhammed Mayet. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
24.6,"OUT! Caught. Nico van Zyl to Muhammed Mayet. Length ball, defending, Edged to third slip, caught by Sekhukhune.",Wicket,W
25.0,Over 25. 4 runs. Bowler: Nico van Zyl. Mpumalanga Rhinos: 78/3(rr 3.12),End of over,
25.1,"Amaan Khan to Yassar Cook. Length ball, Fended, Played to short leg for no runs.",Dot ball,0
25.2,"Amaan Khan to Yassar Cook. Half volley, flick, Played to fine leg for 2 runs.",Two runs,2
25.3,"Amaan Khan to Yassar Cook. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
25.4,"Amaan Khan to Yassar Cook. Short, flick, Played to short leg for no runs.",Dot ball,0
25.5,"OUT! Bowled. Amaan Khan to Yassar Cook. Length ball, defending, missed.",Wicket,W
25.6,"Amaan Khan to Rubin Hermann. Length ball, defending, missed for no runs, fielded by Mosehle.",Dot ball,0
26.0,Over 26. 2 runs. Bowler: Amaan Khan. Mpumalanga Rhinos: 80/4(rr 3.08),End of over,
26.1,"Nico van Zyl to Jurie Snyman. Short, Leave, for no runs, fielded by Mosehle.",Dot ball,0
26.2,"Nico van Zyl to Jurie Snyman. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
26.3,"Nico van Zyl to Jurie Snyman. Length ball, flick, Played to leg gully for no runs.",Dot ball,0
26.4,"Nico van Zyl to Jurie Snyman. Length ball, defending, mis-timed to point for no runs.",Dot ball,0
26.5,"FOUR! Nico van Zyl to Jurie Snyman. Half volley, driving, Hit Hard past long on for 4 runs.",Four runs,4
26.6,"Nico van Zyl to Jurie Snyman. Short, Leave, for no runs, fielded by Mosehle.",Dot ball,0
27.0,Over 27. 4 runs. Bowler: Nico van Zyl. Mpumalanga Rhinos: 84/4(rr 3.11),End of over,
27.1,"Amaan Khan to Rubin Hermann. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
27.2,"Amaan Khan to Rubin Hermann. Length ball, dropped, mis-timed to fourth slip for no runs.",Dot ball,0
27.3,"Amaan Khan to Rubin Hermann. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
27.4,"Amaan Khan to Rubin Hermann. Half volley, driving, Played to deep cover for 2 runs.",Two runs,2
27.5,"Amaan Khan to Rubin Hermann. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
27.6,"Amaan Khan to Rubin Hermann. Length ball, shoulders arms, for no runs, fielded by Mosehle.",Dot ball,0
28.0,Over 28. 2 runs. Bowler: Amaan Khan. Mpumalanga Rhinos: 86/4(rr 3.07),End of over,
28.1,"Nico van Zyl to Jurie Snyman. Length ball, defending, Played to point for no runs.",Dot ball,0
28.2,"Nico van Zyl to Jurie Snyman. Length ball, defending, Played to silly point for no runs.",Dot ball,0
28.3,"Nico van Zyl to Jurie Snyman. Half volley, driving, Played to mid on for no runs.",Dot ball,0
28.4,"Nico van Zyl to Jurie Snyman. Length ball, pushing, Played to short extra cover for 1 run.",One run,1
28.5,"Nico van Zyl to Rubin Hermann. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
28.6,"Nico van Zyl to Rubin Hermann. Length ball, shoulders arms, for no runs, fielded by Mosehle.",Dot ball,0
29.0,Over 29. 1 run. Bowler: Nico van Zyl. Mpumalanga Rhinos: 87/4(rr 3.00),End of over,
29.1,"Amaan Khan to Jurie Snyman. Length ball, shoulders arms, for no runs, fielded by Mosehle.",Dot ball,0
29.2,"Amaan Khan to Jurie Snyman. Half volley, glancing, missed for no runs, fielded by Mosehle.",Dot ball,0
29.3,"Amaan Khan to Jurie Snyman. Length ball, defending, Played to point for no runs.",Dot ball,0
29.4,"Amaan Khan to Jurie Snyman. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
29.5,"Amaan Khan to Jurie Snyman. Half volley, driving, missed for no runs, fielded by Mosehle.",Dot ball,0
29.6,"Amaan Khan to Jurie Snyman. Half volley, defending, Played to point for no runs.",Dot ball,0
30.0,Over 30. no runs. Bowler: Amaan Khan. Mpumalanga Rhinos: 87/4(rr 2.90),End of over,
30.1,"Divan Posthumus to Rubin Hermann. Back of a length, pulling, Played to deep mid wicket for 2 runs.",Two runs,2
30.2,"Divan Posthumus to Rubin Hermann. Length ball, glancing, Played to fine leg for 2 runs.",Two runs,2
30.3,"Divan Posthumus to Rubin Hermann. Length ball, working, Played to square leg for 1 run.",One run,1
30.4,"Divan Posthumus to Jurie Snyman. Length ball, driving, Played to short leg for no runs.",Dot ball,0
30.5,"Divan Posthumus to Jurie Snyman. Yorker, driving, Played to long off for 2 runs.",Two runs,2
30.6,"FOUR! Divan Posthumus to Jurie Snyman. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
31.0,Over 31. 11 runs. Bowler: Divan Posthumus. Mpumalanga Rhinos: 98/4(rr 3.16),End of over,
31.1,"Amaan Khan to Rubin Hermann. Half volley, driving, Played to deep cover for 1 run.",One run,1
31.2,"Amaan Khan to Jurie Snyman. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
31.3,"Amaan Khan to Jurie Snyman. Half volley, driving, Played to silly mid on for no runs.",Dot ball,0
31.4,"Amaan Khan to Jurie Snyman. Half volley, defending, Played to silly point for no runs.",Dot ball,0
31.5,"Amaan Khan to Jurie Snyman. Length ball, shoulders arms, for no runs, fielded by Mosehle.",Dot ball,0
31.6,"Amaan Khan to Jurie Snyman. Back of a length, pulling, Played to point for no runs.",Dot ball,0
32.0,Over 32. 1 run. Bowler: Amaan Khan. Mpumalanga Rhinos: 99/4(rr 3.09),End of over,
32.1,"FOUR! Divan Posthumus to Rubin Hermann. Back of a length, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
32.2,"Divan Posthumus to Rubin Hermann. Length ball, flick, Played to deep square leg for 1 run.",One run,1
32.3,"Divan Posthumus to Jurie Snyman. Back of a length, hooking, Played to square leg for no runs.",Dot ball,0
32.4,"FOUR! Divan Posthumus to Jurie Snyman. Length ball, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
32.5,"FOUR! Divan Posthumus to Jurie Snyman. Back of a length, pulling, Played past deep mid wicket for 4 runs.",Four runs,4
32.6,"FOUR! Divan Posthumus to Jurie Snyman. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
33.0,Over 33. 17 runs. Bowler: Divan Posthumus. Mpumalanga Rhinos: 116/4(rr 3.52),End of over,
33.1,"FOUR! Amaan Khan to Rubin Hermann. Back of a length, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
33.2,"Amaan Khan to Rubin Hermann. Length ball, Leave, for no runs, fielded by Mosehle.",Dot ball,0
33.3,"Amaan Khan to Rubin Hermann. Length ball, defending, missed for no runs, fielded by Mosehle.",Dot ball,0
33.4,"SIX! Amaan Khan to Rubin Hermann. Length ball, cutting, Hit Hard over deep point for 6 runs.",Six runs,6
33.5,"FOUR! Amaan Khan to Rubin Hermann. Length ball, Steer, Edged past third man for 4 runs.",Four runs,4
33.6,"Amaan Khan to Rubin Hermann. Length ball, defending, Played to point for no runs.",Dot ball,0
34.0,Over 34. 14 runs. Bowler: Amaan Khan. Mpumalanga Rhinos: 130/4(rr 3.82),End of over,
34.1,"Mekyle Pillay to Jurie Snyman. Half volley, driving, Played to short mid wicket for no runs.",Dot ball,0
34.2,"OUT! Caught. Mekyle Pillay to Jurie Snyman. Back of a length, defending, Edged to second slip, caught by Rossouw.",Wicket,W
34.3,"Mekyle Pillay to Alex Kok. Length ball, defending, Played to silly point for no runs.",Dot ball,0
34.4,"FOUR! Mekyle Pillay to Alex Kok. Half volley, driving, Played past deep extra cover for 4 runs.",Four runs,4
34.5,"Mekyle Pillay to Alex Kok. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
34.6,"Mekyle Pillay to Alex Kok. Half volley, driving, Played to cover for 1 run.",One run,1
35.0,Over 35. 5 runs. Bowler: Mekyle Pillay. Mpumalanga Rhinos: 135/5(rr 3.86),End of over,
35.1,"Amaan Khan to Alex Kok. Length ball, defending, mis-timed to short leg for no runs.",Dot ball,0
35.2,"Amaan Khan to Alex Kok. Half volley, defending, hit pad to short leg for no runs.",Dot ball,0
35.3,"Amaan Khan to Alex Kok. Back of a length, shoulders arms, for no runs, fielded by Mosehle.",Dot ball,0
