Ov,T,S,Sv
37.4,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
37.5,"Doug Bracewell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
37.6,"Doug Bracewell to Bharat Popli. Length ball, pushing, Hit Hard to extra cover for no runs.",Dot ball,0
38.0,Over 38. 2 runs. Bowler: Doug Bracewell. Northern Districts: 113/1(rr 2.97),End of over,
38.1,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
38.2,"Ray Toole to Jeet Raval. Back of a length, working, Played to short mid wicket for 1 run.",One run,1
38.3,"Ray Toole to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
38.4,"Ray Toole to Bharat Popli. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
38.5,"Ray Toole to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
38.6,"Ray Toole to Bharat Popli. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
39.0,Over 39. 1 run. Bowler: Ray Toole. Northern Districts: 114/1(rr 2.92),End of over,
39.1,"Doug Bracewell to Jeet Raval. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
39.2,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
39.3,"Doug Bracewell to Jeet Raval. Back of a length, pulling, Edged in the air uncontrolled to fine leg for 2 runs.",Two runs,2
39.4,"Doug Bracewell to Jeet Raval. Length ball, Steer, Played to gully for no runs.",Dot ball,0
39.5,"Doug Bracewell to Jeet Raval. Back of a length, working, hit pad to short mid wicket for 1 run.",Leg bye,lb
39.6,"Doug Bracewell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
40.0,Over 40. 3 runs. Bowler: Doug Bracewell. Northern Districts: 117/1(rr 2.92),End of over,
40.1,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
40.2,"Ray Toole to Jeet Raval. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
40.3,"Ray Toole to Jeet Raval. Back of a length, pulling, Played to deep mid wicket for 2 runs.",Two runs,2
40.4,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
40.5,"Ray Toole to Jeet Raval. Full toss, flick, mis-timed to mid on for no runs.",Dot ball,0
40.6,"Ray Toole to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
41.0,Over 41. 2 runs. Bowler: Ray Toole. Northern Districts: 119/1(rr 2.90),End of over,
41.1,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
41.2,"Doug Bracewell to Bharat Popli. Length ball, driving, Played to long off for 3 runs.",Three runs,3
41.3,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
41.4,"Doug Bracewell to Jeet Raval. Length ball, flick, Played to square leg for 2 runs.",Two runs,2
41.5,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
41.6,"Doug Bracewell to Jeet Raval. Back of a length, pulling, Played to deep mid wicket for 3 runs.",Three runs,3
42.0,Over 42. 8 runs. Bowler: Doug Bracewell. Northern Districts: 127/1(rr 3.02),End of over,
42.1,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
42.2,"Ray Toole to Jeet Raval. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
42.3,"Ray Toole to Jeet Raval. Length ball, defending, Edged to short leg for no runs.",Dot ball,0
42.4,"Ray Toole to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
42.5,"Ray Toole to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
42.6,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
43.0,Over 43. no runs. Bowler: Ray Toole. Northern Districts: 127/1(rr 2.95),End of over,
43.1,"Ajaz Patel to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
43.2,"Ajaz Patel to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
43.3,"FOUR! Ajaz Patel to Bharat Popli. Back of a length, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
43.4,"Ajaz Patel to Bharat Popli. Back of a length, pushing, Played to cover for no runs.",Dot ball,0
43.5,"FOUR! Ajaz Patel to Bharat Popli. Back of a length, cutting, Hit Hard past deep cover for 4 runs.",Four runs,4
43.6,"Ajaz Patel to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
44.0,Over 44. 8 runs. Bowler: Ajaz Patel. Northern Districts: 135/1(rr 3.07),End of over,
44.1,"SIX! Ray Toole to Jeet Raval. Back of a length, pulling, Hit Hard in the air under control over deep backward square leg for 6 runs, dropped catch by Bracewell.",Six runs,6
44.2,"Ray Toole to Jeet Raval. Back of a length, pushing, mis-timed to silly mid off for no runs.",Dot ball,0
44.3,"Ray Toole to Jeet Raval. Back of a length, cutting, Edged for no runs, fielded by Cleaver.",Dot ball,0
44.4,"Ray Toole to Jeet Raval. Back of a length, pulling, Played to deep square leg for 1 run.",One run,1
44.5,"Ray Toole to Bharat Popli. Half volley, driving, Played to mid off for 2 runs.",Two runs,2
44.6,"Ray Toole to Bharat Popli. Length ball, flick, Played to backward square leg for 2 runs.",Two runs,2
45.0,Over 45. 11 runs. Bowler: Ray Toole. Northern Districts: 146/1(rr 3.24),End of over,
45.1,"Ajaz Patel to Jeet Raval. Half volley, flick, Played to mid on for no runs.",Dot ball,0
45.2,"Ajaz Patel to Jeet Raval. Length ball, sweeping, Played to short leg for no runs.",Dot ball,0
45.3,"Ajaz Patel to Jeet Raval. Length ball, flick, Missed (Leg Side) for no runs, fielded by Cleaver.",Dot ball,0
45.4,"Ajaz Patel to Jeet Raval. Length ball, flick, Played in the air under control to mid wicket for 1 run.",One run,1
45.5,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to cover for 1 run.",One run,1
45.6,"Ajaz Patel to Jeet Raval. Length ball, flick, Played to square leg for 1 run.",One run,1
46.0,Over 46. 3 runs. Bowler: Ajaz Patel. Northern Districts: 149/1(rr 3.24),End of over,
46.1,"FOUR! Ray Toole to Jeet Raval. Half volley, flick, Hit Hard past long on for 4 runs.",Four runs,4
46.2,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
46.3,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
46.4,"Ray Toole to Jeet Raval. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
46.5,"Wide Ray Toole to Jeet Raval. Short, Leave, for 1 run, fielded by Cleaver.",Wide,wd
46.5,"Ray Toole to Jeet Raval. Back of a length, pulling, Hit Hard to fine leg for 1 run.",One run,1
46.6,"Ray Toole to Bharat Popli. Length ball, defending, Played to short leg for no runs.",Dot ball,0
47.0,Over 47. 6 runs. Bowler: Ray Toole. Northern Districts: 155/1(rr 3.30),End of over,
47.1,"Ajaz Patel to Jeet Raval. Half volley, flick, Played to mid on for 1 run.",One run,1
47.2,"Ajaz Patel to Bharat Popli. Length ball, driving, Played to extra cover for 1 run.",One run,1
47.3,"Ajaz Patel to Jeet Raval. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
47.4,"Ajaz Patel to Jeet Raval. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
47.5,"Ajaz Patel to Jeet Raval. Length ball, slog sweeping, missed for no runs, fielded by Cleaver.",Dot ball,0
47.6,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played to cover for 1 run.",One run,1
48.0,Over 48. 5 runs. Bowler: Ajaz Patel. Northern Districts: 160/1(rr 3.33),End of over,
48.1,"FOUR! Brett Randell to Jeet Raval. Length ball, Steer, Played to third man and it was a no ball.",No ball,nb
48.1,"Brett Randell to Jeet Raval. Back of a length, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
48.2,"Brett Randell to Jeet Raval. Back of a length, pulling, Played to deep square leg for 1 run.",One run,1
48.3,"Brett Randell to Bharat Popli. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
48.4,"Brett Randell to Bharat Popli. Half volley, flick, Played to mid on for no runs.",Dot ball,0
48.5,"Brett Randell to Bharat Popli. Length ball, working, Played to fine leg for 1 run.",One run,1
48.6,"Brett Randell to Jeet Raval. Back of a length, Steer, Edged to gully for no runs.",Dot ball,0
49.0,Over 49. 7 runs. Bowler: Brett Randell. Northern Districts: 167/1(rr 3.41),End of over,
49.1,"Ajaz Patel to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
49.2,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to cover for 1 run.",One run,1
49.3,"Ajaz Patel to Jeet Raval. Full toss, flick, Played to mid on for no runs.",Dot ball,0
49.4,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
49.5,"Ajaz Patel to Jeet Raval. Length ball, driving, Edged to short mid wicket for 1 run.",One run,1
49.6,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
50.0,Over 50. 2 runs. Bowler: Ajaz Patel. Northern Districts: 168/1(rr 3.36),End of over,
50.1,"FOUR! Brett Randell to Jeet Raval. Back of a length, Steer, Played past third man for 4 runs.",Four runs,4
50.2,"Brett Randell to Jeet Raval. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
50.3,"FOUR! Brett Randell to Jeet Raval. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
50.4,"Brett Randell to Jeet Raval. Back of a length, pulling, Played to mid wicket for no runs.",Dot ball,0
50.5,"Brett Randell to Jeet Raval. Length ball, flick, Edged to point for 2 runs.",Two runs,2
50.6,"Brett Randell to Jeet Raval. Length ball, driving, Hit Hard to mid off for 1 run.",One run,1
51.0,Over 51. 11 runs. Bowler: Brett Randell. Northern Districts: 180/1(rr 3.53),End of over,
51.1,"Ajaz Patel to Jeet Raval. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
51.2,"Ajaz Patel to Jeet Raval. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
51.3,"Ajaz Patel to Jeet Raval. Length ball, flick, Played to leg gully for no runs.",Dot ball,0
51.4,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
51.5,"Ajaz Patel to Jeet Raval. Full toss, flick, Played to mid on for 1 run.",One run,1
51.6,"Ajaz Patel to Bharat Popli. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
52.0,Over 52. 1 run. Bowler: Ajaz Patel. Northern Districts: 181/1(rr 3.48),End of over,
52.1,"Doug Bracewell to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
52.2,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly point for no runs.",Dot ball,0
52.3,"Doug Bracewell to Jeet Raval. Length ball, driving, Played to cover for no runs.",Dot ball,0
52.4,"Doug Bracewell to Jeet Raval. Back of a length, working, Played to silly mid on for no runs.",Dot ball,0
52.5,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
52.6,"Doug Bracewell to Jeet Raval. Back of a length, Steer, Played to backward point for no runs.",Dot ball,0
53.0,Over 53. no runs. Bowler: Doug Bracewell. Northern Districts: 181/1(rr 3.42),End of over,
53.1,"Ajaz Patel to Bharat Popli. Length ball, flick, Played to backward square leg for 1 run.",One run,1
53.2,"FOUR! Ajaz Patel to Jeet Raval. Half volley, flick, Hit Hard in the air under control past long on for 4 runs.",Four runs,4
53.3,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
53.4,"Ajaz Patel to Jeet Raval. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
53.5,"Ajaz Patel to Jeet Raval. Half volley, flick, mis-timed to deep mid wicket for 2 runs.",Two runs,2
53.6,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played to point for 1 run.",One run,1
54.0,Over 54. 8 runs. Bowler: Ajaz Patel. Northern Districts: 189/1(rr 3.50),End of over,
54.1,"Doug Bracewell to Jeet Raval. Length ball, driving, Played to deep point for 1 run.",One run,1
54.2,"Doug Bracewell to Bharat Popli. Back of a length, defending, Edged to fourth slip for no runs.",Dot ball,0
54.3,"Doug Bracewell to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
54.4,"Doug Bracewell to Bharat Popli. Half volley, flick, Played to mid on for 2 runs.",Two runs,2
54.5,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
54.6,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
55.0,Over 55. 3 runs. Bowler: Doug Bracewell. Northern Districts: 192/1(rr 3.49),End of over,
55.1,"Ajaz Patel to Jeet Raval. Half volley, flick, Played to mid on for 1 run.",One run,1
55.2,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to extra cover for 1 run.",One run,1
55.3,"Ajaz Patel to Jeet Raval. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
55.4,"Ajaz Patel to Jeet Raval. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
55.5,"Ajaz Patel to Jeet Raval. Half volley, driving, mis-timed back to bowler for no runs.",Dot ball,0
55.6,"Ajaz Patel to Jeet Raval. Length ball, defending, Played to short leg for no runs.",Dot ball,0
56.0,Over 56. 4 runs. Bowler: Ajaz Patel. Northern Districts: 196/1(rr 3.50),End of over,
56.1,"Doug Bracewell to Bharat Popli. Length ball, flick, Played to mid wicket for no runs.",Dot ball,0
56.2,"FOUR! Doug Bracewell to Bharat Popli. Short, hooking, Hit Hard past deep backward square leg for 4 runs.",Four runs,4
56.3,"Doug Bracewell to Bharat Popli. Back of a length, pushing, Played to cover for 1 run.",One run,1
56.4,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
56.5,"Doug Bracewell to Jeet Raval. Half volley, flick, Played to mid on for no runs.",Dot ball,0
56.6,"Doug Bracewell to Jeet Raval. Half volley, driving, Played to mid on for no runs.",Dot ball,0
57.0,Over 57. 5 runs. Bowler: Doug Bracewell. Northern Districts: 201/1(rr 3.53),End of over,
57.1,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
57.2,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
57.3,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to cover for 1 run.",One run,1
57.4,"Ajaz Patel to Jeet Raval. Length ball, driving, Played to cover for 1 run.",One run,1
57.5,"Ajaz Patel to Bharat Popli. Half volley, Steer, Played to gully for no runs.",Dot ball,0
57.6,"Ajaz Patel to Bharat Popli. Length ball, defending, Played to silly point for no runs.",Dot ball,0
58.0,Over 58. 2 runs. Bowler: Ajaz Patel. Northern Districts: 203/1(rr 3.50),End of over,
58.1,"Brad Schmulian to Jeet Raval. Length ball, pushing, missed for no runs, fielded by Cleaver.",Dot ball,0
58.2,"Brad Schmulian to Jeet Raval. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
58.3,"Brad Schmulian to Jeet Raval. Length ball, Steer, Played to third man for 3 runs.",Three runs,3
58.4,"Brad Schmulian to Bharat Popli. Half volley, driving, mis-timed to mid on for no runs.",Dot ball,0
58.5,"Brad Schmulian to Bharat Popli. Half volley, flick, Played to mid on for no runs.",Dot ball,0
58.6,"Brad Schmulian to Bharat Popli. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
59.0,Over 59. 3 runs. Bowler: Brad Schmulian. Northern Districts: 206/1(rr 3.49),End of over,
59.1,"Ajaz Patel to Jeet Raval. Length ball, Steer, Played to third man for 1 run.",One run,1
59.2,"FOUR! Ajaz Patel to Bharat Popli. Length ball, driving, Hit Hard in the air under control past long off for 4 runs.",Four runs,4
59.3,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
59.4,"Ajaz Patel to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
59.5,"FOUR! Ajaz Patel to Bharat Popli. Half volley, driving, Played past long on for 4 runs.",Four runs,4
59.6,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
60.0,Over 60. 9 runs. Bowler: Ajaz Patel. Northern Districts: 215/1(rr 3.58),End of over,
60.1,"Brad Schmulian to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
60.2,"Brad Schmulian to Jeet Raval. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
60.3,"OUT! Caught. Brad Schmulian to Jeet Raval. Length ball, sweeping, Played to backward square leg, caught by Randell.",Wicket,W
60.4,"Brad Schmulian to Tim Seifert. Length ball, cutting, Played to point for 1 run.",One run,1
60.5,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
60.6,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
61.0,Over 61. 1 run. Bowler: Brad Schmulian. Northern Districts: 216/2(rr 3.54),End of over,
61.1,"Ajaz Patel to Tim Seifert. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
61.2,"Ajaz Patel to Tim Seifert. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
61.3,"Ajaz Patel to Tim Seifert. Length ball, flick, Played to mid wicket for no runs.",Dot ball,0
61.4,"Ajaz Patel to Tim Seifert. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
61.5,"Ajaz Patel to Tim Seifert. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
61.6,"Ajaz Patel to Tim Seifert. Half volley, flick, Played to short mid wicket for no runs.",Dot ball,0
62.0,Over 62. no runs. Bowler: Ajaz Patel. Northern Districts: 216/2(rr 3.48),End of over,
62.1,"Brad Schmulian to Bharat Popli. Length ball, defending, Edged to short leg for no runs.",Dot ball,0
62.2,"Brad Schmulian to Bharat Popli. Length ball, flick, Played to mid on for no runs.",Dot ball,0
62.3,"Brad Schmulian to Bharat Popli. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
62.4,"Brad Schmulian to Bharat Popli. Length ball, flick, Played to silly mid on for no runs.",Dot ball,0
62.5,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
62.6,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played to point for no runs.",Dot ball,0
63.0,Over 63. 2 runs. Bowler: Brad Schmulian. Northern Districts: 218/2(rr 3.46),End of over,
63.1,"Ajaz Patel to Tim Seifert. Length ball, flick, Played to mid on for no runs.",Dot ball,0
63.2,"Ajaz Patel to Tim Seifert. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
63.3,"FOUR! Ajaz Patel to Tim Seifert. Half volley, driving, Played past long on for 4 runs.",Four runs,4
63.4,"OUT! Caught & Bowled. Ajaz Patel to Tim Seifert. Half volley, flick, mis-timed back to bowler.",Wicket,W
63.5,"Ajaz Patel to Mitchell Santner. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
63.6,"SIX! Ajaz Patel to Mitchell Santner. Half volley, driving, Hit Hard in the air under control over long off for 6 runs.",Six runs,6
64.0,Over 64. 10 runs. Bowler: Ajaz Patel. Northern Districts: 228/3(rr 3.56),End of over,
64.1,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played to extra cover for 1 run.",One run,1
64.2,"Brad Schmulian to Mitchell Santner. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
64.3,"Brad Schmulian to Mitchell Santner. Length ball, pushing, Played to cover for no runs.",Dot ball,0
64.4,"Brad Schmulian to Mitchell Santner. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
64.5,"Brad Schmulian to Mitchell Santner. Half volley, defending, Played to mid off for no runs.",Dot ball,0
64.6,"Brad Schmulian to Mitchell Santner. Full toss, defending, Played to silly mid off for no runs.",Dot ball,0
65.0,Over 65. 1 run. Bowler: Brad Schmulian. Northern Districts: 229/3(rr 3.52),End of over,
65.1,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to mid off for 1 run.",One run,1
65.2,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
65.3,"SIX! Ajaz Patel to Mitchell Santner. Length ball, driving, Hit Hard in the air under control over long on for 6 runs.",Six runs,6
65.4,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
65.5,"Ajaz Patel to Mitchell Santner. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
65.6,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
66.0,Over 66. 7 runs. Bowler: Ajaz Patel. Northern Districts: 236/3(rr 3.58),End of over,
66.1,"Brett Randell to Bharat Popli. Back of a length, cutting, Edged to third man for 1 run, dropped catch by Patel.",One run,1
66.2,"Brett Randell to Mitchell Santner. Length ball, defending, Played to mid off for no runs.",Dot ball,0
66.3,"Brett Randell to Mitchell Santner. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
66.4,"Brett Randell to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
66.5,"Brett Randell to Mitchell Santner. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
66.6,"Brett Randell to Mitchell Santner. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
67.0,Over 67. 1 run. Bowler: Brett Randell. Northern Districts: 237/3(rr 3.54),End of over,
67.1,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to cover for 1 run.",One run,1
67.2,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.3,"Ajaz Patel to Mitchell Santner. Length ball, flick, Played to silly mid on for no runs.",Dot ball,0
67.4,"Ajaz Patel to Mitchell Santner. Length ball, flick, Played to square leg for no runs.",Dot ball,0
67.5,"FOUR! Ajaz Patel to Mitchell Santner. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
67.6,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
68.0,Over 68. 5 runs. Bowler: Ajaz Patel. Northern Districts: 242/3(rr 3.56),End of over,
68.1,"Brett Randell to Bharat Popli. Half volley, driving, Played to mid off for no runs.",Dot ball,0
68.2,"Brett Randell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
68.3,"Brett Randell to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
68.4,"Brett Randell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
68.5,"Brett Randell to Bharat Popli. Full toss, Leave, for no runs, fielded by Cleaver.",Dot ball,0
68.6,"Brett Randell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
69.0,Over 69. no runs. Bowler: Brett Randell. Northern Districts: 242/3(rr 3.51),End of over,
69.1,"Ajaz Patel to Mitchell Santner. Half volley, defending, Played to short leg for no runs.",Dot ball,0
69.2,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
69.3,"Ajaz Patel to Mitchell Santner. Full toss, pushing, Played to mid off for 1 run.",One run,1
69.4,"Ajaz Patel to Bharat Popli. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
69.5,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to extra cover for 1 run.",One run,1
69.6,"Ajaz Patel to Mitchell Santner. Half volley, pushing, Played to mid off for 1 run.",One run,1
70.0,Over 70. 3 runs. Bowler: Ajaz Patel. Northern Districts: 245/3(rr 3.50),End of over,
70.1,"Brett Randell to Mitchell Santner. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
70.2,"Brett Randell to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
70.3,"Brett Randell to Mitchell Santner. Length ball, defending, Played to mid off for no runs.",Dot ball,0
70.4,"Brett Randell to Mitchell Santner. Length ball, flick, Played to mid on for no runs.",Dot ball,0
70.5,"Brett Randell to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
70.6,"Brett Randell to Mitchell Santner. Half volley, driving, Played to mid on for no runs.",Dot ball,0
71.0,Over 71. no runs. Bowler: Brett Randell. Northern Districts: 245/3(rr 3.45),End of over,
71.1,"Ajaz Patel to Bharat Popli. Half volley, driving, Played to mid on for no runs.",Dot ball,0
71.2,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to cover for 1 run.",One run,1
71.3,"Ajaz Patel to Mitchell Santner. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
71.4,"Ajaz Patel to Mitchell Santner. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
71.5,"Ajaz Patel to Mitchell Santner. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
71.6,"Ajaz Patel to Mitchell Santner. Length ball, Steer, Played to third man for 3 runs.",Three runs,3
72.0,Over 72. 4 runs. Bowler: Ajaz Patel. Northern Districts: 249/3(rr 3.46),End of over,
72.1,"Josh Clarkson to Mitchell Santner. Yorker, defending, Played to silly mid off for no runs.",Dot ball,0
72.2,"FOUR! Josh Clarkson to Mitchell Santner. Half volley, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
72.3,"Josh Clarkson to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
72.4,"Josh Clarkson to Mitchell Santner. Length ball, pushing, Played to extra cover for 1 run.",One run,1
72.5,"Josh Clarkson to Bharat Popli. Length ball, defending, Edged to fourth slip for no runs.",Dot ball,0
72.6,"Josh Clarkson to Bharat Popli. Back of a length, pulling, Played to deep mid wicket for 1 run.",One run,1
73.0,Over 73. 6 runs. Bowler: Josh Clarkson. Northern Districts: 255/3(rr 3.49),End of over,
73.1,"Ajaz Patel to Bharat Popli. Half volley, flick, Played to mid wicket for 1 run.",One run,1
73.2,"Ajaz Patel to Mitchell Santner. Yorker, defending, Played to short leg for no runs.",Dot ball,0
73.3,"Ajaz Patel to Mitchell Santner. Half volley, flick, Edged to leg gully for no runs.",Dot ball,0
73.4,"Ajaz Patel to Mitchell Santner. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
73.5,"Ajaz Patel to Mitchell Santner. Half volley, flick, Played to mid on for no runs.",Dot ball,0
73.6,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
74.0,Over 74. 1 run. Bowler: Ajaz Patel. Northern Districts: 256/3(rr 3.46),End of over,
74.1,"Josh Clarkson to Bharat Popli. Back of a length, pulling, Hit Hard to deep backward square leg for 2 runs, run save by Toole.",Two runs,2
74.2,"Josh Clarkson to Bharat Popli. Length ball, flick, Played to fine leg for 1 run.",One run,1
74.3,"Josh Clarkson to Mitchell Santner. Length ball, driving, Edged to silly mid off for no runs.",Dot ball,0
74.4,"Josh Clarkson to Mitchell Santner. Back of a length, cutting, missed for no runs, fielded by Cleaver.",Dot ball,0
74.5,"Josh Clarkson to Mitchell Santner. Back of a length, pushing, Played to extra cover for 1 run.",One run,1
74.6,"Josh Clarkson to Bharat Popli. Back of a length, pulling, Played to square leg for no runs.",Dot ball,0
75.0,Over 75. 4 runs. Bowler: Josh Clarkson. Northern Districts: 260/3(rr 3.47),End of over,
