Ov,T,S,Sv
35.6,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
36.0,Over 36. no runs. Bowler: Eldred Hawken. Dolphins: 106/3(rr 2.94),End of over,
36.1,"JP King to Jason Smith. Length ball, glancing, mis-timed to short leg for no runs.",Dot ball,0
36.2,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
36.3,"FOUR! JP King to Jason Smith. Back of a length, pulling, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
36.4,"JP King to Jason Smith. Length ball, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
36.5,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
36.6,"JP King to Jason Smith. Length ball, defending, Played to silly point for no runs.",Dot ball,0
37.0,Over 37. 4 runs. Bowler: JP King. Dolphins: 110/3(rr 2.97),End of over,
37.1,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
37.2,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
37.3,"Eldred Hawken to Khaya Zondo. Back of a length, defending, mis-timed to short extra cover for no runs.",Dot ball,0
37.4,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
37.5,"Eldred Hawken to Khaya Zondo. Back of a length, glancing, hit body for no runs, fielded by Cotani.",Dot ball,0
37.6,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
38.0,Over 38. no runs. Bowler: Eldred Hawken. Dolphins: 110/3(rr 2.89),End of over,
38.1,"JP King to Jason Smith. Length ball, defending, Played to short leg for no runs.",Dot ball,0
38.2,"JP King to Jason Smith. Length ball, pushing, Played to point for no runs.",Dot ball,0
38.3,"FOUR! JP King to Jason Smith. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
38.4,"JP King to Jason Smith. Length ball, defending, Played to short leg for no runs.",Dot ball,0
38.5,"JP King to Jason Smith. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
38.6,"JP King to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
39.0,Over 39. 4 runs. Bowler: JP King. Dolphins: 114/3(rr 2.92),End of over,
39.1,"Eldred Hawken to Khaya Zondo. Length ball, driving, mis-timed in the air uncontrolled to silly mid off for no runs.",Dot ball,0
39.2,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
39.3,"Eldred Hawken to Khaya Zondo. Back of a length, defending, Played to leg gully for no runs.",Dot ball,0
39.4,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to short leg for no runs.",Dot ball,0
39.5,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
39.6,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
40.0,Over 40. no runs. Bowler: Eldred Hawken. Dolphins: 114/3(rr 2.85),End of over,
40.1,"JP King to Jason Smith. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
40.2,"JP King to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
40.3,"JP King to Jason Smith. Length ball, driving, Played to mid wicket for 1 run, fielded by Britz.",One run,1
40.4,"JP King to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
40.5,"JP King to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
40.6,"JP King to Khaya Zondo. Length ball, defending, Played to short leg for no runs.",Dot ball,0
41.0,Over 41. 1 run. Bowler: JP King. Dolphins: 115/3(rr 2.80),End of over,
41.1,"Eldred Hawken to Jason Smith. Length ball, defending, Played to short extra cover for no runs, fielded by James.",Dot ball,0
41.2,"Eldred Hawken to Jason Smith. Length ball, defending, Played to silly mid on for no runs, fielded by Mokoena.",Dot ball,0
41.3,"Eldred Hawken to Jason Smith. Back of a length, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
41.4,"Eldred Hawken to Jason Smith. Back of a length, defending, hit pad to point for no runs.",Dot ball,0
41.5,"Eldred Hawken to Jason Smith. Back of a length, glancing, Missed (Leg Side) for no runs, fielded by Cotani.",Dot ball,0
41.6,"Eldred Hawken to Jason Smith. Length ball, driving, Played to mid on for 2 runs, run save by Jansen.",Two runs,2
42.0,Over 42. 2 runs. Bowler: Eldred Hawken. Dolphins: 117/3(rr 2.79),End of over,
42.1,"JP King to Khaya Zondo. Length ball, defending, Played to mid wicket for no runs, fielded by Senokwane.",Dot ball,0
42.2,"JP King to Khaya Zondo. Length ball, cutting, Played to deep point for 1 run.",One run,1
42.3,"JP King to Jason Smith. Length ball, driving, Played to mid off for no runs, fielded by Meyer.",Dot ball,0
42.4,"JP King to Jason Smith. Length ball, driving, Played to extra cover for 1 run.",One run,1
42.5,"JP King to Khaya Zondo. Length ball, driving, Played to deep cover for 1 run.",One run,1
42.6,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
43.0,Over 43. 3 runs. Bowler: JP King. Dolphins: 120/3(rr 2.79),End of over,
43.1,"Eldred Hawken to Khaya Zondo. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Cotani.",Dot ball,0
43.2,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
43.3,"Eldred Hawken to Khaya Zondo. Length ball, dropped, Played to point for no runs, fielded by Pillay.",Dot ball,0
43.4,"Eldred Hawken to Khaya Zondo. Slower ball back of a length, cutting, missed for no runs, fielded by Cotani.",Dot ball,0
43.5,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs, fielded by King.",Dot ball,0
43.6,"Eldred Hawken to Khaya Zondo. Length ball, defending, Played to point for no runs.",Dot ball,0
44.0,Over 44. no runs. Bowler: Eldred Hawken. Dolphins: 120/3(rr 2.73),End of over,
44.1,"JP King to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
44.2,"JP King to Jason Smith. Back of a length, pulling, Played to mid wicket for no runs, fielded by Senokwane.",Dot ball,0
44.3,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
44.4,"JP King to Jason Smith. Length ball, defending, Played to silly point for no runs.",Dot ball,0
44.5,"JP King to Jason Smith. Length ball, driving, Played to extra cover for no runs, fielded by Hawken.",Dot ball,0
44.6,"JP King to Jason Smith. Back of a length, driving, mis-timed in the air uncontrolled to mid on for 1 run.",One run,1
45.0,Over 45. 1 run. Bowler: JP King. Dolphins: 121/3(rr 2.69),End of over,
45.1,"Duan Jansen to Jason Smith. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
45.2,"Duan Jansen to Jason Smith. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
45.3,"Duan Jansen to Jason Smith. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
45.4,"Duan Jansen to Jason Smith. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
45.5,"Duan Jansen to Jason Smith. Length ball, driving, Played to silly mid on for no runs, fielded by Hawken.",Dot ball,0
45.6,"Duan Jansen to Jason Smith. Back of a length, defending, missed for no runs, fielded by Cotani.",Dot ball,0
46.0,Over 46. no runs. Bowler: Duan Jansen. Dolphins: 121/3(rr 2.63),End of over,
46.1,"JP King to Khaya Zondo. Length ball, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
46.2,"JP King to Khaya Zondo. Length ball, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
46.3,"JP King to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
46.4,"JP King to Khaya Zondo. Length ball, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
46.5,"JP King to Khaya Zondo. Length ball, driving, Played to mid off for no runs, fielded by Meyer.",Dot ball,0
46.6,"JP King to Khaya Zondo. Length ball, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
47.0,Over 47. no runs. Bowler: JP King. Dolphins: 121/3(rr 2.57),End of over,
47.1,"Duan Jansen to Jason Smith. Length ball, defending, Played to silly mid off for no runs, fielded by Senokwane.",Dot ball,0
47.2,"FOUR! Duan Jansen to Jason Smith. Back of a length, cutting, Hit Hard past deep cover for 4 runs.",Four runs,4
47.3,"Duan Jansen to Jason Smith. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
47.4,"Duan Jansen to Jason Smith. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
47.5,"Duan Jansen to Jason Smith. Back of a length, defending, Played to gully for no runs, fielded by Pillay.",Dot ball,0
47.6,"Duan Jansen to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
48.0,Over 48. 4 runs. Bowler: Duan Jansen. Dolphins: 125/3(rr 2.60),End of over,
48.1,"JP King to Khaya Zondo. Length ball, defending, Played to silly point for no runs, fielded by Cotani.",Dot ball,0
48.2,"JP King to Khaya Zondo. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
48.3,"JP King to Khaya Zondo. Length ball, sweeping, hit pad to backward point for no runs.",Dot ball,0
48.4,"JP King to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs, fielded by Senokwane.",Dot ball,0
48.5,"JP King to Khaya Zondo. Length ball, driving, Played to mid on for 1 run, fielded by Britz.",One run,1
48.6,"JP King to Jason Smith. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
49.0,Over 49. 1 run. Bowler: JP King. Dolphins: 126/3(rr 2.57),End of over,
49.1,"Duan Jansen to Khaya Zondo. Back of a length, defending, Played to silly point for no runs, fielded by King.",Dot ball,0
49.2,"Duan Jansen to Khaya Zondo. Back of a length, defending, Played to point for no runs, fielded by Pillay.",Dot ball,0
49.3,"Duan Jansen to Khaya Zondo. Length ball, driving, mis-timed back to bowler for no runs.",Dot ball,0
49.4,"Duan Jansen to Khaya Zondo. Back of a length, defending, Edged to point for no runs.",Dot ball,0
49.5,"Duan Jansen to Khaya Zondo. Half volley, cutting, Played to deep point for 1 run, fielded by James.",One run,1
49.6,"Duan Jansen to Jason Smith. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
50.0,Over 50. 1 run. Bowler: Duan Jansen. Dolphins: 127/3(rr 2.54),End of over,
50.1,"JP King to Khaya Zondo. Back of a length, defending, Played to short leg for no runs, fielded by Pillay.",Dot ball,0
50.2,"JP King to Khaya Zondo. Back of a length, cutting, Played to deep point for 1 run, fielded by Jansen.",One run,1
50.3,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
50.4,"JP King to Jason Smith. Length ball, working, Played to square leg for 1 run, fielded by Senokwane.",One run,1
50.5,"JP King to Khaya Zondo. Length ball, driving, Played to mid on for 1 run.",One run,1
50.6,"JP King to Jason Smith. Length ball, driving, Played to mid on for 1 run.",One run,1
51.0,Over 51. 4 runs. Bowler: JP King. Dolphins: 131/3(rr 2.57),End of over,
51.1,"Duan Jansen to Jason Smith. Length ball, driving, Edged to mid on for no runs, fielded by Meyer.",Dot ball,0
51.2,"Duan Jansen to Jason Smith. Back of a length, cutting, Played to gully for no runs, fielded by Pillay.",Dot ball,0
51.3,"Duan Jansen to Jason Smith. Back of a length, defending, Played to silly mid on for no runs, fielded by Meyer.",Dot ball,0
51.4,"APPEAL! Duan Jansen to Jason Smith. Short, defending, missed for no runs, caught by Cotani, appeal made for Caught.",Dot ball,0
51.5,"Duan Jansen to Jason Smith. Half volley, driving, Hit Hard to mid off for no runs, fielded by Senokwane.",Dot ball,0
51.6,"Duan Jansen to Jason Smith. Length ball, defending, Played to short extra cover for no runs, fielded by King.",Dot ball,0
52.0,Over 52. no runs. Bowler: Duan Jansen. Dolphins: 131/3(rr 2.52),End of over,
52.1,"Renaldo Meyer to Khaya Zondo. Back of a length, dropped, Played to point for 1 run.",One run,1
52.2,"Renaldo Meyer to Jason Smith. Length ball, driving, Played to deep square leg for 2 runs.",Two runs,2
52.3,"Renaldo Meyer to Jason Smith. Back of a length, pulling, Played to deep square leg for 1 run.",One run,1
52.4,"Renaldo Meyer to Khaya Zondo. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
52.5,"Wide Renaldo Meyer to Khaya Zondo. Short, Leave, for 1 run, fielded by Cotani.",Wide,wd
52.5,"Renaldo Meyer to Khaya Zondo. Back of a length, defending, Played to point for no runs, fielded by Senokwane.",Dot ball,0
52.6,"Renaldo Meyer to Khaya Zondo. Back of a length, pulling, Hit Hard to mid wicket for no runs, fielded by Britz.",Dot ball,0
53.0,Over 53. 5 runs. Bowler: Renaldo Meyer. Dolphins: 136/3(rr 2.57),End of over,
53.1,"JP King to Jason Smith. Length ball, driving, Played to mid off for 1 run, shy attempt by Britz.",One run,1
53.2,"JP King to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs, fielded by James.",Dot ball,0
53.3,"JP King to Khaya Zondo. Length ball, Steer, Played to fourth slip for 1 run, fielded by Marshall.",One run,1
53.4,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
53.5,"JP King to Jason Smith. Length ball, defending, Played to silly point for no runs.",Dot ball,0
53.6,"JP King to Jason Smith. Length ball, driving, Played to mid off for no runs.",Dot ball,0
54.0,Over 54. 2 runs. Bowler: JP King. Dolphins: 138/3(rr 2.56),End of over,
54.1,"Renaldo Meyer to Khaya Zondo. Length ball, cutting, Edged to short third man for no runs.",Dot ball,0
54.2,"Renaldo Meyer to Khaya Zondo. Back of a length, defending, mis-timed to gully for no runs.",Dot ball,0
54.3,"Renaldo Meyer to Khaya Zondo. Back of a length, cutting, Edged for no runs, fielded by Cotani.",Dot ball,0
54.4,"Renaldo Meyer to Khaya Zondo. Back of a length, working, Played to leg gully for 1 run, shy attempt by Britz.",One run,1
54.5,"Renaldo Meyer to Jason Smith. Back of a length, cutting, Hit Hard to point for no runs, fielded by James.",Dot ball,0
54.6,"Renaldo Meyer to Jason Smith. Length ball, defending, Hit Hard to mid off for no runs.",Dot ball,0
55.0,Over 55. 1 run. Bowler: Renaldo Meyer. Dolphins: 139/3(rr 2.53),End of over,
55.1,"JP King to Khaya Zondo. Length ball, reverse sweeping, missed for no runs, fielded by Cotani.",Dot ball,0
55.2,"JP King to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
55.3,"JP King to Khaya Zondo. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
55.4,"JP King to Khaya Zondo. Length ball, glancing, Played to leg gully for no runs.",Dot ball,0
55.5,"JP King to Khaya Zondo. Length ball, glancing, Played to leg gully for no runs.",Dot ball,0
55.6,"JP King to Khaya Zondo. Length ball, driving, Played to deep cover for 1 run, fielded by Jansen.",One run,1
56.0,Over 56. 1 run. Bowler: JP King. Dolphins: 140/3(rr 2.50),End of over,
56.1,"Renaldo Meyer to Khaya Zondo. Back of a length, Steer, Played to gully for no runs, fielded by Pillay.",Dot ball,0
56.2,"Renaldo Meyer to Khaya Zondo. Length ball, defending, mis-timed to silly point for no runs.",Dot ball,0
56.3,"APPEAL! Renaldo Meyer to Khaya Zondo. Back of a length, defending, hit body for no runs, caught by Cotani, appeal made for Caught.",Dot ball,0
56.4,"Renaldo Meyer to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
56.5,"Renaldo Meyer to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
56.6,"Renaldo Meyer to Khaya Zondo. Length ball, flick, Missed (Leg Side) for no runs, fielded by Cotani.",Dot ball,0
57.0,Over 57. no runs. Bowler: Renaldo Meyer. Dolphins: 140/3(rr 2.46),End of over,
57.1,"JP King to Jason Smith. Length ball, driving, Played to mid on for 1 run.",One run,1
57.2,"FOUR! JP King to Khaya Zondo. Length ball, driving, Hit Hard in the air under control past long on for 4 runs.",Four runs,4
57.3,"JP King to Khaya Zondo. Length ball, driving, Played to mid off for no runs.",Dot ball,0
57.4,"JP King to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
57.5,"JP King to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
57.6,"JP King to Khaya Zondo. Length ball, reverse sweeping, Played to first slip for no runs, fielded by Marshall.",Dot ball,0
58.0,Over 58. 5 runs. Bowler: JP King. Dolphins: 145/3(rr 2.50),End of over,
58.1,"Renaldo Meyer to Jason Smith. Length ball, driving, Edged to silly mid on for no runs.",Dot ball,0
58.2,"Renaldo Meyer to Jason Smith. Back of a length, defending, Played to silly mid off for no runs, fielded by Senokwane.",Dot ball,0
58.3,"Renaldo Meyer to Jason Smith. Back of a length, cutting, Played to point for no runs.",Dot ball,0
58.4,"Renaldo Meyer to Jason Smith. Length ball, defending, Edged to silly point for no runs.",Dot ball,0
58.5,"FOUR! Renaldo Meyer to Jason Smith. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
58.6,"Renaldo Meyer to Jason Smith. Length ball, driving, mis-timed to mid off for no runs.",Dot ball,0
59.0,Over 59. 4 runs. Bowler: Renaldo Meyer. Dolphins: 149/3(rr 2.53),End of over,
59.1,"JP King to Khaya Zondo. Length ball, driving, Played to mid on for 1 run, fielded by Senokwane.",One run,1
59.2,"FOUR! JP King to Jason Smith. Length ball, driving, Hit Hard in the air under control past long off for 4 runs.",Four runs,4
59.3,"JP King to Jason Smith. Length ball, Leave, Missed (Leg Side) for no runs, fielded by Cotani.",Dot ball,0
59.4,"JP King to Jason Smith. Length ball, driving, Played to mid wicket for no runs, fielded by James.",Dot ball,0
59.5,"JP King to Jason Smith. Length ball, glancing, Played to leg gully for no runs, fielded by Hawken.",Dot ball,0
59.6,"JP King to Jason Smith. Back of a length, driving, Played to deep cover for 3 runs, run save by Meyer.",Three runs,3
60.0,Over 60. 8 runs. Bowler: JP King. Dolphins: 157/3(rr 2.62),End of over,
60.1,"Renaldo Meyer to Jason Smith. Length ball, driving, Played to cover for 1 run, fielded by King.",One run,1
60.2,"Renaldo Meyer to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
60.3,"Renaldo Meyer to Khaya Zondo. Short, Leave, for no runs, fielded by Cotani.",Dot ball,0
60.4,"Renaldo Meyer to Khaya Zondo. Back of a length, dropped, Played to point for 1 run.",One run,1
60.5,"FOUR! Renaldo Meyer to Jason Smith. Back of a length, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
60.6,"Renaldo Meyer to Jason Smith. Length ball, defending, Hit Hard to mid off for no runs, fielded by Hawken.",Dot ball,0
61.0,Over 61. 6 runs. Bowler: Renaldo Meyer. Dolphins: 163/3(rr 2.67),End of over,
61.1,"Juan James to Khaya Zondo. Length ball, defending, Played to silly mid on for no runs, fielded by Pillay.",Dot ball,0
61.2,"Juan James to Khaya Zondo. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
61.3,"Juan James to Khaya Zondo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
61.4,"Juan James to Khaya Zondo. Length ball, defending, Played to silly point for no runs.",Dot ball,0
61.5,"Juan James to Khaya Zondo. Length ball, cutting, Played to point for 1 run, fielded by Jansen.",One run,1
61.6,"Juan James to Jason Smith. Length ball, cutting, mis-timed to extra cover for no runs, fielded by Mokoena.",Dot ball,0
62.0,Over 62. 1 run. Bowler: Juan James. Dolphins: 164/3(rr 2.65),End of over,
62.1,"Chris Britz to Khaya Zondo. Length ball, defending, Played to cover for no runs.",Dot ball,0
62.2,"FOUR! Chris Britz to Khaya Zondo. Back of a length, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
62.3,"Chris Britz to Khaya Zondo. Length ball, cutting, Played to deep backward point for 2 runs, fielded by James.",Two runs,2
62.4,"Chris Britz to Khaya Zondo. Length ball, defending, Played to short mid wicket for no runs, fielded by Marshall.",Dot ball,0
62.5,"Chris Britz to Khaya Zondo. Length ball, driving, mis-timed back to bowler for no runs.",Dot ball,0
62.6,"Chris Britz to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
63.0,Over 63. 6 runs. Bowler: Chris Britz. Dolphins: 170/3(rr 2.70),End of over,
63.1,"Juan James to Jason Smith. Length ball, defending, mis-timed to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
63.2,"Juan James to Jason Smith. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
63.3,"Juan James to Jason Smith. Length ball, working, Played to mid wicket for 1 run.",One run,1
63.4,"Juan James to Khaya Zondo. Length ball, defending, Played to short leg for no runs.",Dot ball,0
63.5,"Juan James to Khaya Zondo. Length ball, cutting, Edged to third man for 3 runs, run save by Marshall.",Three runs,3
63.6,"Juan James to Jason Smith. Back of a length, pulling, Played to deep square leg for 1 run, fielded by King.",One run,1
64.0,Over 64. 5 runs. Bowler: Juan James. Dolphins: 175/3(rr 2.73),End of over,
64.1,"Chris Britz to Jason Smith. Length ball, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
64.2,"Chris Britz to Jason Smith. Full toss, driving, mis-timed to short mid wicket for no runs, fielded by Marshall.",Dot ball,0
64.3,"APPEAL! Chris Britz to Jason Smith. Length ball, defending, hit pad for no runs, appeal made for L.B.W.",Dot ball,0
64.4,"Chris Britz to Jason Smith. Length ball, driving, mis-timed to mid wicket for no runs, fielded by James.",Dot ball,0
64.5,"Chris Britz to Jason Smith. Length ball, cutting, Played to point for 1 run, fielded by Senokwane.",One run,1
64.6,"Chris Britz to Khaya Zondo. Length ball, driving, Played to silly mid off for no runs, fielded by Meyer.",Dot ball,0
65.0,Over 65. 1 run. Bowler: Chris Britz. Dolphins: 176/3(rr 2.71),End of over,
65.1,"Juan James to Jason Smith. Length ball, driving, Played to mid off for no runs, fielded by Hawken.",Dot ball,0
65.2,"Juan James to Jason Smith. Half volley, driving, Hit Hard to extra cover for no runs, fielded by Mokoena.",Dot ball,0
65.3,"Juan James to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
65.4,"Juan James to Jason Smith. Length ball, driving, Played to long on for 1 run, fielded by Senokwane.",One run,1
65.5,"Juan James to Khaya Zondo. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
65.6,"Juan James to Khaya Zondo. Length ball, Steer, Played to point for 1 run.",One run,1
66.0,Over 66. 2 runs. Bowler: Juan James. Dolphins: 178/3(rr 2.70),End of over,
66.1,"Chris Britz to Khaya Zondo. Back of a length, defending, Played to point for no runs.",Dot ball,0
66.2,"Chris Britz to Khaya Zondo. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
66.3,"Chris Britz to Khaya Zondo. Full toss, flick, Played to square leg for 1 run, fielded by Hawken.",One run,1
66.4,"Chris Britz to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
66.5,"Chris Britz to Jason Smith. Length ball, pushing, mis-timed in the air uncontrolled to short extra cover for 1 run.",One run,1
66.6,"Chris Britz to Khaya Zondo. Half volley, driving, mis-timed to short mid wicket for no runs, fielded by Marshall.",Dot ball,0
67.0,Over 67. 2 runs. Bowler: Chris Britz. Dolphins: 180/3(rr 2.69),End of over,
67.1,"Juan James to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.2,"Juan James to Jason Smith. Back of a length, driving, Played back to bowler for no runs.",Dot ball,0
67.3,"Juan James to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.4,"Juan James to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.5,"Juan James to Jason Smith. Length ball, defending, Played to short mid wicket for no runs, fielded by Pillay.",Dot ball,0
67.6,"Juan James to Jason Smith. Back of a length, driving, Played to mid off for no runs, fielded by Hawken.",Dot ball,0
68.0,Over 68. no runs. Bowler: Juan James. Dolphins: 180/3(rr 2.65),End of over,
68.1,"Chris Britz to Khaya Zondo. Length ball, defending, Played to point for no runs, fielded by James.",Dot ball,0
68.2,"Chris Britz to Khaya Zondo. Length ball, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
68.3,"Chris Britz to Khaya Zondo. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
68.4,"Chris Britz to Khaya Zondo. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
68.5,"OUT! L.B.W. Chris Britz to Khaya Zondo. Length ball, defending, hit pad.",Wicket,W
68.6,"Chris Britz to Grant Roelofsen. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
69.0,Over 69. no runs. Bowler: Chris Britz. Dolphins: 180/4(rr 2.61),End of over,
69.1,"Juan James to Jason Smith. Length ball, driving, Played to long on for 1 run, fielded by Senokwane.",One run,1
69.2,"Juan James to Grant Roelofsen. Length ball, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
69.3,"Juan James to Grant Roelofsen. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
69.4,"Juan James to Grant Roelofsen. Full toss, driving, Played to mid off for no runs.",Dot ball,0
69.5,"Juan James to Grant Roelofsen. Length ball, glancing, Played to square leg for 1 run.",One run,1
69.6,"Juan James to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
70.0,Over 70. 2 runs. Bowler: Juan James. Dolphins: 182/4(rr 2.60),End of over,
70.1,"Chris Britz to Grant Roelofsen. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
70.2,"Chris Britz to Grant Roelofsen. Back of a length, dropped, Played to gully for no runs.",Dot ball,0
70.3,"Chris Britz to Grant Roelofsen. Length ball, Leave, past fine leg for 4 runs, mis-fielded by Cotani.",Bye,b
70.4,"Chris Britz to Grant Roelofsen. Length ball, defending, Played to short extra cover for no runs, fielded by Mokoena.",Dot ball,0
70.5,"Chris Britz to Grant Roelofsen. Length ball, defending, Played to short leg for no runs.",Dot ball,0
70.6,"Chris Britz to Grant Roelofsen. Length ball, driving, Played to mid off for no runs, fielded by Meyer.",Dot ball,0
71.0,Over 71. 4 runs. Bowler: Chris Britz. Dolphins: 186/4(rr 2.62),End of over,
71.1,"Juan James to Jason Smith. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Cotani.",Dot ball,0
71.2,"Juan James to Jason Smith. Length ball, driving, Played to cover for 1 run, fielded by Jansen.",One run,1
71.3,"Juan James to Grant Roelofsen. Length ball, defending, Played to short leg for no runs.",Dot ball,0
71.4,"Juan James to Grant Roelofsen. Length ball, cutting, Played to point for no runs, fielded by Jansen.",Dot ball,0
71.5,"Juan James to Grant Roelofsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
71.6,"SIX! Juan James to Grant Roelofsen. Back of a length, hooking, Hit Hard in the air under control over deep mid wicket for 6 runs.",Six runs,6
72.0,Over 72. 7 runs. Bowler: Juan James. Dolphins: 193/4(rr 2.68),End of over,
72.1,"Chris Britz to Jason Smith. Length ball, driving, Played to deep cover for 2 runs, run save by Hawken.",Two runs,2
72.2,"Chris Britz to Jason Smith. Length ball, cutting, Played to point for no runs, fielded by King.",Dot ball,0
72.3,"Chris Britz to Jason Smith. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
72.4,"Chris Britz to Jason Smith. Length ball, dropped, Played to mid off for no runs, fielded by Meyer.",Dot ball,0
72.5,"Chris Britz to Jason Smith. Back of a length, pulling, Hit Hard to square leg for no runs, fielded by King.",Dot ball,0
72.6,"Chris Britz to Jason Smith. Length ball, driving, Played to mid on for no runs, fielded by Jansen.",Dot ball,0
73.0,Over 73. 2 runs. Bowler: Chris Britz. Dolphins: 195/4(rr 2.67),End of over,
73.1,"Juan James to Grant Roelofsen. Length ball, driving, Played to cover for no runs, fielded by Mokoena.",Dot ball,0
73.2,"Juan James to Grant Roelofsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
