Ov,T,S,Sv
37.2,"FOUR! Kieran McComb to Mark Chapman. Length ball, pulling, Hit Hard past deep square leg for 4 runs.",Four runs,4
37.3,"Kieran McComb to Mark Chapman. Half volley, working, Hit Hard to mid on for no runs.",Dot ball,0
37.4,"Kieran McComb to Mark Chapman. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
37.5,"FOUR! Kieran McComb to Mark Chapman. Half volley, sweeping, Hit Hard past fine leg for 4 runs.",Four runs,4
37.6,"Kieran McComb to Mark Chapman. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
38.0,Over 38. 8 runs. Bowler: Kieran McComb. Auckland Aces: 120/1(rr 3.16),End of over,
38.1,"Iain McPeake to Sean Solia. Length ball, defending, Played to mid off for no runs.",Dot ball,0
38.2,"Iain McPeake to Sean Solia. Length ball, working, Hit Hard to long on for 3 runs.",Three runs,3
38.3,"Iain McPeake to Mark Chapman. Half volley, driving, Hit Hard to long off for 3 runs.",Three runs,3
38.4,"Iain McPeake to Sean Solia. Short, pulling, Played to fine leg for 1 run.",One run,1
38.5,"Iain McPeake to Mark Chapman. Back of a length, defending, Played to silly mid off for no runs.",Dot ball,0
38.6,"FOUR! Iain McPeake to Mark Chapman. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
39.0,Over 39. 11 runs. Bowler: Iain McPeake. Auckland Aces: 131/1(rr 3.36),End of over,
39.1,"Kieran McComb to Sean Solia. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
39.2,"Kieran McComb to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
39.3,"Kieran McComb to Sean Solia. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
39.4,"Kieran McComb to Sean Solia. Length ball, flick, Played to square leg for no runs.",Dot ball,0
39.5,"Kieran McComb to Sean Solia. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
39.6,"Kieran McComb to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
40.0,Over 40. no runs. Bowler: Kieran McComb. Auckland Aces: 131/1(rr 3.27),End of over,
40.1,"Muhammad Abbas to Mark Chapman. Half volley, working, Played to deep backward square leg for 1 run.",One run,1
40.2,"Muhammad Abbas to Sean Solia. Half volley, driving, Played to mid off for no runs.",Dot ball,0
40.3,"Muhammad Abbas to Sean Solia. Half volley, driving, Hit Hard to deep extra cover for 3 runs.",Three runs,3
40.4,"Muhammad Abbas to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
40.5,"Muhammad Abbas to Mark Chapman. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
40.6,"Muhammad Abbas to Mark Chapman. Length ball, defending, Played to cover for no runs.",Dot ball,0
41.0,Over 41. 4 runs. Bowler: Muhammad Abbas. Auckland Aces: 135/1(rr 3.29),End of over,
41.1,"Kieran McComb to Sean Solia. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
41.2,"Kieran McComb to Sean Solia. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
41.3,"Kieran McComb to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
41.4,"Kieran McComb to Sean Solia. Half volley, defending, Played to mid off for no runs.",Dot ball,0
41.5,"SIX! Kieran McComb to Sean Solia. Half volley, Slog, Hit Hard in the air under control over long on for 6 runs.",Six runs,6
41.6,"Kieran McComb to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
42.0,Over 42. 6 runs. Bowler: Kieran McComb. Auckland Aces: 141/1(rr 3.36),End of over,
42.1,"Muhammad Abbas to Mark Chapman. Length ball, driving, Hit Hard to mid on for no runs.",Dot ball,0
42.2,"Muhammad Abbas to Mark Chapman. Half volley, working, Played to mid wicket for no runs.",Dot ball,0
42.3,"Muhammad Abbas to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
42.4,"Muhammad Abbas to Mark Chapman. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
42.5,"Muhammad Abbas to Mark Chapman. Short, defending, missed for no runs, fielded by McLachlan.",Dot ball,0
42.6,"Muhammad Abbas to Mark Chapman. Length ball, flick, Played to fine leg for 1 run.",One run,1
43.0,Over 43. 1 run. Bowler: Muhammad Abbas. Auckland Aces: 142/1(rr 3.30),End of over,
43.1,"Kieran McComb to Mark Chapman. Length ball, working, Played to mid on for 1 run.",One run,1
43.2,"Kieran McComb to Sean Solia. Length ball, working, Played to mid on for 1 run.",One run,1
43.3,"Kieran McComb to Mark Chapman. Length ball, defending, Played to short leg for no runs.",Dot ball,0
43.4,"Kieran McComb to Mark Chapman. Length ball, working, Played to leg gully for no runs.",Dot ball,0
43.5,"Kieran McComb to Mark Chapman. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
43.6,"Kieran McComb to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
44.0,Over 44. 2 runs. Bowler: Kieran McComb. Auckland Aces: 145/1(rr 3.30),End of over,
44.1,"Muhammad Abbas to Sean Solia. Length ball, Steer, Played to gully for no runs.",Dot ball,0
44.2,"Muhammad Abbas to Sean Solia. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
44.3,"Muhammad Abbas to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
44.4,"Muhammad Abbas to Sean Solia. Length ball, flick, Played to fine leg for 2 runs.",Two runs,2
44.5,"Muhammad Abbas to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
44.6,"Muhammad Abbas to Sean Solia. Length ball, working, Played to mid on for 1 run.",One run,1
45.0,Over 45. 3 runs. Bowler: Muhammad Abbas. Auckland Aces: 147/1(rr 3.27),End of over,
45.1,"Kieran McComb to Sean Solia. Length ball, driving, Played to mid off for no runs.",Dot ball,0
45.2,"Kieran McComb to Sean Solia. Length ball, working, Played to backward square leg for 2 runs.",Two runs,2
45.3,"Kieran McComb to Sean Solia. Length ball, driving, Played to mid on for 1 run.",One run,1
45.4,"Kieran McComb to Mark Chapman. Length ball, sweeping, Hit Hard to fine leg for no runs.",Dot ball,0
45.5,"FOUR! Kieran McComb to Mark Chapman. Length ball, sweeping, Hit Hard past fine leg for 4 runs.",Four runs,4
45.6,"FOUR! Kieran McComb to Mark Chapman. Length ball, driving, Played past long off for 4 runs.",Four runs,4
46.0,Over 46. 11 runs. Bowler: Kieran McComb. Auckland Aces: 158/1(rr 3.43),End of over,
46.1,"Muhammad Abbas to Sean Solia. Length ball, defending, Played to mid off for no runs.",Dot ball,0
46.2,"Muhammad Abbas to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
46.3,"Muhammad Abbas to Sean Solia. Length ball, driving, Played to mid wicket for no runs.",Dot ball,0
46.4,"Muhammad Abbas to Sean Solia. Short, pulling, Played to deep backward square leg for 1 run.",One run,1
46.5,"Muhammad Abbas to Mark Chapman. Length ball, Steer, Played to gully for no runs.",Dot ball,0
46.6,"Muhammad Abbas to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
47.0,Over 47. 1 run. Bowler: Muhammad Abbas. Auckland Aces: 159/1(rr 3.38),End of over,
47.1,"Rachin Ravindra to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
47.2,"Rachin Ravindra to Sean Solia. Length ball, working, Missed (Leg Side) for no runs, fielded by McLachlan.",Dot ball,0
47.3,"Rachin Ravindra to Sean Solia. Half volley, defending, Played to silly mid on for no runs.",Dot ball,0
47.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to point for 1 run.",One run,1
47.5,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
47.6,"Rachin Ravindra to Mark Chapman. Length ball, sweeping, Played to deep square leg for 1 run.",One run,1
48.0,Over 48. 2 runs. Bowler: Rachin Ravindra. Auckland Aces: 164/1(rr 3.42),End of over,
48.1,"Muhammad Abbas to Mark Chapman. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
48.2,"Muhammad Abbas to Mark Chapman. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
48.3,"Muhammad Abbas to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
48.4,"Muhammad Abbas to Mark Chapman. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
48.5,"Muhammad Abbas to Mark Chapman. Length ball, driving, Hit Hard to mid off for no runs.",Dot ball,0
48.6,"Muhammad Abbas to Mark Chapman. Length ball, defending, Hit Hard to silly mid off for no runs.",Dot ball,0
49.0,Over 49. no runs. Bowler: Muhammad Abbas. Auckland Aces: 161/1(rr 3.29),End of over,
49.1,"Rachin Ravindra to Sean Solia. Length ball, working, Played to long on for 1 run.",One run,1
49.2,"Rachin Ravindra to Mark Chapman. Half volley, pushing, Played back to bowler for no runs.",Dot ball,0
49.3,"Rachin Ravindra to Mark Chapman. Half volley, driving, Played to long off for 1 run.",One run,1
49.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
49.5,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to mid off for no runs.",Dot ball,0
49.6,"Rachin Ravindra to Sean Solia. Length ball, working, Played to long on for 1 run.",One run,1
50.0,Over 50. 3 runs. Bowler: Rachin Ravindra. Auckland Aces: 164/1(rr 3.28),End of over,
50.1,"Muhammad Abbas to Sean Solia. Yorker, Steer, missed for no runs, fielded by McLachlan.",Dot ball,0
50.2,"Muhammad Abbas to Sean Solia. Length ball, defending, missed for no runs, fielded by McLachlan.",Dot ball,0
50.3,"Muhammad Abbas to Sean Solia. Length ball, driving, Played to mid off for 1 run.",One run,1
50.4,"Muhammad Abbas to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
50.5,"Muhammad Abbas to Mark Chapman. Length ball, dropped, Played to extra cover for 1 run.",One run,1
50.6,"Muhammad Abbas to Sean Solia. Short, pulling, missed for no runs, fielded by McLachlan.",Dot ball,0
51.0,Over 51. 2 runs. Bowler: Muhammad Abbas. Auckland Aces: 166/1(rr 3.25),End of over,
51.1,"FOUR! Rachin Ravindra to Mark Chapman. Back of a length, pulling, Hit Hard past fine leg for 4 runs.",Four runs,4
51.2,"SIX! Rachin Ravindra to Mark Chapman. Length ball, pulling, Hit Hard in the air under control over deep backward square leg for 6 runs.",Six runs,6
51.3,"Rachin Ravindra to Mark Chapman. Length ball, driving, Hit Hard to mid off for 1 run.",One run,1
51.4,"Rachin Ravindra to Sean Solia. Length ball, driving, Hit Hard back to bowler for no runs.",Dot ball,0
51.5,"Rachin Ravindra to Sean Solia. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
51.6,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
52.0,Over 52. 11 runs. Bowler: Rachin Ravindra. Auckland Aces: 177/1(rr 3.40),End of over,
52.1,"Michael Snedden to Mark Chapman. Short, pulling, Played to deep square leg for 1 run.",One run,1
52.2,"Michael Snedden to Sean Solia. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
52.3,"Michael Snedden to Sean Solia. Length ball, Steer, Played to gully for no runs.",Dot ball,0
52.4,"Michael Snedden to Sean Solia. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
52.5,"Michael Snedden to Mark Chapman. Half volley, pushing, Played to mid on for no runs.",Dot ball,0
52.5,"No ball Michael Snedden to Sean Solia. Length ball, driving, Edged to second slip and it was a no ball.",No ball,nb
52.6,"Michael Snedden to Mark Chapman. Length ball, dropped, Played to short mid wicket for 1 run.",One run,1
53.0,Over 53. 4 runs. Bowler: Michael Snedden. Auckland Aces: 181/1(rr 3.42),End of over,
53.1,"Rachin Ravindra to Mark Chapman. Length ball, working, Hit Hard to mid wicket for no runs.",Dot ball,0
53.2,"Rachin Ravindra to Mark Chapman. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
53.3,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to fine leg for 2 runs.",Two runs,2
53.4,"FOUR! Rachin Ravindra to Mark Chapman. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
53.5,"Rachin Ravindra to Mark Chapman. Length ball, dropped, Played to short leg for no runs.",Dot ball,0
53.6,"Rachin Ravindra to Mark Chapman. Length ball, driving, Played to long on for 1 run.",One run,1
54.0,Over 54. 7 runs. Bowler: Rachin Ravindra. Auckland Aces: 188/1(rr 3.48),End of over,
54.1,"Michael Snedden to Mark Chapman. Length ball, working, Played to long on for 2 runs.",Two runs,2
54.2,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
54.3,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
54.4,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
54.5,"FOUR! Michael Snedden to Mark Chapman. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
54.6,"Michael Snedden to Mark Chapman. Length ball, driving, Played to silly mid off for 1 run.",One run,1
55.0,Over 55. 7 runs. Bowler: Michael Snedden. Auckland Aces: 195/1(rr 3.55),End of over,
55.1,"Rachin Ravindra to Mark Chapman. Length ball, dropped, Played to short leg for no runs.",Dot ball,0
55.2,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to short fine leg for 1 run.",One run,1
55.3,"Rachin Ravindra to Sean Solia. Half volley, pushing, Played back to bowler for no runs.",Dot ball,0
55.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
55.5,"Rachin Ravindra to Sean Solia. Yorker, working, Played to short mid wicket for no runs.",Dot ball,0
55.6,"FOUR! Rachin Ravindra to Sean Solia. Length ball, pulling, Hit Hard in the air under control past deep square leg for 4 runs.",Four runs,4
56.0,Over 56. 5 runs. Bowler: Rachin Ravindra. Auckland Aces: 200/1(rr 3.57),End of over,
56.1,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
56.2,"FOUR! Michael Snedden to Mark Chapman. Half volley, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
56.3,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
56.4,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
56.5,"Michael Snedden to Mark Chapman. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
56.6,"Michael Snedden to Mark Chapman. Length ball, driving, Hit Hard to mid off for no runs.",Dot ball,0
57.0,Over 57. 4 runs. Bowler: Michael Snedden. Auckland Aces: 204/1(rr 3.58),End of over,
57.1,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
57.2,"Rachin Ravindra to Sean Solia. Half volley, working, Played to mid wicket for no runs.",Dot ball,0
57.3,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
57.4,"Rachin Ravindra to Sean Solia. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
57.5,"Rachin Ravindra to Sean Solia. Half volley, reverse sweeping, Played to deep cover for 1 run.",One run,1
57.6,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
58.0,Over 58. 1 run. Bowler: Rachin Ravindra. Auckland Aces: 205/1(rr 3.53),End of over,
58.1,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
58.2,"Michael Snedden to Sean Solia. Half volley, driving, Played to silly mid off for no runs.",Dot ball,0
58.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
58.4,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
58.5,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
58.6,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
59.0,Over 59. no runs. Bowler: Michael Snedden. Auckland Aces: 205/1(rr 3.47),End of over,
59.1,"Rachin Ravindra to Mark Chapman. Length ball, driving, Played to deep point for 1 run.",One run,1
59.2,"Rachin Ravindra to Sean Solia. Half volley, pushing, Played to short mid wicket for no runs.",Dot ball,0
59.3,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
59.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
59.5,"Rachin Ravindra to Sean Solia. Yorker, driving, Played to mid off for 1 run.",One run,1
59.6,"Rachin Ravindra to Mark Chapman. Half volley, driving, Hit Hard back to bowler for no runs.",Dot ball,0
60.0,Over 60. 2 runs. Bowler: Rachin Ravindra. Auckland Aces: 207/1(rr 3.45),End of over,
60.1,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
60.2,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
60.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
60.4,"Michael Snedden to Sean Solia. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
60.5,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
60.6,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
61.0,Over 61. no runs. Bowler: Michael Snedden. Auckland Aces: 207/1(rr 3.39),End of over,
61.1,"Rachin Ravindra to Mark Chapman. Half volley, driving, Played to long on for 1 run.",One run,1
61.2,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
61.3,"Rachin Ravindra to Sean Solia. Half volley, driving, Played to mid off for 1 run.",One run,1
61.4,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to short leg for no runs.",Dot ball,0
61.5,"Rachin Ravindra to Mark Chapman. Length ball, pulling, Hit Hard to deep mid wicket for 1 run.",One run,1
61.6,"Rachin Ravindra to Sean Solia. Length ball, dropped, Played to gully for 1 run.",One run,1
62.0,Over 62. 4 runs. Bowler: Rachin Ravindra. Auckland Aces: 211/1(rr 3.40),End of over,
62.1,"No ball Michael Snedden to Sean Solia. Half volley, working, Played to short mid wicket and it was a no ball.",No ball,nb
62.1,"Michael Snedden to Sean Solia. Length ball, driving, Played to mid off for no runs.",Dot ball,0
62.2,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
62.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
62.4,"Michael Snedden to Sean Solia. Short, pulling, Played to fine leg for 1 run.",One run,1
62.5,"Michael Snedden to Mark Chapman. Yorker, Steer, missed for no runs, fielded by McLachlan.",Dot ball,0
62.6,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs.",Dot ball,0
63.0,Over 63. 2 runs. Bowler: Michael Snedden. Auckland Aces: 212/1(rr 3.37),End of over,
63.1,"Rachin Ravindra to Sean Solia. Length ball, reverse sweeping, Played to cover for 1 run.",One run,1
63.2,"Rachin Ravindra to Mark Chapman. Length ball, driving, Played to mid off for 1 run.",One run,1
63.3,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
63.4,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
63.5,"Rachin Ravindra to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
63.6,"Rachin Ravindra to Sean Solia. Length ball, working, Played to fine leg for 1 run.",One run,1
64.0,Over 64. 3 runs. Bowler: Rachin Ravindra. Auckland Aces: 216/1(rr 3.38),End of over,
64.1,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
64.2,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
64.2,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
64.3,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
64.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
64.4,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
64.5,"Michael Snedden to Sean Solia. Length ball, pulling, Played to fine leg for 1 run.",One run,1
64.6,"Michael Snedden to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
65.0,Over 65. 3 runs. Bowler: Michael Snedden. Auckland Aces: 219/1(rr 3.37),End of over,
65.1,"Rachin Ravindra to Sean Solia. Length ball, working, Played to fine leg for 2 runs.",Two runs,2
65.2,"FOUR! Rachin Ravindra to Sean Solia. Length ball, reverse sweeping, Hit Hard past third man for 4 runs.",Four runs,4
65.3,"Rachin Ravindra to Sean Solia. Length ball, flick, Missed (Leg Side) for no runs, fielded by McLachlan.",Dot ball,0
65.4,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
65.5,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
65.6,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
66.0,Over 66. 6 runs. Bowler: Rachin Ravindra. Auckland Aces: 225/1(rr 3.41),End of over,
66.1,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
66.2,"Logan van Beek to Mark Chapman. Length ball, pulling, Hit Hard to deep square leg for 1 run.",One run,1
66.3,"Logan van Beek to Sean Solia. Length ball, pulling, Missed (Leg Side) for no runs, fielded by McLachlan.",Dot ball,0
66.4,"Logan van Beek to Sean Solia. Length ball, pulling, Played to square leg for no runs.",Dot ball,0
66.5,"Logan van Beek to Sean Solia. Length ball, flick, Played to leg gully for no runs.",Dot ball,0
66.6,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
67.0,Over 67. 1 run. Bowler: Logan van Beek. Auckland Aces: 226/1(rr 3.37),End of over,
67.1,"Luke Georgeson to Mark Chapman. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.2,"Luke Georgeson to Mark Chapman. Length ball, driving, Played to mid off for 1 run.",One run,1
67.3,"Luke Georgeson to Sean Solia. Back of a length, defending, Played to point for no runs.",Dot ball,0
67.4,"Luke Georgeson to Sean Solia. Length ball, defending, mis-timed for no runs, fielded by McLachlan.",Dot ball,0
67.5,"Luke Georgeson to Sean Solia. Length ball, cutting, Played to deep cover for 1 run.",One run,1
67.6,"FOUR! Luke Georgeson to Mark Chapman. Length ball, pulling, Hit Hard past deep square leg for 4 runs.",Four runs,4
68.0,Over 68. 6 runs. Bowler: Luke Georgeson. Auckland Aces: 232/1(rr 3.41),End of over,
68.1,"Logan van Beek to Sean Solia. Short, pulling, Hit Hard to mid wicket for no runs.",Dot ball,0
68.2,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
68.3,"Logan van Beek to Sean Solia. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
68.4,"Logan van Beek to Sean Solia. Back of a length, flick, Missed (Leg Side) for no runs, fielded by McLachlan.",Dot ball,0
68.5,"Logan van Beek to Sean Solia. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
68.6,"Logan van Beek to Sean Solia. Back of a length, defending, Played to point for 1 run.",One run,1
69.0,Over 69. 1 run. Bowler: Logan van Beek. Auckland Aces: 233/1(rr 3.38),End of over,
69.1,"Luke Georgeson to Sean Solia. Length ball, driving, Played to mid off for no runs.",Dot ball,0
69.2,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
69.3,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
69.4,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
69.5,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
69.6,"Luke Georgeson to Sean Solia. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
70.0,Over 70. no runs. Bowler: Luke Georgeson. Auckland Aces: 233/1(rr 3.33),End of over,
70.1,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
70.2,"Logan van Beek to Mark Chapman. Back of a length, pulling, Hit Hard to mid wicket for no runs.",Dot ball,0
70.3,"Logan van Beek to Sean Solia. Length ball, flick, Played to leg gully for no runs.",Dot ball,0
70.3,"No ball Logan van Beek to Mark Chapman. Back of a length, pulling, Hit Hard to fine leg and it was a no ball.",No ball,nb
70.4,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
70.5,"Logan van Beek to Sean Solia. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
70.6,"Logan van Beek to Sean Solia. Length ball, flick, Played to fine leg for 1 run.",One run,1
71.0,Over 71. 3 runs. Bowler: Logan van Beek. Auckland Aces: 236/1(rr 3.32),End of over,
71.1,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
71.2,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
71.3,"Luke Georgeson to Sean Solia. Length ball, driving, Played to deep extra cover for 1 run.",One run,1
71.4,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
71.5,"Luke Georgeson to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
71.6,"Luke Georgeson to Mark Chapman. Length ball, driving, Hit Hard to long off for 1 run.",One run,1
72.0,Over 72. 2 runs. Bowler: Luke Georgeson. Auckland Aces: 238/1(rr 3.31),End of over,
72.1,"Logan van Beek to Mark Chapman. Short, pulling, Hit Hard to deep square leg for 1 run.",One run,1
72.2,"Logan van Beek to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
72.3,"Logan van Beek to Sean Solia. Short, defending, Played to short leg for no runs.",Dot ball,0
72.4,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
72.5,"Logan van Beek to Sean Solia. Short, pulling, Hit Hard to fine leg for 1 run.",One run,1
72.6,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
73.0,Over 73. 2 runs. Bowler: Logan van Beek. Auckland Aces: 240/1(rr 3.29),End of over,
73.1,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
73.2,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
73.3,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
73.4,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
73.5,"Luke Georgeson to Sean Solia. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
73.6,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
74.0,Over 74. no runs. Bowler: Luke Georgeson. Auckland Aces: 240/1(rr 3.24),End of over,
74.1,"Iain McPeake to Mark Chapman. Half volley, defending, Played to short leg for no runs.",Dot ball,0
74.2,"Iain McPeake to Mark Chapman. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
74.3,"Iain McPeake to Mark Chapman. Length ball, defending, Edged to leg gully for 1 run.",One run,1
