Ov,T,S,Sv
36.4,"Ross ter Braak to Kusal Mendis. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
36.5,"Ross ter Braak to Kusal Mendis. Length ball, driving, Played to mid wicket for no runs.",Dot ball,0
36.6,"Ross ter Braak to Kusal Mendis. Back of a length, cutting, Played to deep backward point for 1 run.",One run,1
37.0,Over 37. 1 run. Bowler: Ross ter Braak. Sri Lanka: 189/1(rr 5.11),End of over,
37.1,"Sean Davey to Kusal Mendis. Length ball, defending, missed for no runs, fielded by Ave.",Dot ball,0
37.2,"FOUR! Sean Davey to Kusal Mendis. Half volley, driving, Edged past third man for 4 runs.",Four runs,4
37.3,"FOUR! Sean Davey to Kusal Mendis. Short, pulling, Played in the air under control past deep mid wicket for 4 runs.",Four runs,4
37.4,"Sean Davey to Kusal Mendis. Back of a length, Steer, Played to third man for 2 runs.",Two runs,2
37.5,"OUT! Caught. Sean Davey to Kusal Mendis. Short, pulling, Played to fine leg, caught by ter Braak.",Wicket,W
37.6,"Sean Davey to Angelo Mathews. Length ball, defending, Played to cover for no runs.",Dot ball,0
38.0,Over 38. 10 runs. Bowler: Sean Davey. Sri Lanka: 199/2(rr 5.24),End of over,
38.1,"Ross ter Braak to Oshada Fernando. Short, Leave, for no runs, fielded by Ave.",Dot ball,0
38.2,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
38.3,"Ross ter Braak to Oshada Fernando. Back of a length, driving, Played to mid wicket for 1 run.",One run,1
38.4,"Ross ter Braak to Angelo Mathews. Half volley, driving, Played to extra cover for no runs.",Dot ball,0
38.5,"Ross ter Braak to Angelo Mathews. Back of a length, pushing, missed for no runs, fielded by Ave.",Dot ball,0
38.6,"Ross ter Braak to Angelo Mathews. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
39.0,Over 39. 1 run. Bowler: Ross ter Braak. Sri Lanka: 200/2(rr 5.13),End of over,
39.1,"Sean Davey to Oshada Fernando. Length ball, driving, Played to deep backward point for 1 run.",One run,1
39.2,"Sean Davey to Angelo Mathews. Back of a length, defending, Played to cover for no runs.",Dot ball,0
39.3,"Sean Davey to Angelo Mathews. Back of a length, driving, Played to mid off for no runs.",Dot ball,0
39.4,"Sean Davey to Angelo Mathews. Length ball, pushing, Edged to third man for 2 runs.",Two runs,2
39.5,"Sean Davey to Angelo Mathews. Length ball, defending, Played to backward point for no runs.",Dot ball,0
39.6,"No ball Sean Davey to Angelo Mathews. Length ball, defending, Played back to bowler and it was a no ball.",No ball,nb
39.7,"Sean Davey to Angelo Mathews. Full toss, defending, Played to mid wicket for 1 run.",One run,1
40.0,Over 40. 5 runs. Bowler: Sean Davey. Sri Lanka: 203/2(rr 5.08),End of over,
40.1,"Ross ter Braak to Angelo Mathews. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
40.2,"Ross ter Braak to Angelo Mathews. Length ball, flick, Played to deep square leg for 2 runs.",Two runs,2
40.3,"Ross ter Braak to Angelo Mathews. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
40.4,"Ross ter Braak to Angelo Mathews. Back of a length, pulling, Played to fine leg for 1 run.",One run,1
40.5,"Ross ter Braak to Dinesh Chandimal. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
40.6,"Ross ter Braak to Dinesh Chandimal. Length ball, driving, Played to mid off for no runs.",Dot ball,0
41.0,Over 41. 3 runs. Bowler: Ross ter Braak. Sri Lanka: 208/2(rr 5.07),End of over,
41.1,"Sean Davey to Angelo Mathews. Back of a length, pulling, Played to deep mid wicket for 2 runs.",Two runs,2
41.2,"Sean Davey to Angelo Mathews. Back of a length, defending, Played to gully for no runs.",Dot ball,0
41.3,"Sean Davey to Angelo Mathews. Length ball, pushing, Played to cover for no runs.",Dot ball,0
41.4,"Sean Davey to Angelo Mathews. Length ball, driving, Played to backward point for no runs.",Dot ball,0
41.5,"Sean Davey to Angelo Mathews. Length ball, defending, missed for no runs, fielded by Ave.",Dot ball,0
41.6,"Sean Davey to Angelo Mathews. Length ball, pushing, Played to short mid wicket for 1 run.",One run,1
42.0,Over 42. 3 runs. Bowler: Sean Davey. Sri Lanka: 211/2(rr 5.02),End of over,
42.1,"FOUR! Blake Coburn to Angelo Mathews. Length ball, cutting, Edged in the air uncontrolled past third man for 4 runs.",Four runs,4
42.2,"Blake Coburn to Angelo Mathews. Length ball, driving, Played to mid on for 1 run.",One run,1
42.3,"Blake Coburn to Dinesh Chandimal. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
42.4,"FOUR! Blake Coburn to Dinesh Chandimal. Length ball, driving, Played past deep cover for 4 runs.",Four runs,4
42.5,"Blake Coburn to Dinesh Chandimal. Length ball, driving, Edged to short third man for 1 run.",One run,1
42.6,"Blake Coburn to Angelo Mathews. Length ball, driving, Played to long off for 1 run.",One run,1
43.0,Over 43. 11 runs. Bowler: Blake Coburn. Sri Lanka: 222/2(rr 5.16),End of over,
43.1,"Sean Davey to Angelo Mathews. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
43.2,"Sean Davey to Angelo Mathews. Length ball, driving, Played to mid on for no runs.",Dot ball,0
43.3,"Sean Davey to Angelo Mathews. Length ball, driving, Played to third man for 2 runs.",Two runs,2
43.4,"Sean Davey to Angelo Mathews. Back of a length, defending, Played to cover for no runs.",Dot ball,0
43.5,"Sean Davey to Angelo Mathews. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
43.6,"Sean Davey to Angelo Mathews. Length ball, driving, Played to mid off for 1 run.",One run,1
44.0,Over 44. 3 runs. Bowler: Sean Davey. Sri Lanka: 225/2(rr 5.11),End of over,
44.1,"Blake Coburn to Angelo Mathews. Length ball, driving, Played to long off for 1 run.",One run,1
44.2,"Blake Coburn to Dinesh Chandimal. Length ball, driving, Played to long off for 1 run.",One run,1
44.3,"Blake Coburn to Angelo Mathews. Length ball, cutting, Played to deep point for 1 run.",One run,1
44.4,"Blake Coburn to Dinesh Chandimal. Length ball, driving, Played to long off for 1 run.",One run,1
44.5,"Blake Coburn to Angelo Mathews. Length ball, driving, Played to long off for 1 run.",One run,1
44.6,"Blake Coburn to Dinesh Chandimal. Length ball, driving, Played to long off for 1 run.",One run,1
45.0,Over 45. 6 runs. Bowler: Blake Coburn. Sri Lanka: 231/2(rr 5.13),End of over,
45.1,"Sean Davey to Dinesh Chandimal. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
45.2,"Sean Davey to Dinesh Chandimal. Length ball, driving, Played back to bowler for no runs.",Dot ball,0
45.3,"Sean Davey to Dinesh Chandimal. Back of a length, pushing, Played to point for no runs.",Dot ball,0
45.4,"Sean Davey to Dinesh Chandimal. Length ball, flick, Played to backward square leg for 1 run.",One run,1
45.5,"Sean Davey to Angelo Mathews. Half volley, driving, Played to mid off for no runs.",Dot ball,0
45.6,"Sean Davey to Angelo Mathews. Half volley, flick, Played to deep mid wicket for 1 run.",One run,1
46.0,Over 46. 2 runs. Bowler: Sean Davey. Sri Lanka: 233/2(rr 5.07),End of over,
46.1,"Blake Coburn to Angelo Mathews. Length ball, driving, Played to mid on for 1 run.",One run,1
46.2,"Blake Coburn to Dinesh Chandimal. Length ball, driving, Played to extra cover for 1 run.",One run,1
46.3,"Blake Coburn to Angelo Mathews. Length ball, driving, Played back to bowler for no runs.",Dot ball,0
46.4,"Blake Coburn to Angelo Mathews. Short, cutting, Played to deep point for 1 run.",One run,1
46.5,"FOUR! Blake Coburn to Dinesh Chandimal. Length ball, driving, Played past deep extra cover for 4 runs.",Four runs,4
46.6,"Blake Coburn to Dinesh Chandimal. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
47.0,Over 47. 7 runs. Bowler: Blake Coburn. Sri Lanka: 240/2(rr 5.11),End of over,
47.1,"Matthew Bacon to Angelo Mathews. Short, pulling, Played to deep mid wicket for 1 run.",One run,1
47.2,"Matthew Bacon to Dinesh Chandimal. Back of a length, driving, Played to cover for no runs.",Dot ball,0
47.3,"Matthew Bacon to Dinesh Chandimal. Back of a length, defending, Played to mid off for no runs.",Dot ball,0
47.4,"Matthew Bacon to Dinesh Chandimal. Length ball, flick, Played to deep square leg for 1 run.",One run,1
47.5,"Matthew Bacon to Angelo Mathews. Length ball, driving, Played to mid on for no runs.",Dot ball,0
47.6,"Matthew Bacon to Angelo Mathews. Back of a length, pushing, Played to mid wicket for 1 run.",One run,1
48.0,Over 48. 3 runs. Bowler: Matthew Bacon. Sri Lanka: 243/2(rr 5.06),End of over,
48.1,"Theo van Woerkom to Angelo Mathews. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
48.2,"Theo van Woerkom to Angelo Mathews. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
48.3,"Theo van Woerkom to Angelo Mathews. Length ball, driving, Played to mid on for no runs.",Dot ball,0
48.4,"Theo van Woerkom to Angelo Mathews. Length ball, driving, Played to long off for 2 runs.",Two runs,2
48.5,"Theo van Woerkom to Angelo Mathews. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
48.6,"Theo van Woerkom to Angelo Mathews. Short, driving, Played to mid off for no runs.",Dot ball,0
49.0,Over 49. 2 runs. Bowler: Theo van Woerkom. Sri Lanka: 245/2(rr 5.00),End of over,
49.1,"Matthew Bacon to Dinesh Chandimal. Length ball, flick, Edged to short leg for no runs.",Dot ball,0
49.2,"Matthew Bacon to Dinesh Chandimal. Length ball, driving, Played back to bowler for no runs.",Dot ball,0
49.3,"Matthew Bacon to Dinesh Chandimal. Length ball, defending, Played to cover for no runs.",Dot ball,0
49.4,"Matthew Bacon to Dinesh Chandimal. Length ball, flick, Played to deep square leg for 1 run.",One run,1
49.5,"Matthew Bacon to Angelo Mathews. Length ball, driving, Played to mid wicket for no runs.",Dot ball,0
49.6,"Matthew Bacon to Angelo Mathews. Length ball, flick, Played to square leg for 1 run.",One run,1
50.0,Over 50. 2 runs. Bowler: Matthew Bacon. Sri Lanka: 247/2(rr 4.94),End of over,
50.1,"Theo van Woerkom to Angelo Mathews. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
50.2,"SIX! Theo van Woerkom to Angelo Mathews. Length ball, driving, Hit Hard over long off for 6 runs.",Six runs,6
50.3,"Theo van Woerkom to Angelo Mathews. Short, driving, Played to point for 1 run.",One run,1
50.4,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to mid on for no runs.",Dot ball,0
50.5,"Theo van Woerkom to Dinesh Chandimal. Length ball, defending, Played to cover for no runs.",Dot ball,0
50.6,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to long on for 1 run.",One run,1
51.0,Over 51. 8 runs. Bowler: Theo van Woerkom. Sri Lanka: 255/2(rr 5.00),End of over,
51.1,"Matthew Bacon to Dinesh Chandimal. Length ball, driving, Played to cover for no runs.",Dot ball,0
51.2,"Matthew Bacon to Dinesh Chandimal. Length ball, driving, Played to mid off for no runs.",Dot ball,0
51.3,"Matthew Bacon to Dinesh Chandimal. Length ball, glancing, hit body to backward square leg for 1 run.",Leg bye,lb
51.4,"Matthew Bacon to Angelo Mathews. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
51.5,"Matthew Bacon to Angelo Mathews. Length ball, defending, Played to backward point for no runs.",Dot ball,0
51.6,"Matthew Bacon to Angelo Mathews. Length ball, glancing, hit body to short leg for no runs.",Dot ball,0
52.0,Over 52. 1 run. Bowler: Matthew Bacon. Sri Lanka: 256/2(rr 4.92),End of over,
52.1,"Theo van Woerkom to Dinesh Chandimal. Short, defending, Played to fourth slip for no runs.",Dot ball,0
52.2,"Theo van Woerkom to Dinesh Chandimal. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
52.3,"SIX! Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Hit Hard in the air under control over long off for 6 runs.",Six runs,6
52.4,"Theo van Woerkom to Dinesh Chandimal. Length ball, defending, Played to mid on for no runs.",Dot ball,0
52.5,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to long off for 1 run.",One run,1
52.6,"Theo van Woerkom to Angelo Mathews. Length ball, cutting, Played to backward point for no runs.",Dot ball,0
53.0,Over 53. 7 runs. Bowler: Theo van Woerkom. Sri Lanka: 263/2(rr 4.96),End of over,
53.1,"James Hartshorn to Dinesh Chandimal. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
53.2,"James Hartshorn to Dinesh Chandimal. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
53.3,"James Hartshorn to Dinesh Chandimal. Length ball, cutting, Played to backward point for 1 run.",One run,1
53.4,"James Hartshorn to Angelo Mathews. Length ball, defending, Played to mid off for no runs.",Dot ball,0
53.5,"James Hartshorn to Angelo Mathews. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
53.6,"James Hartshorn to Angelo Mathews. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
54.0,Over 54. 1 run. Bowler: James Hartshorn. Sri Lanka: 264/2(rr 4.89),End of over,
54.1,"FOUR! Theo van Woerkom to Dinesh Chandimal. Short, driving, Edged past third man for 4 runs.",Four runs,4
54.2,"Theo van Woerkom to Dinesh Chandimal. Length ball, defending, Played to mid wicket for no runs.",Dot ball,0
54.3,"FOUR! Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played in the air under control past deep mid wicket for 4 runs.",Four runs,4
54.4,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to long off for 1 run.",One run,1
54.5,"Theo van Woerkom to Angelo Mathews. Length ball, driving, Played to mid wicket for 1 run.",One run,1
54.6,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to point for no runs.",Dot ball,0
55.0,Over 55. 10 runs. Bowler: Theo van Woerkom. Sri Lanka: 274/2(rr 4.98),End of over,
55.1,"James Hartshorn to Angelo Mathews. Length ball, defending, Played to cover for no runs.",Dot ball,0
55.2,"James Hartshorn to Angelo Mathews. Length ball, Slog, missed for no runs, fielded by Ave.",Dot ball,0
55.3,"James Hartshorn to Angelo Mathews. Short, cutting, missed for no runs, fielded by Ave.",Dot ball,0
55.4,"James Hartshorn to Angelo Mathews. Back of a length, defending, Played to silly mid on for no runs.",Dot ball,0
55.5,"James Hartshorn to Angelo Mathews. Length ball, cutting, Played to backward point for no runs.",Dot ball,0
55.6,"James Hartshorn to Angelo Mathews. Short, Leave, for no runs, fielded by Ave.",Dot ball,0
56.0,Over 56. no runs. Bowler: James Hartshorn. Sri Lanka: 274/2(rr 4.89),End of over,
56.1,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
56.2,"Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to mid off for no runs.",Dot ball,0
56.3,"Theo van Woerkom to Dinesh Chandimal. Length ball, sweeping, Played to deep mid wicket for 1 run.",One run,1
56.4,"Theo van Woerkom to Angelo Mathews. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
56.5,"Theo van Woerkom to Angelo Mathews. Length ball, flick, Played to deep square leg for 1 run.",One run,1
56.6,"OUT! Caught. Theo van Woerkom to Dinesh Chandimal. Length ball, driving, Played to long on, caught by Coburn.",Wicket,W
57.0,Over 57. 2 runs. Bowler: Theo van Woerkom. Sri Lanka: 276/3(rr 4.84),End of over,
57.1,"James Hartshorn to Angelo Mathews. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
57.2,"James Hartshorn to Angelo Mathews. Back of a length, driving, Played to mid on for no runs.",Dot ball,0
57.3,"OUT! Caught. James Hartshorn to Angelo Mathews. Length ball, pushing, Edged, caught by Ave.",Wicket,W
58.0,Over 58. no runs. Bowler: James Hartshorn. Sri Lanka: 276/4(rr 4.76),,
