Ov,T,S,Sv
37.3,"FOUR! Charlie Stobo to Tim Ward. Half volley, glancing, Played past fine leg for 4 runs.",Four runs,4
37.4,"Charlie Stobo to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
37.5,"Charlie Stobo to Tim Ward. Back of a length, defending, missed for no runs, fielded by Inglis.",Dot ball,0
37.6,"OUT! Caught & Bowled. Charlie Stobo to Tim Ward. Length ball, driving, Played back to bowler.",Wicket,W
38.0,Over 38. 4 runs. Bowler: Charlie Stobo. Tasmania: 103/2(rr 2.71),End of over,
38.1,"Matthew Kelly to Jake Doran. Back of a length, Steer, Played to deep backward point for 3 runs.",Three runs,3
38.2,"FOUR! Matthew Kelly to Mac Wright. Half volley, driving, Played past deep extra cover for 4 runs.",Four runs,4
38.3,"Matthew Kelly to Mac Wright. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
38.4,"Matthew Kelly to Mac Wright. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
38.5,"APPEAL! Matthew Kelly to Mac Wright. Length ball, defending, missed for no runs, fielded by Inglis, appeal made for Caught.",Dot ball,0
38.6,"Matthew Kelly to Mac Wright. Half volley, driving, padded back to bowler for no runs.",Dot ball,0
39.0,Over 39. 7 runs. Bowler: Matthew Kelly. Tasmania: 110/2(rr 2.82),End of over,
39.1,"Charlie Stobo to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
39.2,"Charlie Stobo to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
39.3,"Charlie Stobo to Jake Doran. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
39.4,"OUT! Caught. Charlie Stobo to Jake Doran. Half volley, defending, Edged, caught by Inglis.",Wicket,W
39.5,"Charlie Stobo to Jordan Silk. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
39.6,"Charlie Stobo to Jordan Silk. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
40.0,Over 40. no runs. Bowler: Charlie Stobo. Tasmania: 110/3(rr 2.75),End of over,
40.1,"Matthew Kelly to Mac Wright. Length ball, defending, Played to point for no runs.",Dot ball,0
40.2,"Matthew Kelly to Mac Wright. Back of a length, defending, missed for no runs, fielded by Inglis.",Dot ball,0
40.3,"FOUR! Matthew Kelly to Mac Wright. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
40.4,"Matthew Kelly to Mac Wright. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
40.5,"Matthew Kelly to Mac Wright. Length ball, defending, Played to mid on for no runs.",Dot ball,0
40.6,"OUT! Caught. Matthew Kelly to Mac Wright. Length ball, defending, Edged to third slip, caught by Whiteman.",Wicket,W
41.0,Over 41. 4 runs. Bowler: Matthew Kelly. Tasmania: 114/4(rr 2.78),End of over,
41.1,"Charlie Stobo to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
41.2,"Charlie Stobo to Jordan Silk. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
41.3,"Charlie Stobo to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
41.4,"Charlie Stobo to Jordan Silk. Length ball, working, Edged to extra cover for 1 run.",One run,1
41.5,"Charlie Stobo to Tim Paine. Length ball, pushing, mis-timed to extra cover for 1 run.",One run,1
41.6,"Charlie Stobo to Jordan Silk. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
42.0,Over 42. 2 runs. Bowler: Charlie Stobo. Tasmania: 116/4(rr 2.76),End of over,
42.1,"Matthew Kelly to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
42.2,"Matthew Kelly to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
42.3,"Matthew Kelly to Tim Paine. Length ball, pushing, Edged to silly point for no runs.",Dot ball,0
42.4,"Matthew Kelly to Tim Paine. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
42.5,"Matthew Kelly to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
42.6,"Matthew Kelly to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
43.0,Over 43. no runs. Bowler: Matthew Kelly. Tasmania: 116/4(rr 2.70),End of over,
43.1,"Aaron Hardie to Jordan Silk. Back of a length, cutting, Played to point for no runs.",Dot ball,0
43.2,"Aaron Hardie to Jordan Silk. Half volley, Leave, for no runs, fielded by Inglis.",Dot ball,0
43.3,"Aaron Hardie to Jordan Silk. Back of a length, working, Played to mid wicket for no runs.",Dot ball,0
43.4,"Aaron Hardie to Jordan Silk. Back of a length, pushing, Played back to bowler for no runs.",Dot ball,0
43.5,"Aaron Hardie to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
43.6,"Aaron Hardie to Jordan Silk. Length ball, defending, Edged to short extra cover for no runs.",Dot ball,0
44.0,Over 44. no runs. Bowler: Aaron Hardie. Tasmania: 116/4(rr 2.64),End of over,
44.1,"Matthew Kelly to Tim Paine. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
44.2,"Matthew Kelly to Tim Paine. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
44.3,"Matthew Kelly to Tim Paine. Length ball, dropped, Played to short extra cover for 1 run.",One run,1
44.4,"Matthew Kelly to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
44.5,"Matthew Kelly to Jordan Silk. Length ball, defending, Played to mid off for no runs.",Dot ball,0
44.6,"Matthew Kelly to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
45.0,Over 45. 1 run. Bowler: Matthew Kelly. Tasmania: 117/4(rr 2.60),End of over,
45.1,"Aaron Hardie to Tim Paine. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
45.2,"Aaron Hardie to Tim Paine. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
45.3,"Aaron Hardie to Tim Paine. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
45.4,"Aaron Hardie to Tim Paine. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
45.5,"Aaron Hardie to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
45.6,"Aaron Hardie to Tim Paine. Length ball, pushing, Played to deep backward point for 2 runs.",Two runs,2
46.0,Over 46. 2 runs. Bowler: Aaron Hardie. Tasmania: 119/4(rr 2.59),End of over,
46.1,"Joel Paris to Jordan Silk. Length ball, working, Played to backward square leg for 1 run.",One run,1
46.2,"Joel Paris to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
46.3,"Joel Paris to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
46.4,"Joel Paris to Tim Paine. Back of a length, defending, Played to mid wicket for no runs.",Dot ball,0
46.5,"Joel Paris to Tim Paine. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
46.6,"Joel Paris to Tim Paine. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
47.0,Over 47. 1 run. Bowler: Joel Paris. Tasmania: 120/4(rr 2.55),End of over,
47.1,"FOUR! Aaron Hardie to Jordan Silk. Half volley, driving, Played past long on for 4 runs.",Four runs,4
47.2,"Aaron Hardie to Jordan Silk. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
47.3,"Aaron Hardie to Jordan Silk. Length ball, defending, Edged to square leg for 1 run.",One run,1
47.4,"Aaron Hardie to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
47.5,"Aaron Hardie to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
47.6,"FOUR! Aaron Hardie to Tim Paine. Half volley, driving, Hit Hard past long on for 4 runs.",Four runs,4
48.0,Over 48. 9 runs. Bowler: Aaron Hardie. Tasmania: 129/4(rr 2.69),End of over,
48.1,"Joel Paris to Jordan Silk. Back of a length, defending, Played to extra cover for no runs.",Dot ball,0
48.2,"Joel Paris to Jordan Silk. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
48.3,"Joel Paris to Jordan Silk. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
48.4,"Joel Paris to Jordan Silk. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
48.5,"Joel Paris to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
48.6,"Joel Paris to Jordan Silk. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
49.0,Over 49. no runs. Bowler: Joel Paris. Tasmania: 129/4(rr 2.63),End of over,
49.1,"Aaron Hardie to Tim Paine. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
49.2,"Aaron Hardie to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
49.3,"Aaron Hardie to Tim Paine. Half volley, pushing, Played to extra cover for no runs.",Dot ball,0
49.4,"Aaron Hardie to Tim Paine. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
49.5,"FOUR! Aaron Hardie to Tim Paine. Half volley, glancing, Edged past fine leg for 4 runs.",Four runs,4
49.6,"Aaron Hardie to Tim Paine. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
50.0,Over 50. 4 runs. Bowler: Aaron Hardie. Tasmania: 133/4(rr 2.66),End of over,
50.1,"FOUR! Joel Paris to Jordan Silk. Half volley, driving, Played past deep extra cover for 4 runs.",Four runs,4
50.2,"Joel Paris to Jordan Silk. Length ball, dropped, Played to silly mid on for 1 run.",One run,1
50.3,"Joel Paris to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
50.4,"Joel Paris to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
50.5,"Joel Paris to Tim Paine. Short, hooking, mis-timed in the air uncontrolled to deep square leg for 1 run.",One run,1
50.6,"Joel Paris to Jordan Silk. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
51.0,Over 51. 6 runs. Bowler: Joel Paris. Tasmania: 139/4(rr 2.73),End of over,
51.1,"Matthew Kelly to Tim Paine. Short, pulling, Played to deep square leg for 1 run.",One run,1
51.2,"Matthew Kelly to Jordan Silk. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
51.3,"Matthew Kelly to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
51.4,"Matthew Kelly to Jordan Silk. Length ball, working, Played to short mid wicket for 1 run.",One run,1
51.5,"Matthew Kelly to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
51.6,"Matthew Kelly to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
52.0,Over 52. 2 runs. Bowler: Matthew Kelly. Tasmania: 141/4(rr 2.71),End of over,
52.1,"Joel Paris to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
52.2,"Joel Paris to Jordan Silk. Back of a length, pushing, Edged to silly point for no runs.",Dot ball,0
52.3,"Joel Paris to Jordan Silk. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
52.4,"Joel Paris to Jordan Silk. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
52.5,"Joel Paris to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
52.6,"Joel Paris to Jordan Silk. Short, pulling, Played to deep square leg for 1 run.",One run,1
53.0,Over 53. 1 run. Bowler: Joel Paris. Tasmania: 142/4(rr 2.68),End of over,
53.1,"Matthew Kelly to Jordan Silk. Length ball, defending, Played to mid on for no runs.",Dot ball,0
53.2,"Matthew Kelly to Jordan Silk. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
53.3,"Matthew Kelly to Jordan Silk. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
53.4,"Matthew Kelly to Jordan Silk. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
53.5,"Matthew Kelly to Jordan Silk. Half volley, pushing, Played to mid on for no runs.",Dot ball,0
53.6,"Matthew Kelly to Jordan Silk. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
54.0,Over 54. no runs. Bowler: Matthew Kelly. Tasmania: 142/4(rr 2.63),End of over,
54.1,"Corey Rocchiccioli to Tim Paine. Half volley, driving, mis-timed to extra cover for 1 run, mis-fielded by Whiteman.",One run,1
54.2,"Corey Rocchiccioli to Jordan Silk. Length ball, defending, Played to short leg for no runs.",Dot ball,0
54.3,"Corey Rocchiccioli to Jordan Silk. Length ball, working, hit pad to short leg for no runs.",Dot ball,0
54.4,"Corey Rocchiccioli to Jordan Silk. Back of a length, working, hit pad to silly point for no runs.",Dot ball,0
54.5,"FOUR! Corey Rocchiccioli to Jordan Silk. Short, pulling, Played past fine leg for 4 runs.",Four runs,4
54.6,"Corey Rocchiccioli to Jordan Silk. Length ball, glancing, Played to short fine leg for no runs.",Dot ball,0
55.0,Over 55. 5 runs. Bowler: Corey Rocchiccioli. Tasmania: 147/4(rr 2.67),End of over,
55.1,"Matthew Kelly to Tim Paine. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
55.2,"Matthew Kelly to Tim Paine. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
55.3,"Matthew Kelly to Tim Paine. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
55.4,"Matthew Kelly to Tim Paine. Length ball, working, mis-timed to mid on for no runs.",Dot ball,0
55.5,"Matthew Kelly to Tim Paine. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
55.6,"Matthew Kelly to Tim Paine. Length ball, pushing, Edged to third man for 2 runs.",Two runs,2
56.0,Over 56. 2 runs. Bowler: Matthew Kelly. Tasmania: 149/4(rr 2.66),End of over,
56.1,"Corey Rocchiccioli to Jordan Silk. Short, pulling, Played to short fine leg for no runs.",Dot ball,0
56.2,"Corey Rocchiccioli to Jordan Silk. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
56.3,"Corey Rocchiccioli to Jordan Silk. Length ball, working, Played to short fine leg for no runs.",Dot ball,0
56.4,"Corey Rocchiccioli to Jordan Silk. Back of a length, glancing, Played to short fine leg for no runs.",Dot ball,0
56.5,"OUT! Caught. Corey Rocchiccioli to Jordan Silk. Length ball, working, mis-timed to short leg, caught by Bancroft.",Wicket,W
56.6,"Corey Rocchiccioli to Beau Webster. Length ball, defending, hit pad back to bowler for no runs.",Dot ball,0
57.0,Over 57. no runs. Bowler: Corey Rocchiccioli. Tasmania: 149/5(rr 2.61),End of over,
57.1,"Joel Paris to Tim Paine. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
57.2,"Joel Paris to Tim Paine. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
57.3,"Joel Paris to Tim Paine. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
57.4,"Joel Paris to Tim Paine. Back of a length, defending, Played to gully for no runs.",Dot ball,0
57.5,"OUT! Caught. Joel Paris to Tim Paine. Short, hooking, mis-timed in the air uncontrolled to backward square leg, caught by Wyllie.",Wicket,W
57.6,"Joel Paris to Lawrence Neil-Smith. Back of a length, defending, missed for no runs, fielded by Inglis.",Dot ball,0
58.0,Over 58. no runs. Bowler: Joel Paris. Tasmania: 149/6(rr 2.57),End of over,
58.1,"APPEAL! Corey Rocchiccioli to Beau Webster. Length ball, defending, hit pad to short third man for no runs, appeal made for L.B.W.",Dot ball,0
58.2,"FOUR! Corey Rocchiccioli to Beau Webster. Length ball, sweeping, Edged past fine leg for 4 runs.",Four runs,4
58.3,"Corey Rocchiccioli to Beau Webster. Length ball, defending, Edged to short fine leg for 1 run.",One run,1
58.4,"Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
58.5,"Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
58.6,"Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
59.0,Over 59. 5 runs. Bowler: Corey Rocchiccioli. Tasmania: 154/6(rr 2.61),End of over,
59.1,"Joel Paris to Beau Webster. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
59.2,"Joel Paris to Beau Webster. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
59.3,"Joel Paris to Beau Webster. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
59.4,"FOUR! Joel Paris to Beau Webster. Half volley, driving, Played past deep cover for 4 runs.",Four runs,4
59.5,"Joel Paris to Beau Webster. Yorker, defending, Played to mid on for no runs.",Dot ball,0
59.6,"Joel Paris to Beau Webster. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
60.0,Over 60. 4 runs. Bowler: Joel Paris. Tasmania: 158/6(rr 2.63),End of over,
60.1,"Corey Rocchiccioli to Lawrence Neil-Smith. Back of a length, Steer, Played to deep backward point for 3 runs.",Three runs,3
60.2,"Corey Rocchiccioli to Beau Webster. Back of a length, pushing, Played to deep point for 1 run.",One run,1
60.3,"Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, working, hit pad to leg gully for no runs.",Dot ball,0
60.4,"Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, defending, Played to silly point for no runs.",Dot ball,0
60.5,"OUT! Caught. Corey Rocchiccioli to Lawrence Neil-Smith. Length ball, slog sweeping, Played to mid on, caught by Cartwright.",Wicket,W
60.6,"Corey Rocchiccioli to Jarrod Freeman. Length ball, defending, Played to short leg for no runs.",Dot ball,0
61.0,Over 61. 4 runs. Bowler: Corey Rocchiccioli. Tasmania: 162/7(rr 2.66),End of over,
61.1,"Joel Paris to Beau Webster. Short, pulling, Hit Hard to deep square leg for 1 run.",One run,1
61.2,"Joel Paris to Jarrod Freeman. Length ball, defending, Edged to point for no runs.",Dot ball,0
61.3,"OUT! Caught. Joel Paris to Jarrod Freeman. Length ball, pushing, Edged to second slip, caught by Bancroft.",Wicket,W
61.4,"Joel Paris to Jackson Bird. Half volley, flick, hit pad to short mid wicket for no runs.",Dot ball,0
61.5,"Joel Paris to Jackson Bird. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
61.6,"Joel Paris to Jackson Bird. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
62.0,Over 62. 1 run. Bowler: Joel Paris. Tasmania: 163/8(rr 2.63),End of over,
62.1,"Corey Rocchiccioli to Beau Webster. Half volley, driving, missed for no runs, fielded by Inglis.",Dot ball,0
62.2,"Corey Rocchiccioli to Beau Webster. Short, pulling, mis-timed in the air uncontrolled to deep square leg for 1 run.",One run,1
62.3,"Corey Rocchiccioli to Jackson Bird. Half volley, driving, Played to mid off for no runs.",Dot ball,0
62.4,"APPEAL! Corey Rocchiccioli to Jackson Bird. Length ball, defending, hit pad to short leg for no runs, fielded by Bancroft, appeal made for Caught.",Dot ball,0
62.5,"Corey Rocchiccioli to Jackson Bird. Back of a length, pushing, Played back to bowler for no runs.",Dot ball,0
62.6,"Corey Rocchiccioli to Jackson Bird. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
63.0,Over 63. 1 run. Bowler: Corey Rocchiccioli. Tasmania: 164/8(rr 2.60),End of over,
63.1,"Joel Paris to Beau Webster. Length ball, defending, Played to cover for no runs.",Dot ball,0
63.2,"Joel Paris to Beau Webster. Half volley, flick, Edged to fine leg for 1 run.",One run,1
63.3,"Joel Paris to Jackson Bird. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
63.4,"Joel Paris to Jackson Bird. Length ball, defending, Played to mid off for no runs.",Dot ball,0
63.5,"Joel Paris to Jackson Bird. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
63.6,"FOUR! Joel Paris to Jackson Bird. Half volley, driving, Hit Hard past deep point for 4 runs.",Four runs,4
64.0,Over 64. 5 runs. Bowler: Joel Paris. Tasmania: 169/8(rr 2.64),End of over,
64.1,"Corey Rocchiccioli to Beau Webster. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
64.2,"Corey Rocchiccioli to Beau Webster. Half volley, working, Played to mid wicket for no runs.",Dot ball,0
64.3,"Corey Rocchiccioli to Beau Webster. Back of a length, pushing, Played to deep cover for 1 run.",One run,1
64.4,"Corey Rocchiccioli to Jackson Bird. Half volley, driving, mis-timed back to bowler for no runs.",Dot ball,0
64.5,"Corey Rocchiccioli to Jackson Bird. Length ball, defending, Played to point for no runs.",Dot ball,0
64.6,"OUT! Caught. Corey Rocchiccioli to Jackson Bird. Length ball, defending, Edged to short leg, caught by Bancroft.",Wicket,W
65.0,Over 65. 1 run. Bowler: Corey Rocchiccioli. Tasmania: 170/9(rr 2.62),End of over,
65.1,"Charlie Stobo to Beau Webster. Length ball, pushing, Played to point for no runs.",Dot ball,0
65.2,"Charlie Stobo to Beau Webster. Back of a length, cutting, Played to deep cover for no runs.",Dot ball,0
65.3,"Charlie Stobo to Beau Webster. Length ball, defending, Played to gully for no runs.",Dot ball,0
65.4,"Wide Charlie Stobo to Beau Webster. Short, Leave, for 1 run, fielded by Inglis.",Wide,wd
65.4,"Charlie Stobo to Beau Webster. Length ball, defending, Edged to point for no runs.",Dot ball,0
65.5,"Charlie Stobo to Beau Webster. Length ball, Steer, Played to backward point for 1 run.",One run,1
65.6,"Charlie Stobo to Riley Meredith. Length ball, defending, Played to backward point for no runs.",Dot ball,0
66.0,Over 66. 2 runs. Bowler: Charlie Stobo. Tasmania: 172/9(rr 2.61),End of over,
66.1,"Corey Rocchiccioli to Beau Webster. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
66.2,"Corey Rocchiccioli to Beau Webster. Half volley, driving, missed for no runs, fielded by Inglis.",Dot ball,0
66.3,"Corey Rocchiccioli to Beau Webster. Back of a length, glancing, Played to fine leg for 1 run.",One run,1
66.4,"Corey Rocchiccioli to Riley Meredith. Half volley, pushing, Played to point for no runs.",Dot ball,0
66.5,"Corey Rocchiccioli to Riley Meredith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
66.6,"Corey Rocchiccioli to Riley Meredith. Length ball, defending, Played to point for no runs.",Dot ball,0
67.0,Over 67. 1 run. Bowler: Corey Rocchiccioli. Tasmania: 173/9(rr 2.58),End of over,
67.1,"Charlie Stobo to Beau Webster. Short, pulling, Played to deep mid wicket for 2 runs.",Two runs,2
67.2,"Charlie Stobo to Beau Webster. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.3,"FOUR! Charlie Stobo to Beau Webster. Length ball, defending, Edged past third man for 4 runs.",Four runs,4
67.4,"Charlie Stobo to Beau Webster. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
67.5,"OUT! Caught. Charlie Stobo to Beau Webster. Length ball, Slog, Edged in the air uncontrolled to cover, caught by Kelly.",Wicket,W
68.0,Over 68. 6 runs. Bowler: Charlie Stobo. Tasmania: 179/10(rr 2.63),,
