Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Stuart Broad,10617,28,7,73,4,2.60,0,0,0
Jofra Archer,669855,28,8,75,1,2.67,0,0,0
Chris Woakes,247235,31,6,83,3,2.67,0,0,0
Sam Curran,662973,23.1,7,63,2,2.71,0,0,0
Joe Root,303669,3,0,14,0,4.66,0,0,0
Ben Stokes,311158,13,5,36,0,2.76,0,0,0
Joe Denly,12454,3,0,13,0,4.33,0,0,0
Tim Southee,232364,37,4,90,2,2.43,0,0,1
Matt Henry,506612,33,6,87,1,2.63,0,0,1
Neil Wagner,233713,35.5,3,124,5,3.46,1,0,1
Daryl Mitchell,381743,22,5,69,0,3.13,0,1,1
Mitchell Santner,502714,35,4,88,1,2.51,0,0,1
Stuart Broad,10617,9,0,28,0,3.11,0,0,2
Sam Curran,662973,16,2,56,1,3.50,2,0,2
Jofra Archer,669855,12,1,27,0,2.25,0,0,2
Chris Woakes,247235,11,4,12,1,1.09,0,0,2
Ben Stokes,311158,14,1,58,0,4.14,1,1,2
Joe Denly,12454,9,1,27,0,3.00,0,0,2
Joe Root,303669,4,1,23,0,5.75,0,0,2
