Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Nawaz,348148,4,1,26,1,6.50,12,1,2,0,0,0
Usman Shinwari,697279,4,0,34,1,8.50,12,4,2,0,0,0
Shaheen Shah Afridi,1072470,4,0,27,0,6.75,9,2,1,0,0,0
Faheem Ashraf,681117,4,0,33,1,8.25,11,3,2,0,1,0
Shadab Khan,922943,4,0,27,2,6.75,9,2,1,0,0,0
Keemo Paul,677081,2.5,0,37,0,13.05,5,5,2,0,0,1
Rayad Emrit,51784,4,0,24,1,6.00,11,3,0,0,0,1
Odean Smith,820691,3,0,38,1,12.66,3,5,1,2,0,1
Samuel Badree,51433,4,0,30,0,7.50,4,2,0,0,0,1
Jason Mohammed,230549,1,0,8,0,8.00,1,1,0,0,0,1
Andre McCarthy,230556,2,0,12,0,6.00,4,1,0,0,0,1
