Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jaydev Unadkat,390484,4,0,33,2,8.25,7,2,1,2,0,0
Washington Sundar,719715,4,0,20,1,5.00,11,0,1,0,0,0
Yuzvendra Chahal,430246,4,0,18,3,4.50,9,1,0,0,0,0
Shardul Thakur,475281,4,0,45,0,11.25,8,7,1,1,0,0
Vijay Shankar,477021,4,0,48,0,12.00,4,3,3,1,0,0
Shakib Al Hasan,56143,4,0,28,1,7.00,10,1,2,0,0,1
Mehidy Hasan Miraz,629063,1,0,17,0,17.00,2,1,2,0,0,1
Rubel Hossain,300619,4,0,35,2,8.75,10,3,2,0,0,1
Nazmul Islam,446810,4,0,32,1,8.00,7,3,1,1,0,1
Mustafizur Rahman,330902,4,1,21,1,5.25,12,2,0,0,0,1
Soumya Sarkar,436677,3,0,33,1,11.00,4,4,1,1,0,1
