Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Umesh Yadav,376116,26.4,3,88,6,3.30,0,0,0
Shardul Thakur,475281,1.4,0,9,0,5.40,0,0,0
Ravichandran Ashwin,26421,24.2,7,49,1,2.01,0,0,0
Kuldeep Yadav,559235,29,2,85,3,2.93,0,0,0
Ravindra Jadeja,234675,20,2,69,0,3.45,0,0,0
Shannon Gabriel,446101,20.4,1,107,3,5.17,0,3,1
Jason Holder,391485,23,5,56,5,2.43,0,2,1
Jomel Warrican,432214,31,7,84,2,2.70,0,0,1
Roston Chase,391832,9,1,22,0,2.44,0,0,1
Devendra Bishoo,341593,21,4,78,0,3.71,0,0,1
Kraigg Brathwaite,348024,2,0,6,0,3.00,0,0,1
Umesh Yadav,376116,12.1,3,45,4,3.69,0,0,2
Ravichandran Ashwin,26421,10,4,24,2,2.40,0,0,2
Kuldeep Yadav,559235,13,1,45,1,3.46,0,0,2
Ravindra Jadeja,234675,11,5,12,3,1.09,0,0,2
Jason Holder,391485,4,0,17,0,4.25,0,1,3
Jomel Warrican,432214,4,0,17,0,4.25,0,0,3
Devendra Bishoo,341593,4.1,0,19,0,4.55,0,0,3
Roston Chase,391832,4,0,14,0,3.50,0,0,3
