Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Gurinder Sandhu,499660,4,0,37,2,9.25,9,4,1,0,0,0
Mitchell McClenaghan,319439,4,0,48,1,12.00,9,3,3,3,1,0
Chris Green,787073,4,0,36,1,9.00,8,4,1,0,0,0
Shane Watson,8180,4,0,37,0,9.25,6,4,1,1,0,0
Fawad Ahmed,240609,4,0,27,1,6.75,10,0,2,1,0,0
Tom Cooper,219885,1,0,1,0,1.00,5,0,0,0,0,1
Chris Tremain,553800,4,0,33,2,8.25,9,0,2,0,0,1
Kane Richardson,272262,4,0,22,4,5.50,16,3,1,0,0,1
Dwayne Bravo,51439,4,0,43,0,10.75,6,0,4,0,0,1
Jack Wildermuth,570854,3,0,43,1,14.33,6,5,3,0,0,1
Jon Holland,230368,2,0,16,1,8.00,2,0,1,0,0,1
Kieron Pollard,230559,2,0,19,2,9.50,3,0,1,0,1,1
