Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Murtagh,17134,6,1,33,1,5.50,22,1,3,0,0,0
Boyd Rankin,24599,5,0,16,0,3.20,21,2,0,1,0,0
Andy McBrine,417381,10,1,30,1,3.00,42,1,1,1,0,0
George Dockrell,348034,10,1,46,2,4.59,36,1,3,2,0,0
James Cameron-Dow,380957,10,0,46,1,4.59,32,3,1,1,0,0
Simi Singh,1005257,9,0,45,1,5.00,23,4,0,0,0,0
Mujeeb Ur Rahman,974109,10,2,26,1,2.60,44,3,0,0,0,1
Shapoor Zadran,319746,8,0,46,0,5.75,26,7,0,0,0,1
Mohammad Nabi,25913,9.2,0,47,1,5.03,27,2,2,0,0,1
Zahir Khan,712219,10,0,55,2,5.50,30,5,0,5,0,1
Rashid Khan,793463,10,0,41,1,4.09,35,3,0,1,0,1
