Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sameen Gul,922947,4,0,42,0,10.50,7,2,3,0,0,0
Umaid Asif,429122,4,0,39,1,9.75,8,2,3,0,0,0
Hasan Ali,681305,4,0,43,0,10.75,6,4,2,1,0,0
Wahab Riaz,43590,4,0,41,0,10.25,7,2,3,1,1,0
Liam Dawson,211855,4,1,17,1,4.25,12,1,0,0,0,0
Sohail Tanvir,43265,4,0,14,3,3.50,16,1,0,0,0,1
Mohammad Irfan,429981,4,0,32,2,8.00,8,2,2,0,0,1
Junaid Khan,259551,4,0,45,0,11.25,4,4,2,0,0,1
Imran Tahir,40618,4,0,31,0,7.75,6,4,0,0,0,1
Kieron Pollard,230559,4,0,37,3,9.25,8,1,3,2,0,1
