Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,10,1,45,0,4.50,35,4,1,1,0,0
Mustafizur Rahman,330902,9,0,52,1,5.77,29,6,0,3,0,0
Taskin Ahmed,538506,8,0,43,2,5.37,25,6,0,0,0,0
Rubel Hossain,300619,10,0,60,1,6.00,24,6,0,1,0,0
Shakib Al Hasan,56143,10,0,52,0,5.20,21,3,0,1,0,0
Mosaddek Hossain,550133,3,0,13,3,4.33,7,0,0,0,0,0
Tim Southee,232364,9,1,45,3,5.00,33,6,0,4,0,1
Trent Boult,277912,10,0,48,1,4.80,34,5,0,4,0,1
Adam Milne,450860,9.2,0,58,1,6.21,28,6,1,3,0,1
James Neesham,355269,4,0,30,0,7.50,10,3,1,1,0,1
Mitchell Santner,502714,10,0,47,0,4.70,28,1,0,2,0,1
Corey Anderson,277662,3,0,19,0,6.33,7,2,0,0,0,1
Kane Williamson,277906,2,0,19,0,9.50,3,1,1,0,0,1
