Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,8.1,1,32,0,3.91,30,4,0,0,0,0
Imad Wasim,227758,9.1,0,66,0,7.20,22,4,3,1,0,0
Hasan Ali,681305,10,0,70,1,7.00,30,7,3,0,1,0
Wahab Riaz,43590,8.4,0,87,0,10.03,13,11,2,1,1,0
Shadab Khan,922943,10,0,52,1,5.20,21,0,2,0,0,0
Shoaib Malik,42657,2,0,10,0,5.00,5,1,0,0,0,0
Bhuvneshwar Kumar,326016,5,1,23,1,4.59,17,1,0,2,0,1
Umesh Yadav,376116,7.4,1,30,3,3.91,30,3,0,1,0,1
Jasprit Bumrah,625383,5,0,23,0,4.59,17,3,0,0,0,1
Hardik Pandya,625371,8,0,43,2,5.37,23,4,0,3,0,1
Ravindra Jadeja,234675,8,0,43,2,5.37,28,4,2,0,0,1
