Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Rahat Ali,323244,4,0,41,1,10.25,8,3,2,1,0,0
Shoaib Malik,42657,3,0,23,0,7.66,11,1,2,0,0,0
Hasan Ali,681305,4,0,36,2,9.00,7,2,2,0,0,0
Yasir Shah,43685,2,0,30,0,15.00,0,2,2,0,0,0
Wahab Riaz,43590,4,0,37,1,9.25,4,3,0,1,0,0
Carlos Brathwaite,457249,3,0,22,1,7.33,4,0,1,0,0,0
Dale Steyn,47492,2,0,15,0,7.50,4,2,0,0,0,1
Rumman Raees,448243,2,0,20,1,10.00,3,2,0,3,0,1
Faheem Ashraf,681117,2,0,26,0,13.00,3,4,1,0,0,1
Zafar Gohar,348154,2,0,11,1,5.50,4,1,0,0,0,1
Shadab Khan,922943,1,0,11,0,11.00,2,0,1,0,0,1
