Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Thikshila de Silva,807469,1,0,10,0,10.00,2,2,0,0,0,0
Nuwan Kulasekara,49535,4,0,30,1,7.50,5,3,0,0,0,0
Isuru Udana,328026,4,0,49,0,12.25,3,2,4,0,0,0
Seekkuge Prasanna,268740,3,0,21,1,7.00,5,1,0,1,0,0
Lakshan Sandakan,429738,4,0,23,1,5.75,7,0,1,0,0,0
Asela Gunaratne,360456,4,0,34,1,8.50,7,2,1,1,0,0
Lungi Ngidi,542023,2,0,13,0,6.50,6,2,0,0,0,1
Dane Paterson,327947,3.5,0,38,0,9.91,7,7,0,1,0,1
Wayne Parnell,265564,4,0,42,1,10.50,6,3,2,1,0,1
Imran Tahir,40618,4,0,18,3,4.50,11,1,0,0,0,1
Andile Phehlukwayo,540316,4,0,32,0,8.00,12,4,1,1,0,1
JJ Smuts,280490,2,0,22,0,11.00,2,2,1,0,0,1
