Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Billy Stanlake,533042,4,0,37,1,9.25,8,3,1,3,0,0
Kane Richardson,272262,4,0,30,2,7.50,12,4,1,0,0,0
Andrew Tye,459508,4,0,30,2,7.50,9,3,1,0,0,0
Ashton Agar,505120,4,0,27,3,6.75,7,1,1,0,0,0
Marcus Stoinis,325012,4,0,23,1,5.75,10,0,1,1,0,0
Trent Boult,277912,3,0,27,0,9.00,7,3,1,0,0,1
Ish Sodhi,559066,4,0,21,1,5.25,14,2,1,0,0,1
Tim Southee,232364,2,0,21,0,10.50,3,0,2,0,0,1
Mitchell Santner,502714,3.4,0,29,1,7.90,8,1,1,0,1,1
Colin Munro,232359,2,0,18,1,9.00,2,2,0,0,0,1
