Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,12,2,41,2,3.41,0,2,0
Jhye Richardson,774223,14,5,26,3,1.85,1,0,0
Pat Cummins,489889,14.4,3,39,4,2.65,0,0,0
Nathan Lyon,272279,16,3,38,1,2.37,0,0,0
Suranga Lakmal,49619,27,9,75,5,2.77,0,2,1
Lahiru Kumara,784375,15,5,37,1,2.46,2,0,1
Dushmantha Chameera,552152,21,3,68,1,3.23,0,3,1
Dilruwan Perera,49920,32.2,9,84,2,2.59,0,0,1
Dhananjaya de Silva,465793,8,3,22,1,2.75,0,0,1
Dimuth Karunaratne,227772,3,0,14,0,4.66,0,0,1
Mitchell Starc,311592,14,0,56,0,4.00,0,1,2
Jhye Richardson,774223,13,5,19,2,1.46,0,0,2
Nathan Lyon,272279,8.5,3,17,1,1.92,0,0,2
Pat Cummins,489889,15,8,23,6,1.53,0,0,2
