Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Matt Henry,506612,8,0,50,0,6.25,28,8,1,0,0,0
Trent Boult,277912,10,0,34,0,3.40,39,4,0,0,0,0
Lockie Ferguson,493773,9.1,3,37,4,4.03,40,7,0,0,0,0
James Neesham,355269,10,1,31,5,3.10,45,4,0,2,0,0
Colin de Grandhomme,55395,4,1,14,1,3.50,16,2,0,0,0,0
Aftab Alam,440963,8.1,0,45,3,5.51,24,6,0,1,0,1
Hamid Hassan,311427,7,0,30,0,4.28,25,3,0,3,0,1
Gulbadin Naib,352048,9,1,55,0,6.11,28,8,0,1,1,1
Mohammad Nabi,25913,3,0,18,0,6.00,7,0,1,1,0,1
Rahmat Shah,533956,5,0,21,0,4.20,18,3,0,0,0,1
