Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Johnson,6033,4,0,23,1,5.75,12,1,0,4,0,0
David Willey,308251,4,0,34,0,8.50,8,4,1,0,0,0
Jhye Richardson,774223,4,0,55,0,13.75,6,4,5,0,0,0
Ashton Agar,505120,3,0,26,0,8.66,4,2,1,0,0,0
Andrew Tye,459508,4,0,36,2,9.00,11,3,2,1,1,0
Hilton Cartwright,557295,1,0,8,0,8.00,1,1,0,0,0,0
Mohammad Nabi,25913,3.5,0,30,1,7.82,9,1,2,1,0,1
Kane Richardson,272262,4,0,32,1,8.00,10,5,0,1,0,1
Jack Wildermuth,570854,4,0,38,0,9.50,7,2,2,0,0,1
Dwayne Bravo,51439,4,0,43,0,10.75,3,3,2,0,0,1
Brad Hogg,5681,4,0,38,1,9.50,9,1,3,0,1,1
