Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Usman Shinwari,697279,4,0,16,3,4.00,15,0,1,1,0,0
Joe Mennie,439288,4,0,30,1,7.50,11,1,2,0,0,0
Jack Wildermuth,570854,2,0,24,1,12.00,2,4,0,1,0,0
Dan Christian,4864,4,0,32,0,8.00,4,2,1,0,0,0
Cameron Boyce,326625,4,0,17,2,4.25,10,0,0,0,0,0
Mohammad Nabi,25913,2,0,14,0,7.00,3,1,0,1,0,0
James Pattinson,272465,3,0,27,0,9.00,7,3,1,0,0,1
Mujeeb Ur Rahman,974109,4,0,23,1,5.75,14,4,0,0,0,1
Brendan Doggett,931603,2.4,0,31,1,11.62,7,2,2,3,0,1
Mitchell Swepson,590326,4,0,29,0,7.25,10,2,1,0,0,1
Ben Cutting,230371,2,0,23,0,11.50,3,4,0,0,0,1
