Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Barry McCarthy,348059,10,0,69,1,6.90,35,6,4,2,0,0
Craig Young,364343,6,1,40,0,6.66,20,2,3,0,0,0
Simi Singh,1005257,10,2,45,1,4.50,34,0,3,0,0,0
Curtis Campher,595921,3,0,39,0,13.00,6,3,3,3,0,0
Andy McBrine,417381,10,0,29,5,2.90,43,1,0,3,0,0
Paul Stirling,303427,4,0,23,0,5.75,15,0,2,1,0,0
Kevin O'Brien,24605,5,0,19,0,3.80,21,1,1,0,0,0
Gareth Delany,1099379,2,0,17,1,8.50,5,1,1,0,0,0
Naveen-ul-Haq,793447,9,0,68,3,7.55,25,5,3,3,1,1
Mujeeb Ur Rahman,974109,10,0,40,2,4.00,34,3,0,2,0,1
Gulbadin Naib,352048,7,0,36,1,5.14,14,2,0,1,0,1
Mohammad Nabi,25913,10,0,45,1,4.50,32,4,0,1,1,1
Rashid Khan,793463,10,0,56,2,5.60,29,2,1,3,0,1
Azmatullah Omarzai,819429,4,0,24,0,6.00,7,2,0,0,0,1
