Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Travis Head,530011,2,0,17,0,8.50,3,2,0,0,0,0
Michael Neser,376169,3,0,26,1,8.66,5,4,0,0,0,0
Matthew Short,605575,3,0,28,0,9.33,3,3,0,2,0,0
Peter Siddle,7898,4,0,38,0,9.50,5,0,3,2,0,0
Wes Agar,959833,4,0,49,0,12.25,5,4,3,1,0,0
Rashid Khan,793463,3,0,35,0,11.66,3,1,3,0,0,0
Billy Stanlake,533042,1,0,22,0,22.00,0,1,2,3,0,0
James Faulkner,270484,4,0,35,1,8.75,8,4,1,1,0,1
Clive Rose,288285,2,0,16,2,8.00,4,1,1,0,0,1
Nathan Ellis,826915,4,0,36,2,9.00,7,2,2,0,0,1
Scott Boland,446548,4,0,41,2,10.25,7,6,1,0,0,1
Qais Ahmad,914171,3,0,31,0,10.33,4,1,2,0,0,1
D'Arcy Short,308798,3,0,37,0,12.33,5,2,3,1,0,1
