Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Samit Patel,18632,4,0,33,1,8.25,1,0,0
Shadab Khan,922943,3,0,35,0,11.66,0,0,0
Mohammad Sami,41324,2,0,15,0,7.50,2,0,0
Faheem Ashraf,681117,3,0,18,4,6.00,2,0,0
Cameron Delport,322810,1,0,9,0,9.00,0,0,0
Amad Butt,717373,4,0,40,3,10.00,4,0,0
Zafar Gohar,348154,3,0,28,1,9.33,3,0,0
Sohail Tanvir,43265,4,0,19,2,4.75,1,0,1
Mohammad Nawaz,348148,4,0,27,1,6.75,0,0,1
Dwayne Bravo,51439,4,0,29,1,7.25,0,0,1
Mohammad Hasnain,1158100,4,0,32,2,8.00,0,0,1
Fawad Ahmed,240609,4,0,26,3,6.50,0,0,1
