Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Behrendorff,272477,1,0,15,0,15.00,2,1,1,0,0,0
Billy Stanlake,533042,2,0,23,1,11.50,5,2,1,2,0,0
Nathan Coulter-Nile,261354,2,0,19,2,9.50,6,2,1,0,0,0
Glenn Maxwell,325026,2,0,14,1,7.00,5,2,0,0,0,0
D'Arcy Short,308798,1,0,12,0,12.00,1,1,0,0,0,0
Andrew Tye,459508,2,0,18,2,9.00,4,2,0,1,1,0
Kagiso Rabada,550215,2,0,21,0,10.50,4,4,0,1,0,1
Lungi Ngidi,542023,2,0,16,2,8.00,6,1,1,1,0,1
Chris Morris,439952,2,0,12,2,6.00,6,1,0,1,0,1
Andile Phehlukwayo,540316,2,0,21,2,10.50,3,1,1,1,0,1
Tabraiz Shamsi,379145,2,0,12,1,6.00,4,0,0,0,0,1
