Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Andre Russell,276298,2,0,11,1,5.50,7,1,0,0,0,0
Morne Morkel,46538,3,0,22,0,7.33,9,4,0,0,1,0
Shakib Al Hasan,56143,3,0,21,1,7.00,5,1,1,0,0,0
Ankit Rajpoot,591650,2,0,14,1,7.00,3,1,0,1,0,0
Piyush Chawla,32966,4,0,21,2,5.25,13,0,1,0,0,0
Sunil Narine,230558,3.4,0,10,0,2.72,14,0,0,0,0,0
Ravichandran Ashwin,26421,2,0,30,2,15.00,4,3,2,1,0,1
Ashok Dinda,227712,1,0,13,0,13.00,1,2,0,0,0,1
Murugan Ashwin,528067,1,0,13,0,13.00,3,1,1,2,0,1
Adam Zampa,379504,1,0,8,0,8.00,3,0,0,1,0,1
