Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Deepak Chahar,447261,4,0,28,2,7.00,10,3,0,1,0,0
Shardul Thakur,475281,1,0,13,0,13.00,2,3,0,0,0,0
Harbhajan Singh,29264,4,0,31,2,7.75,8,3,1,0,0,0
Ravindra Jadeja,234675,3,0,23,2,7.66,9,1,2,0,0,0
Imran Tahir,40618,4,0,28,1,7.00,7,2,1,0,0,0
Dwayne Bravo,51439,4,0,19,2,4.75,11,1,0,1,1,0
Trent Boult,277912,4,0,20,1,5.00,11,2,0,0,0,1
Ishant Sharma,236779,4,0,24,1,6.00,10,3,0,0,0,1
Axar Patel,554691,4,0,32,1,8.00,10,2,2,0,0,1
Amit Mishra,31107,4,0,21,1,5.25,9,2,0,0,0,1
Keemo Paul,677081,3,0,49,0,16.33,5,5,3,2,0,1
