Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Sohail Tanvir,43265,4,0,19,3,4.75,2,0,0
Mohammad Nawaz,348148,4,0,32,2,8.00,0,0,0
Mohammad Hasnain,1158100,4,0,20,1,5.00,1,0,0
Dwayne Bravo,51439,4,0,19,3,4.75,1,0,0
Fawad Ahmed,240609,4,0,25,0,6.25,0,0,0
Mohammad Abbas,389666,4,0,33,0,8.25,0,0,1
Mohammad Irfan,429981,1,0,6,0,6.00,0,0,1
Nauman Ali,238672,4,0,25,0,6.25,0,1,1
Shahid Afridi,42639,4,0,18,2,4.50,0,0,1
Shoaib Malik,42657,4,0,22,0,5.50,1,0,1
Mohammad Ilyas,1159371,2,0,14,1,7.00,1,0,1
