Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Khaleel Ahmed,942645,4,0,37,0,9.25,12,4,2,1,0,0
Washington Sundar,719715,4,0,33,1,8.25,13,3,1,3,0,0
Bhuvneshwar Kumar,326016,4,0,39,0,9.75,7,4,2,0,0,0
Krunal Pandya,471342,4,0,40,0,10.00,7,1,3,3,0,0
Yuzvendra Chahal,430246,4,0,28,2,7.00,8,1,1,3,0,0
Khary Pierre,581160,2,0,13,0,6.50,8,3,0,0,0,1
Oshane Thomas,914567,4,0,43,1,10.75,9,5,2,1,1,1
Keemo Paul,677081,4,0,32,2,8.00,8,3,1,0,0,1
Carlos Brathwaite,457249,4,0,41,0,10.25,9,6,0,3,1,1
Kieron Pollard,230559,3,0,29,0,9.66,4,3,1,0,0,1
Fabian Allen,670013,3,0,23,1,7.66,3,0,1,0,0,1
