Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Holder,391485,6,0,50,0,8.33,16,9,0,1,0,0
Kemar Roach,230553,10,0,67,1,6.70,29,5,3,0,0,0
Ashley Nurse,315594,10,0,46,2,4.59,26,2,0,2,0,0
Devendra Bishoo,341593,10,0,48,0,4.80,28,4,0,0,0,0
Obed McCoy,906783,9,0,71,2,7.88,18,6,2,2,0,0
Marlon Samuels,52983,5,0,36,1,7.20,8,2,1,0,0,0
Mohammed Shami,481896,10,0,59,1,5.90,28,7,0,1,0,1
Umesh Yadav,376116,10,0,78,1,7.80,26,12,1,0,0,1
Kuldeep Yadav,559235,10,0,67,3,6.70,31,6,3,0,0,1
Ravindra Jadeja,234675,10,0,49,0,4.90,31,1,3,0,0,1
Yuzvendra Chahal,430246,10,0,63,1,6.30,25,1,4,0,0,1
