Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,34,5,131,2,3.85,0,0,0
Tim Southee,232364,34,5,158,2,4.64,0,0,0
Colin de Grandhomme,55395,20,2,65,0,3.25,0,0,0
Neil Wagner,233713,44,8,151,4,3.43,0,1,0
Mitchell Santner,502714,17,2,62,0,3.64,0,0,0
Kane Williamson,277906,3,0,20,0,6.66,0,0,0
Mehidy Hasan Miraz,629063,37,5,116,0,3.13,1,0,1
Subashis Roy,301847,26.2,6,89,2,3.37,0,1,1
Taskin Ahmed,538506,29,4,141,1,4.86,2,0,1
Kamrul Islam,375724,26,4,87,3,3.34,1,0,1
Shakib Al Hasan,56143,27,2,78,2,2.88,0,0,1
Mahmudullah,56025,3,0,15,2,5.00,0,0,1
Trent Boult,277912,13.5,3,53,3,3.83,0,0,2
Tim Southee,232364,13,5,34,1,2.61,0,0,2
Mitchell Santner,502714,16,5,36,2,2.25,0,0,2
Neil Wagner,233713,15,3,37,2,2.46,0,1,2
Kamrul Islam,375724,7,0,31,0,4.42,0,0,3
Mehidy Hasan Miraz,629063,11.4,0,66,2,5.65,0,0,3
Shakib Al Hasan,56143,10,0,30,0,3.00,0,0,3
Taskin Ahmed,538506,6,0,38,0,6.33,0,0,3
Subashis Roy,301847,5,0,32,1,6.40,0,0,3
