Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tom Cooper,219885,1,0,13,0,13.00,2,3,0,0,0,0
Usman Shinwari,697279,4,0,40,1,10.00,9,6,1,0,0,0
Kane Richardson,272262,4,0,35,0,8.75,6,2,1,0,1,0
Jack Wildermuth,570854,2,0,20,0,10.00,4,2,1,0,0,0
Mohammad Nabi,25913,3,0,22,0,7.33,7,0,2,0,0,0
Cameron Boyce,326625,4,0,16,2,4.00,11,0,0,0,0,0
Dan Christian,4864,2,0,7,1,3.50,5,0,0,0,0,0
Liam O'Connor,334388,4,0,21,2,5.25,9,0,0,1,0,1
Michael Neser,376169,3,0,10,2,3.33,10,0,0,1,0,1
Billy Stanlake,533042,4,0,27,2,6.75,10,3,0,0,0,1
Ben Laughlin,315623,2,0,29,1,14.50,3,1,3,0,0,1
Rashid Khan,793463,4,0,18,1,4.50,13,1,0,1,0,1
Colin Ingram,45705,3,0,20,1,6.66,6,1,1,0,0,1
