Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,28,7,87,2,3.10,0,0,0
Josh Hazlewood,288284,31.4,10,86,1,2.71,0,0,0
Nathan Lyon,272279,48,7,110,1,2.29,0,0,0
Pat Cummins,489889,34,10,72,3,2.11,0,0,0
Mitchell Marsh,272450,26,4,51,0,1.96,1,1,0
Aaron Finch,5334,2,0,8,0,4.00,0,0,0
Ishant Sharma,236779,13,2,41,1,3.15,1,1,1
Jasprit Bumrah,625383,15.5,4,33,6,2.08,0,0,1
Ravindra Jadeja,234675,25,8,45,2,1.80,0,0,1
Mohammed Shami,481896,10,2,27,1,2.70,0,0,1
Hanuma Vihari,452044,3,2,1,0,0.33,0,0,1
Mitchell Starc,311592,3,1,11,0,3.66,0,0,2
Josh Hazlewood,288284,10.3,3,22,2,2.09,0,0,2
Nathan Lyon,272279,13,1,40,0,3.07,0,0,2
Pat Cummins,489889,11,3,27,6,2.45,1,0,2
Ishant Sharma,236779,14.3,1,40,2,2.75,0,0,3
Jasprit Bumrah,625383,19,3,53,3,2.78,2,0,3
Ravindra Jadeja,234675,32,6,82,3,2.56,0,0,3
Mohammed Shami,481896,21,2,71,2,3.38,0,0,3
Hanuma Vihari,452044,3,1,7,0,2.33,0,0,3
