Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,10,1,32,3,3.20,40,0,2,1,0,0
Jasprit Bumrah,625383,9.1,1,37,3,4.03,37,5,0,0,0,0
Yuzvendra Chahal,430246,10,0,40,0,4.00,34,1,2,0,0,0
Ravindra Jadeja,234675,10,0,29,4,2.90,43,3,0,0,1,0
Kuldeep Yadav,559235,10,0,34,0,3.40,36,2,0,0,0,0
Mashrafe Mortaza,56007,5,0,30,1,6.00,19,5,0,1,1,1
Mehidy Hasan Miraz,629063,10,0,38,0,3.80,33,3,0,0,0,1
Mustafizur Rahman,330902,7,0,40,0,5.71,19,3,1,1,0,1
Shakib Al Hasan,56143,9.2,0,44,1,4.71,31,0,3,0,0,1
Rubel Hossain,300619,5,0,21,1,4.20,16,2,0,0,0,1
