Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,7.3,0,23,2,3.06,28,1,0,2,0,0
Jasprit Bumrah,625383,8,0,28,2,3.50,32,3,0,2,0,0
Ravichandran Ashwin,26421,9,0,43,1,4.77,27,4,0,3,0,0
Hardik Pandya,625371,10,0,52,1,5.20,29,3,1,3,0,0
Ravindra Jadeja,234675,10,0,39,1,3.90,25,0,0,0,0,0
Kagiso Rabada,550215,9,2,34,0,3.77,37,3,1,0,0,1
Morne Morkel,46538,7,1,38,1,5.42,29,6,1,0,1,1
Andile Phehlukwayo,540316,5,0,25,0,5.00,18,1,1,0,0,1
Chris Morris,439952,8,0,40,0,5.00,27,5,0,1,0,1
Imran Tahir,40618,6,0,37,1,6.16,17,6,0,0,0,1
Jean-Paul Duminy,44932,3,0,17,0,5.66,7,0,1,0,0,1
