Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,29,1,7.25,8,1,1,3,0,0
Khaleel Ahmed,942645,4,0,27,2,6.75,10,2,1,0,0,0
Hardik Pandya,625371,4,0,36,1,9.00,4,3,0,4,0,0
Krunal Pandya,471342,4,0,28,3,7.00,8,0,2,0,0,0
Yuzvendra Chahal,430246,4,0,37,0,9.25,5,2,2,1,0,0
Tim Southee,232364,4,0,34,0,8.50,9,4,1,1,0,1
Scott Kuggeleijn,539548,3.5,0,32,0,8.34,8,3,1,1,0,1
Lockie Ferguson,493773,4,0,31,1,7.75,8,1,1,1,0,1
Mitchell Santner,502714,2,0,16,0,8.00,1,0,1,0,0,1
Ish Sodhi,559066,4,0,31,1,7.75,6,1,1,2,0,1
Daryl Mitchell,381743,1,0,15,1,15.00,2,2,1,0,0,1
