Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Rumman Raees,448243,4,0,34,1,8.50,1,0,0
Muhammad Musa,1072472,4,0,28,1,7.00,0,0,0
Faheem Ashraf,681117,4,0,26,3,6.50,0,0,0
Shadab Khan,922943,4,0,18,0,4.50,0,0,0
Samit Patel,18632,3,0,20,0,6.66,0,0,0
Wayne Parnell,265564,1,0,16,0,16.00,0,0,0
Mohammad Amir,290948,3,0,35,0,11.66,0,0,1
Aamer Yamin,434429,2,0,19,0,9.50,1,0,1
Usman Shinwari,697279,2,0,29,0,14.50,0,0,1
Imad Wasim,227758,4,0,27,2,6.75,0,0,1
Umer Khan,1072473,4,0,25,0,6.25,0,0,1
Colin Munro,232359,1,0,4,0,4.00,0,0,1
Awais Zia,278491,0.1,0,4,0,24.00,0,0,1
