Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bjorn Fortuin,553249,2,0,15,0,7.50,5,1,1,0,0,0
Beuran Hendricks,379927,3,0,45,0,15.00,4,4,3,1,0,0
Lungi Ngidi,542023,4,0,48,3,12.00,8,5,3,0,0,0
Andile Phehlukwayo,540316,4,0,47,2,11.75,5,2,4,0,0,0
Tabraiz Shamsi,379145,4,0,30,1,7.50,7,2,1,1,0,0
Dwaine Pretorius,327830,3,0,17,1,5.66,6,0,1,0,0,0
Moeen Ali,8917,3,0,36,0,12.00,5,2,3,0,0,1
Tom Curran,550235,4,0,45,2,11.25,8,2,4,1,0,1
Chris Jordan,288992,4,0,31,2,7.75,6,1,1,1,0,1
Adil Rashid,244497,3,0,34,0,11.33,5,1,3,0,0,1
Mark Wood,351588,4,0,39,2,9.75,8,2,3,1,0,1
Ben Stokes,311158,2,0,16,1,8.00,4,1,1,0,0,1
