Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ashok Dinda,227712,4,0,57,0,14.25,9,5,4,3,0,0
Deepak Chahar,447261,2,0,21,0,10.50,6,3,1,0,0,0
Ben Stokes,311158,4,0,36,1,9.00,10,0,4,1,0,0
Imran Tahir,40618,4,0,28,3,7.00,8,2,1,0,0,0
Adam Zampa,379504,3,0,26,1,8.66,5,2,1,1,0,0
Rajat Bhatia,26907,3,0,14,2,4.66,5,0,0,0,0,0
Tim Southee,232364,4,0,34,1,8.50,8,3,1,2,0,1
Hardik Pandya,625371,4,0,36,1,9.00,5,5,0,0,0,1
Mitchell McClenaghan,319439,4,0,36,1,9.00,9,5,1,0,0,1
Jasprit Bumrah,625383,4,0,29,0,7.25,6,3,0,0,0,1
Krunal Pandya,471342,2,0,21,0,10.50,2,1,1,0,0,1
Kieron Pollard,230559,1.5,0,30,0,16.36,0,1,3,1,0,1
