Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ajaz Patel,595783,4,0,27,1,6.75,11,3,1,0,0,0
Tim Southee,232364,4,0,30,0,7.50,13,2,2,0,0,0
Adam Milne,450860,4,0,28,2,7.00,12,3,1,1,0,0
Colin de Grandhomme,55395,3,0,24,1,8.00,5,3,0,1,0,0
Ish Sodhi,559066,4,0,24,1,6.00,7,0,1,1,0,0
Colin Munro,232359,1,0,13,0,13.00,1,1,1,0,0,0
Imad Wasim,227758,4,0,26,1,6.50,12,1,2,0,0,1
Faheem Ashraf,681117,2,0,15,0,7.50,6,3,0,0,0,1
Hasan Ali,681305,4,0,35,3,8.75,6,2,1,0,0,1
Mohammad Hafeez,41434,3,0,13,0,4.33,10,1,0,0,0,1
Shadab Khan,922943,4,0,26,1,6.50,8,2,0,0,0,1
Shaheen Shah Afridi,1072470,3,0,29,0,9.66,3,3,0,1,0,1
