Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Behrendorff,272477,3,0,16,1,5.33,9,2,0,0,0,0
Jhye Richardson,774223,4,0,31,0,7.75,11,4,0,1,0,0
Nathan Coulter-Nile,261354,4,0,26,3,6.50,11,2,1,1,0,0
Adam Zampa,379504,3,0,22,1,7.33,7,1,1,2,0,0
Pat Cummins,489889,4,0,19,1,4.75,9,0,0,1,0,0
D'Arcy Short,308798,2,0,10,0,5.00,3,0,0,0,0,0
Jasprit Bumrah,625383,4,0,16,3,4.00,18,3,0,0,0,1
Yuzvendra Chahal,430246,4,0,28,1,7.00,11,3,1,0,0,1
Umesh Yadav,376116,4,0,35,0,8.75,8,5,0,2,0,1
Krunal Pandya,471342,4,0,17,1,4.25,8,0,0,0,0,1
Mayank Markande,1081442,4,0,31,0,7.75,6,2,1,0,0,1
