Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Daniel Worrall,557298,4,0,37,0,9.25,10,3,2,1,0,0
Jackson Bird,215152,3,0,25,2,8.33,10,3,1,2,0,0
Adam Zampa,379504,4,0,21,2,5.25,11,2,0,0,0,0
Sandeep Lamichhane,960361,4,0,16,0,4.00,12,1,0,0,0,0
Marcus Stoinis,325012,2,0,19,0,9.50,2,2,0,1,0,0
Dwayne Bravo,51439,3,0,24,0,8.00,5,1,1,0,0,0
Kane Richardson,272262,4,0,27,0,6.75,8,3,0,0,0,1
Chris Tremain,553800,4,0,21,2,5.25,13,2,0,1,0,1
Harry Gurney,244639,4,0,20,1,5.00,9,0,0,0,0,1
Cameron Boyce,326625,4,0,30,2,7.50,5,0,2,0,0,1
Dan Christian,4864,4,0,33,2,8.25,7,2,1,1,0,1
