Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,11,3,38,3,3.45,0,0,0
Tim Southee,232364,15,2,52,1,3.46,2,1,0
Colin de Grandhomme,55395,7,0,15,1,2.14,0,0,0
Matt Henry,506612,15,0,67,1,4.46,0,0,0
Neil Wagner,233713,13,4,28,4,2.15,0,0,0
Abu Jayed,410763,18.5,2,94,3,4.99,0,0,1
Ebadot Hossain,932355,16,2,84,0,5.25,1,0,1
Mustafizur Rahman,330902,14,2,74,1,5.28,2,1,1
Soumya Sarkar,436677,6,0,35,0,5.83,0,0,1
Taijul Islam,401057,21,0,99,2,4.71,0,0,1
Mominul Haque,373696,9,0,41,0,4.55,0,0,1
Trent Boult,277912,16,5,52,4,3.25,0,0,2
Tim Southee,232364,12,1,57,0,4.75,1,0,2
Matt Henry,506612,9,3,40,1,4.44,1,0,2
Colin de Grandhomme,55395,5,0,11,0,2.20,1,0,2
Neil Wagner,233713,14,4,45,5,3.21,0,0,2
