Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
David Willey,308251,6,1,26,0,4.33,1,0,0
Jofra Archer,669855,8,0,40,1,5.00,0,0,0
Tom Curran,550235,8.1,1,35,3,4.28,1,0,0
Liam Plunkett,19264,7,0,35,4,5.00,2,0,0
Adil Rashid,244497,9,0,27,1,3.00,1,0,0
Joe Denly,12454,5,0,24,1,4.80,2,0,0
Tim Murtagh,17134,9,1,29,1,3.22,0,0,1
Mark Adair,526441,8,0,48,0,6.00,2,0,1
Josh Little,928067,8,0,45,4,5.62,1,1,1
Boyd Rankin,24599,6,0,38,1,6.33,4,0,1
Kevin O'Brien,24605,2,0,7,0,3.50,1,0,1
George Dockrell,348034,9,0,27,0,3.00,0,0,1
