Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,3,0,37,1,12.33,5,2,3,1,0,0
Ishant Sharma,236779,4,0,34,2,8.50,10,5,1,0,0,0
Axar Patel,554691,4,0,30,0,7.50,10,2,2,0,0,0
Amit Mishra,31107,4,0,16,1,4.00,10,0,0,0,0,0
Keemo Paul,677081,4,0,32,3,8.00,10,2,1,5,1,0
Sherfane Rutherford,914541,1,0,11,0,11.00,1,1,0,1,0,0
Bhuvneshwar Kumar,326016,4,0,42,2,10.50,12,4,3,2,0,1
Mohammad Nabi,25913,4,0,29,0,7.25,10,1,2,0,0,1
Khaleel Ahmed,942645,2.5,0,24,2,8.47,6,4,0,1,0,1
Rashid Khan,793463,4,1,15,2,3.75,16,2,0,1,0,1
Basil Thampi,732291,4,0,41,0,10.25,8,3,3,0,0,1
Deepak Hooda,497121,1,0,13,1,13.00,0,0,1,1,0,1
